edge_id,avg_speed,avg_pace,pace_group,pace_color,time,dist,elev_gain,uphill_perc,uphill_perc_group,uphill_perc_color,geometry
267,1.29,14.02,Less than 15 min/km,#ae017e,2.3,0.17,13.1,7.71,From 7.5% to 15%,#bdc9e1,"LINESTRING (2.360501 41.806256, 2.36057 41.806264, 2.36064 41.806272, 2.360711 41.806285, 2.360766 41.806305, 2.360829 41.806309, 2.360888 41.806321, 2.360943 41.806345, 2.361002 41.806359, 2.361079 41.80636, 2.36115 41.806373, 2.361225 41.806384, 2.361292 41.806411, 2.361348 41.806427, 2.361425 41.806439, 2.361494 41.806422, 2.361565 41.806416, 2.361635 41.806421, 2.361693 41.806444, 2.361759 41.806447, 2.361822 41.806452, 2.361884 41.806476, 2.361945 41.806488, 2.362008 41.806496, 2.362054 41.806526, 2.36211 41.806546, 2.362184 41.806566, 2.362213 41.806614, 2.362283 41.80663, 2.362335 41.806658)"
270,1.03,30.92,From 30 to 45 min/km,#fbb4b9,33.6,1.15,148.3,12.9,From 7.5% to 15%,#bdc9e1,"LINESTRING (2.362335 41.806658, 2.362394 41.806678, 2.362458 41.806701, 2.362522 41.806699, 2.362586 41.806685, 2.362635 41.806714, 2.362695 41.806705, 2.362756 41.806694, 2.362829 41.806694, 2.36289 41.806713, 2.362959 41.806711, 2.363008 41.806678, 2.36307 41.806684, 2.363129 41.806695, 2.363195 41.806679, 2.363262 41.806672, 2.363325 41.806643, 2.363393 41.806624, 2.363468 41.806633, 2.363527 41.806659, 2.363579 41.806689, 2.363643 41.806689, 2.363701 41.806662, 2.363733 41.80662, 2.363747 41.806574, 2.363801 41.806554, 2.363848 41.806517, 2.363889 41.806481, 2.363926 41.806441, 2.363978 41.806409, 2.364041 41.806402, 2.364109 41.806372, 2.364169 41.806355, 2.364226 41.80633, 2.364259 41.806286, 2.364296 41.806249, 2.364347 41.806214, 2.364379 41.806175, 2.364433 41.806149, 2.364485 41.806111, 2.364547 41.806094, 2.364609 41.806079, 2.36465 41.806037, 2.364687 41.80599, 2.364732 41.805949, 2.364755 41.805902, 2.3648 41.805867, 2.364802 41.805821, 2.364843 41.805782, 2.364884 41.805743, 2.364911 41.805702, 2.364921 41.805648, 2.364951 41.805609, 2.364973 41.805565, 2.365012 41.805528, 2.365051 41.805492, 2.36508 41.805449, 2.365145 41.805425, 2.365196 41.805392, 2.365245 41.80536, 2.365288 41.805327, 2.365336 41.805298, 2.36539 41.805275, 2.365432 41.80524, 2.365478 41.805202, 2.365543 41.805173, 2.365623 41.805156, 2.365672 41.805126, 2.365707 41.805087, 2.365737 41.805046, 2.365761 41.804992, 2.365786 41.804946, 2.365822 41.804908, 2.365861 41.804869, 2.365929 41.804876, 2.365967 41.804833, 2.366015 41.804805, 2.366044 41.804763, 2.366083 41.804728, 2.366146 41.804732, 2.366219 41.804722, 2.36628 41.80474, 2.366346 41.804744, 2.366404 41.804763, 2.366517 41.804748, 2.366535 41.804704, 2.366557 41.804651, 2.366593 41.804596, 2.366573 41.804553, 2.366581 41.804604, 2.366606 41.80465, 2.366644 41.804692, 2.366654 41.804737, 2.366672 41.804694, 2.366715 41.80466, 2.366775 41.804639, 2.366826 41.80461, 2.366879 41.804585, 2.366941 41.804562, 2.367 41.804539, 2.367066 41.804511, 2.367123 41.804482, 2.367186 41.804473, 2.367245 41.804458, 2.367311 41.804444, 2.367372 41.804424, 2.36744 41.804414, 2.36751 41.804407, 2.367584 41.804401, 2.36767 41.804402, 2.367741 41.804394, 2.3678 41.804407, 2.367862 41.80442, 2.367928 41.804441, 2.367987 41.804462, 2.36805 41.804455, 2.368109 41.804467, 2.36817 41.804491, 2.368235 41.804513, 2.368295 41.804536, 2.368366 41.804552, 2.368435 41.804579, 2.368502 41.804585, 2.368567 41.804587, 2.36861 41.804625, 2.368664 41.804649, 2.368731 41.804669, 2.368803 41.804672, 2.368878 41.804679, 2.368944 41.804667, 2.36901 41.804669, 2.369075 41.804666, 2.36914 41.804669, 2.369219 41.804678, 2.369292 41.804684, 2.369362 41.804686, 2.369422 41.804672, 2.369497 41.804673, 2.369551 41.804702, 2.369612 41.804687, 2.369682 41.804671, 2.369741 41.804651, 2.369801 41.804638, 2.369867 41.804633, 2.369938 41.804625, 2.369999 41.804621, 2.370071 41.804602, 2.370136 41.804589, 2.370212 41.804584, 2.370274 41.804578, 2.370345 41.804575, 2.370411 41.804579, 2.370478 41.804578, 2.370543 41.804566, 2.370621 41.804553, 2.370688 41.804554, 2.370756 41.804542, 2.370831 41.804536, 2.370904 41.804542, 2.37098 41.80454, 2.371044 41.804544, 2.37109 41.80458, 2.371163 41.804574, 2.371228 41.80457, 2.371292 41.80456, 2.371355 41.80455, 2.371413 41.804566, 2.371473 41.804571, 2.371533 41.804583, 2.371595 41.804603, 2.371665 41.804611, 2.37173 41.804623, 2.371794 41.804626, 2.371862 41.804629, 2.371929 41.804633, 2.371987 41.804655, 2.37205 41.804665, 2.372118 41.804673, 2.372186 41.804675, 2.372251 41.804681, 2.372316 41.804689, 2.372386 41.804702, 2.372459 41.804707, 2.372521 41.80472, 2.372586 41.804729, 2.372655 41.804752, 2.372722 41.80477, 2.372784 41.804787, 2.372842 41.804814, 2.37291 41.804849, 2.372977 41.804873, 2.373004 41.80492, 2.373069 41.804947, 2.373134 41.804943, 2.373202 41.804943, 2.37325 41.804972, 2.373305 41.804994, 2.373369 41.805007, 2.373431 41.805016, 2.373495 41.805039, 2.373559 41.805051, 2.373613 41.805073, 2.373677 41.805086, 2.373742 41.805096, 2.373803 41.805097)"
1253,1.12,15.17,From 15 to 30 min/km,#f768a1,3.35,0.22,24.0,10.91,From 7.5% to 15%,#bdc9e1,"LINESTRING (2.373803 41.805097, 2.373867 41.805115, 2.373928 41.805112, 2.373985 41.80513, 2.374048 41.805141, 2.374108 41.805163, 2.374169 41.805174, 2.374241 41.805188, 2.374302 41.805217, 2.37437 41.80523, 2.374436 41.805221, 2.374492 41.805246, 2.37456 41.805252, 2.374623 41.805266, 2.374689 41.805296, 2.37475 41.80531, 2.374816 41.805322, 2.374887 41.805336, 2.374948 41.805345, 2.375011 41.805356, 2.375059 41.805386, 2.37513 41.805394, 2.375216 41.80539, 2.375276 41.805407, 2.375333 41.80543, 2.375392 41.805443, 2.375457 41.805462, 2.375525 41.80547, 2.375599 41.805473, 2.375664 41.805497, 2.375732 41.805512, 2.375808 41.805522, 2.375881 41.805538, 2.375954 41.805547, 2.376019 41.805549, 2.376086 41.80554, 2.37615 41.805547, 2.376219 41.805543, 2.376285 41.805547, 2.376369 41.805526)"
1252,1.0,21.53,From 15 to 30 min/km,#f768a1,1.48,0.07,5.9,8.43,From 7.5% to 15%,#bdc9e1,"LINESTRING (2.376369 41.805526, 2.376448 41.805545, 2.376506 41.805557, 2.376576 41.805557, 2.376636 41.805574, 2.376692 41.80559, 2.376737 41.805635, 2.376805 41.805654, 2.37687 41.805678, 2.376931 41.805698, 2.376998 41.805712, 2.377051 41.805736, 2.377112 41.805765)"
1542,0.81,74.83,More than 45 min/km,#feebe2,11.83,0.15,12.2,8.13,From 7.5% to 15%,#bdc9e1,"LINESTRING (2.377112 41.805765, 2.377169 41.805781, 2.377231 41.805806, 2.377292 41.805822, 2.377363 41.805829, 2.377417 41.805861, 2.377483 41.805865, 2.377572 41.805873, 2.377439 41.805798, 2.377463 41.80584, 2.377511 41.805885, 2.377477 41.805846, 2.377591 41.80588, 2.377527 41.805887, 2.377562 41.805944, 2.377577 41.805998, 2.377629 41.80604, 2.377679 41.80607, 2.377732 41.806102, 2.377761 41.806144, 2.377813 41.806169, 2.377868 41.80621, 2.377887 41.806255, 2.377913 41.806301, 2.37797 41.806314, 2.378007 41.806349)"
1766,1.02,19.56,From 15 to 30 min/km,#f768a1,9.92,0.52,114.4,22.0,From 15% to 22.5%,#74a9cf,"LINESTRING (2.378007 41.806349, 2.378027 41.806395, 2.378043 41.806447, 2.378069 41.806501, 2.378123 41.806536, 2.378171 41.806576, 2.3782 41.806618, 2.378251 41.806655, 2.378269 41.806702, 2.378296 41.806745, 2.378346 41.806778, 2.378402 41.80681, 2.378468 41.806842, 2.378528 41.806885, 2.378581 41.806911, 2.37864 41.806929, 2.37869 41.806965, 2.378745 41.806998, 2.3788 41.807034, 2.378871 41.807046, 2.378945 41.807052, 2.37901 41.807051, 2.379047 41.807098, 2.379098 41.807124, 2.379155 41.807144, 2.379208 41.807176, 2.379266 41.807195, 2.379281 41.807244, 2.379337 41.807267, 2.379398 41.807275, 2.379454 41.807299, 2.379522 41.807315, 2.379578 41.807332, 2.37964 41.807333, 2.379713 41.807313, 2.379774 41.807315, 2.379834 41.807314, 2.3799 41.80731, 2.37997 41.807321, 2.380027 41.807339, 2.380091 41.807348, 2.38016 41.807357, 2.380218 41.807387, 2.380214 41.807442, 2.380175 41.807479, 2.380158 41.807526, 2.380126 41.807568, 2.3802 41.807587, 2.380264 41.8076, 2.380324 41.807607, 2.380393 41.807625, 2.380462 41.807633, 2.380528 41.807631, 2.38059 41.807663, 2.380644 41.80769, 2.380719 41.807709, 2.380778 41.807744, 2.380833 41.807782, 2.380903 41.80781, 2.380943 41.807848, 2.381009 41.807835, 2.381066 41.807852, 2.381128 41.807862, 2.381193 41.807866, 2.38127 41.807872, 2.381327 41.807892, 2.381393 41.807902, 2.381452 41.807928, 2.381511 41.807946, 2.381559 41.807976, 2.381618 41.807995, 2.381664 41.808028, 2.381712 41.808063, 2.38175 41.808108, 2.381806 41.808163, 2.381857 41.808196, 2.381958 41.808214, 2.38201 41.808245, 2.382059 41.808276, 2.382104 41.808346, 2.382167 41.808388, 2.382225 41.80842, 2.382254 41.80846, 2.382298 41.808495, 2.382342 41.808533, 2.382397 41.808561, 2.382441 41.808599, 2.38248 41.808637, 2.382535 41.808664, 2.382577 41.808701, 2.382631 41.808727)"
1312,0.37,319.15,More than 45 min/km,#feebe2,24.0,0.07,6.1,8.71,From 7.5% to 15%,#bdc9e1,"LINESTRING (2.382631 41.808727, 2.382676 41.80876, 2.38274 41.808772, 2.382796 41.808791, 2.38274 41.808834, 2.382689 41.808877, 2.382694 41.808822, 2.382699 41.808892, 2.382728 41.808848, 2.382704 41.808805, 2.382643 41.808845, 2.382704 41.808835, 2.382525 41.808841)"
1545,0.56,844.16,More than 45 min/km,#feebe2,35.43,0.04,0.0,0.0,Less than 7.5%,#f1eef6,"LINESTRING (2.382525 41.808841, 2.382462 41.808846, 2.382405 41.808826, 2.382452 41.808859, 2.382389 41.808854, 2.38232 41.808837, 2.382248 41.808805)"
1546,1.37,12.41,Less than 15 min/km,#ae017e,2.04,0.17,0.0,0.0,Less than 7.5%,#f1eef6,"LINESTRING (2.382248 41.808805, 2.382182 41.808781, 2.382126 41.808744, 2.38207 41.808726, 2.382005 41.808694, 2.38195 41.808668, 2.381878 41.80867, 2.381811 41.808665, 2.381759 41.808693, 2.381692 41.808675, 2.381625 41.808666, 2.381587 41.808717, 2.381532 41.808745, 2.381466 41.808734, 2.381397 41.808729, 2.38135 41.808691, 2.381284 41.8087, 2.381248 41.80874, 2.38118 41.808729, 2.381117 41.808741, 2.381052 41.808748, 2.380984 41.808758, 2.380926 41.808771, 2.380873 41.808797, 2.380817 41.808825, 2.380761 41.808857, 2.380765 41.808905, 2.380707 41.808922, 2.380694 41.808969, 2.380661 41.809011)"
1860,1.41,12.9,Less than 15 min/km,#ae017e,1.26,0.1,0.0,0.0,Less than 7.5%,#f1eef6,"LINESTRING (2.380661 41.809011, 2.380596 41.808985, 2.380559 41.809033, 2.380534 41.809084, 2.380473 41.809084, 2.380416 41.809117, 2.380366 41.809153, 2.380319 41.809189, 2.380266 41.809162, 2.380209 41.809134, 2.380155 41.8091, 2.380091 41.809069, 2.380017 41.809056, 2.379967 41.809087, 2.379912 41.809116, 2.37985 41.809119, 2.379784 41.809108, 2.379727 41.809078)"
1547,1.62,12.82,Less than 15 min/km,#ae017e,0.67,0.05,0.0,0.0,Less than 7.5%,#f1eef6,"LINESTRING (2.379727 41.809078, 2.379664 41.809065, 2.3796 41.809056, 2.379528 41.809042, 2.379462 41.809062, 2.379402 41.809091, 2.379336 41.809091, 2.379277 41.809101, 2.379214 41.809108, 2.379151 41.809145)"
407,1.86,9.12,Less than 15 min/km,#ae017e,0.22,0.02,0.0,0.0,Less than 7.5%,#f1eef6,"LINESTRING (2.379151 41.809145, 2.379091 41.809169, 2.379023 41.809195, 2.378968 41.809217, 2.378901 41.809244)"
408,1.43,11.82,Less than 15 min/km,#ae017e,1.95,0.16,0.0,0.0,Less than 7.5%,#f1eef6,"LINESTRING (2.378901 41.809244, 2.378829 41.80927, 2.378763 41.809282, 2.378704 41.809302, 2.378636 41.80933, 2.378568 41.809341, 2.378509 41.809364, 2.378476 41.809412, 2.378422 41.809445, 2.378372 41.809473, 2.378347 41.809515, 2.378286 41.809548, 2.378233 41.809582, 2.37816 41.809592, 2.378101 41.809614, 2.378046 41.809638, 2.377989 41.809664, 2.377926 41.809677, 2.37787 41.809708, 2.377803 41.809713, 2.377759 41.809746, 2.377697 41.809766, 2.377641 41.809803, 2.377592 41.809831, 2.377527 41.809842, 2.377469 41.809867, 2.377412 41.8099, 2.377373 41.80994, 2.377326 41.809973, 2.377287 41.810012)"
1862,1.39,12.09,Less than 15 min/km,#ae017e,1.05,0.09,0.0,0.0,Less than 7.5%,#f1eef6,"LINESTRING (2.377287 41.810012, 2.377242 41.810054, 2.377222 41.810105, 2.377192 41.810154, 2.377183 41.810206, 2.377167 41.810255, 2.377124 41.810296, 2.377099 41.810342, 2.377069 41.810387, 2.377047 41.810432, 2.377032 41.810487, 2.377021 41.81054, 2.377033 41.810595, 2.377008 41.810643, 2.377016 41.810696, 2.377028 41.810745)"
1865,0.98,19.99,From 15 to 30 min/km,#f768a1,0.91,0.05,0.0,0.0,Less than 7.5%,#f1eef6,"LINESTRING (2.377028 41.810745, 2.377054 41.810786, 2.377118 41.810816, 2.377072 41.810854, 2.377092 41.810914, 2.377059 41.810952, 2.377025 41.810996, 2.376993 41.811039, 2.376963 41.811099)"
2839,1.05,55.66,More than 45 min/km,#feebe2,2.82,0.05,1.4,2.8,Less than 7.5%,#f1eef6,"LINESTRING (2.376963 41.811099, 2.376966 41.811145, 2.377 41.81119, 2.377012 41.811237, 2.376995 41.811192, 2.376959 41.81115, 2.37689 41.811154, 2.376841 41.811188, 2.376787 41.811213, 2.376721 41.811237)"
1865,2.21,9.67,Less than 15 min/km,#ae017e,1.23,0.13,0.0,0.0,Less than 7.5%,#f1eef6,"LINESTRING (2.376721 41.811237, 2.37667 41.811272, 2.376657 41.811317, 2.376588 41.81135, 2.37653 41.811368, 2.376459 41.811346, 2.376491 41.811301, 2.376399 41.81132, 2.376292 41.811326, 2.376211 41.811328, 2.376152 41.811348, 2.376101 41.811373, 2.37602 41.811401, 2.375957 41.811419, 2.375879 41.811462, 2.37583 41.811506, 2.37575 41.811509, 2.375672 41.811507, 2.3756 41.811502, 2.375528 41.811495, 2.375464 41.811473)"
1868,0.74,96.47,More than 45 min/km,#feebe2,4.49,0.04,0.0,0.0,Less than 7.5%,#f1eef6,"LINESTRING (2.375464 41.811473, 2.375402 41.811464, 2.375414 41.811509, 2.375455 41.811547, 2.375424 41.811507, 2.375393 41.811457, 2.375333 41.811454, 2.37527 41.811435, 2.375258 41.811378)"
415,1.43,23.69,From 15 to 30 min/km,#f768a1,8.81,0.36,2.2,0.61,Less than 7.5%,#f1eef6,"LINESTRING (2.375258 41.811378, 2.375245 41.811333, 2.375231 41.811282, 2.375219 41.811235, 2.375155 41.811202, 2.375104 41.811169, 2.375063 41.811133, 2.375066 41.811079, 2.375029 41.81104, 2.374984 41.810987, 2.374958 41.810942, 2.374924 41.810903, 2.374901 41.810853, 2.37486 41.81082, 2.374819 41.810773, 2.374787 41.810734, 2.374758 41.810689, 2.374792 41.810647, 2.374776 41.810593, 2.374731 41.810555, 2.37473 41.810505, 2.374747 41.810452, 2.374708 41.810404, 2.374704 41.81033, 2.374693 41.810286, 2.374639 41.810337, 2.374633 41.810391, 2.374612 41.810444, 2.374557 41.810482, 2.374497 41.810499, 2.374436 41.810527, 2.374368 41.810533, 2.374306 41.810532, 2.374246 41.810515, 2.374164 41.810522, 2.374102 41.810487, 2.374037 41.81047, 2.373979 41.810445, 2.373917 41.810426, 2.373854 41.810396, 2.373793 41.810364, 2.373748 41.810326, 2.373717 41.810286, 2.373674 41.810246, 2.37363 41.810205, 2.373608 41.810161, 2.373607 41.810109, 2.373596 41.810058, 2.373581 41.81, 2.373558 41.809944, 2.373517 41.809895, 2.373475 41.809858, 2.373402 41.809824, 2.373342 41.809811, 2.373276 41.809818, 2.373215 41.809804, 2.373152 41.809802, 2.373077 41.809796, 2.373022 41.809768, 2.372971 41.809738, 2.37289 41.809737, 2.372783 41.809775)"
414,4.85,3.57,Less than 15 min/km,#ae017e,0.15,0.04,1.8,4.5,Less than 7.5%,#f1eef6,"LINESTRING (2.372783 41.809775, 2.372733 41.809833, 2.372669 41.809846, 2.372605 41.809862, 2.372545 41.809888, 2.372468 41.809913, 2.372402 41.809909)"
2556,1.48,15.08,From 15 to 30 min/km,#f768a1,7.59,0.51,4.2,0.82,Less than 7.5%,#f1eef6,"LINESTRING (2.372402 41.809909, 2.372357 41.809954, 2.372294 41.809976, 2.372246 41.810007, 2.372178 41.810037, 2.372118 41.810059, 2.372059 41.810092, 2.372009 41.810126, 2.371955 41.810146, 2.371883 41.810169, 2.371828 41.8102, 2.371759 41.810247, 2.371702 41.810293, 2.371637 41.810324, 2.371559 41.81032, 2.371509 41.810285, 2.371547 41.810328, 2.371541 41.810375, 2.3715 41.810412, 2.371442 41.810441, 2.371385 41.810408, 2.371339 41.810379, 2.371287 41.81035, 2.371226 41.810348, 2.371153 41.810347, 2.371088 41.810328, 2.37102 41.810331, 2.370954 41.810343, 2.370883 41.81035, 2.37082 41.810351, 2.370757 41.810375, 2.370692 41.810398, 2.370625 41.81042, 2.37055 41.810431, 2.370478 41.810444, 2.370416 41.81045, 2.370346 41.810475, 2.370276 41.810485, 2.370208 41.810494, 2.370135 41.810501, 2.370059 41.810505, 2.36999 41.810499, 2.369922 41.810491, 2.369859 41.810507, 2.369814 41.810544, 2.369765 41.81058, 2.369706 41.810603, 2.369634 41.810631, 2.36957 41.810656, 2.369519 41.810692, 2.369453 41.810702, 2.369384 41.810723, 2.369313 41.81074, 2.369257 41.810768, 2.369192 41.810758, 2.369135 41.810785, 2.369068 41.810796, 2.36901 41.810826, 2.368945 41.810839, 2.368884 41.810871, 2.368858 41.810918, 2.368797 41.81091, 2.368728 41.810914, 2.368676 41.810953, 2.36862 41.810984, 2.368551 41.810979, 2.368495 41.811005, 2.36843 41.811023, 2.368384 41.811063, 2.368334 41.811088, 2.368282 41.811124, 2.36822 41.811155, 2.368162 41.811183, 2.368101 41.811195, 2.368056 41.811229, 2.367992 41.811245, 2.367916 41.811281, 2.36784 41.811291, 2.367774 41.811295, 2.367703 41.811311, 2.367635 41.811336, 2.367564 41.811342, 2.367489 41.811354, 2.367409 41.811367, 2.367333 41.811369, 2.367269 41.811379, 2.367216 41.811403, 2.367151 41.811422, 2.367086 41.811433)"
