edge_id,avg_speed,avg_pace,pace_group,pace_color,time,dist,elev_gain,uphill_perc,uphill_perc_group,uphill_perc_color,geometry
1168,2.03,8.29,Less than 15 min/km,#ae017e,0.1,0.01,0.1,1.0,Less than 7.5%,#f1eef6,"LINESTRING (2.385785 41.843517, 2.38576 41.843482, 2.385735 41.843456, 2.385727 41.843437)"
1170,1.32,13.41,Less than 15 min/km,#ae017e,2.98,0.23,15.3,6.65,Less than 7.5%,#f1eef6,"LINESTRING (2.385727 41.843437, 2.385715 41.843421, 2.385707 41.843402, 2.385687 41.843379, 2.385663 41.843354, 2.385645 41.843328, 2.385642 41.843309, 2.385638 41.843283, 2.385642 41.843251, 2.385637 41.843232, 2.38564 41.8432, 2.38563 41.843171, 2.385625 41.843139, 2.385632 41.843117, 2.385647 41.843098, 2.38566 41.843078, 2.385677 41.843062, 2.3857 41.843037, 2.385715 41.843014, 2.385722 41.842986, 2.385728 41.842963, 2.385755 41.842944, 2.385762 41.842925, 2.385783 41.842906, 2.385803 41.84288, 2.385817 41.842861, 2.385852 41.842851, 2.385882 41.842835, 2.385907 41.842822, 2.385922 41.842806, 2.38595 41.842797, 2.385972 41.842778, 2.385988 41.842758, 2.386007 41.842736, 2.386032 41.842723, 2.386053 41.842704, 2.386063 41.842685, 2.386082 41.842662, 2.386082 41.84264, 2.386085 41.842618, 2.386078 41.842589, 2.38609 41.842563, 2.386087 41.842538, 2.386083 41.842518, 2.386092 41.842496, 2.3861 41.842477, 2.386107 41.842458, 2.386112 41.842438, 2.386113 41.842416, 2.386125 41.842397, 2.386133 41.842368, 2.386152 41.842346, 2.386167 41.842326, 2.38618 41.842298, 2.386195 41.842282, 2.386207 41.842259, 2.386207 41.842237, 2.386215 41.842218, 2.386227 41.842198, 2.386243 41.842179, 2.386265 41.842157, 2.38627 41.842131, 2.386273 41.842112, 2.38628 41.842086, 2.38628 41.842067, 2.386282 41.842045, 2.386292 41.842026, 2.386288 41.842003, 2.386288 41.841984, 2.386315 41.841965, 2.386332 41.841949, 2.386353 41.841933, 2.386358 41.84191, 2.386357 41.841885, 2.386353 41.841853, 2.386352 41.84183, 2.386355 41.841802, 2.386368 41.841779, 2.386372 41.841754, 2.386377 41.841731, 2.386393 41.841706, 2.386395 41.841686, 2.386403 41.841664, 2.386412 41.841635, 2.386417 41.841616)"
2858,1.09,17.31,From 15 to 30 min/km,#f768a1,0.33,0.02,0.7,3.5,Less than 7.5%,#f1eef6,"LINESTRING (2.386417 41.841616, 2.386428 41.84159, 2.38642 41.841568, 2.386418 41.841549, 2.38642 41.841526, 2.38642 41.841504, 2.38644 41.841488, 2.386447 41.841466, 2.386458 41.841446)"
1968,1.21,14.17,Less than 15 min/km,#ae017e,1.87,0.13,16.9,13.0,From 7.5% to 15%,#bdc9e1,"LINESTRING (2.386458 41.841446, 2.386463 41.841424, 2.386463 41.841395, 2.38648 41.84137, 2.386483 41.841347, 2.386493 41.841322, 2.386512 41.841296, 2.386503 41.84127, 2.386495 41.841251, 2.386492 41.841232, 2.386498 41.841213, 2.386508 41.841187, 2.386518 41.841168, 2.386513 41.841146, 2.386522 41.841123, 2.386525 41.841104, 2.38653 41.841078, 2.386535 41.841056, 2.386547 41.841034, 2.386552 41.841011, 2.386553 41.840992, 2.386567 41.84096, 2.386585 41.840941, 2.386605 41.840928, 2.386622 41.840912, 2.386647 41.840893, 2.386667 41.840877, 2.386692 41.84087, 2.386728 41.840861, 2.386752 41.840854, 2.386785 41.840848, 2.38681 41.840845, 2.386848 41.840835, 2.386885 41.840832, 2.386905 41.840819, 2.386935 41.840816, 2.386958 41.84081, 2.386985 41.840806, 2.387007 41.840797, 2.387032 41.84079, 2.387052 41.840778, 2.38708 41.840774, 2.387105 41.840762, 2.387127 41.840752, 2.387157 41.840749, 2.387185 41.840739, 2.387223 41.840736, 2.387255 41.840739, 2.38728 41.840752, 2.387285 41.840771, 2.387283 41.840794, 2.387275 41.840816, 2.387262 41.840838)"
1969,1.32,13.14,Less than 15 min/km,#ae017e,1.02,0.08,4.7,5.88,Less than 7.5%,#f1eef6,"LINESTRING (2.387262 41.840838, 2.38725 41.840861, 2.387242 41.840886, 2.387235 41.840909, 2.387227 41.840934, 2.387213 41.84095, 2.387198 41.84097, 2.387187 41.840995, 2.38718 41.841027, 2.387152 41.84104, 2.387142 41.841066, 2.387135 41.841091, 2.387138 41.841123, 2.387125 41.841152, 2.387123 41.841178, 2.387125 41.841206, 2.38714 41.841229, 2.387148 41.841248, 2.387143 41.841267, 2.387133 41.841286, 2.387137 41.841315, 2.387147 41.841344, 2.387137 41.841363, 2.387127 41.841386, 2.387128 41.841411, 2.387137 41.841434, 2.387147 41.841462, 2.387163 41.841482, 2.387187 41.841488)"
1318,1.3,15.97,From 15 to 30 min/km,#f768a1,3.56,0.22,10.7,4.86,Less than 7.5%,#f1eef6,"LINESTRING (2.387187 41.841488, 2.38721 41.841475, 2.387215 41.841446, 2.387222 41.841424, 2.38722 41.841402, 2.387217 41.841373, 2.387203 41.841354, 2.38721 41.841334, 2.387215 41.841309, 2.387223 41.84129, 2.387225 41.841267, 2.387225 41.841248, 2.38723 41.841229, 2.387242 41.841203, 2.387268 41.841184, 2.387283 41.841155, 2.387297 41.841136, 2.387328 41.841123, 2.387358 41.841107, 2.387382 41.841094, 2.387413 41.841085, 2.387443 41.841085, 2.387473 41.841078, 2.3875 41.841085, 2.387533 41.841088, 2.387563 41.841091, 2.387592 41.841094, 2.38762 41.841107, 2.387643 41.841114, 2.387668 41.841123, 2.387697 41.841133, 2.387718 41.841152, 2.387742 41.841168, 2.387772 41.841174, 2.387798 41.84119, 2.387825 41.841197, 2.38786 41.84121, 2.387883 41.841216, 2.387903 41.841229, 2.387935 41.841248, 2.387968 41.841264, 2.388 41.841277, 2.388033 41.841286, 2.388058 41.841293, 2.388087 41.841302, 2.388115 41.841322, 2.388142 41.841338, 2.388168 41.841347, 2.388202 41.841354, 2.38823 41.84137, 2.388253 41.841386, 2.388277 41.841395, 2.388303 41.841411, 2.388337 41.841427, 2.388362 41.841434, 2.388385 41.841453, 2.388418 41.841466, 2.388448 41.841469, 2.388487 41.841475, 2.38853 41.841485, 2.388557 41.841491, 2.388585 41.841494, 2.388618 41.841501, 2.388653 41.841501, 2.388683 41.841504, 2.388713 41.84151, 2.388757 41.84152, 2.388788 41.841523, 2.388817 41.841526, 2.388842 41.841526, 2.388875 41.841523, 2.388912 41.84153, 2.388953 41.841536, 2.388983 41.841546, 2.389018 41.841549, 2.38905 41.841546, 2.389082 41.841536, 2.389102 41.841555, 2.389107 41.841574, 2.389147 41.841581, 2.389183 41.841574)"
1315,1.31,13.27,Less than 15 min/km,#ae017e,1.25,0.09,4.7,5.22,Less than 7.5%,#f1eef6,"LINESTRING (2.389183 41.841574, 2.389232 41.841571, 2.389277 41.841568, 2.389322 41.841555, 2.389348 41.841549, 2.38938 41.841542, 2.38941 41.841542, 2.389438 41.841546, 2.389467 41.841546, 2.389492 41.841536, 2.389523 41.841523, 2.389542 41.84151, 2.389573 41.841494, 2.38961 41.841491, 2.389635 41.841491, 2.389665 41.841485, 2.38969 41.841482, 2.389723 41.841472, 2.389747 41.841466, 2.389772 41.841456, 2.3898 41.841453, 2.389833 41.84145, 2.389867 41.841443, 2.389897 41.84143, 2.389925 41.841424, 2.389953 41.841411, 2.389988 41.841402, 2.390023 41.841395, 2.39005 41.841392, 2.390082 41.841392, 2.390108 41.841392, 2.39014 41.841386, 2.390173 41.841386, 2.390215 41.841402, 2.390253 41.841405, 2.390292 41.841408)"
1316,1.38,12.23,Less than 15 min/km,#ae017e,0.1,0.01,0.1,1.0,Less than 7.5%,#f1eef6,"LINESTRING (2.390292 41.841408, 2.390323 41.841411, 2.390352 41.841408, 2.390385 41.841408)"
1314,1.39,12.34,Less than 15 min/km,#ae017e,1.99,0.17,4.9,2.88,Less than 7.5%,#f1eef6,"LINESTRING (2.390385 41.841408, 2.390417 41.841408, 2.390453 41.841408, 2.390483 41.841405, 2.390508 41.841402, 2.390542 41.841405, 2.390572 41.841395, 2.390607 41.841392, 2.390642 41.841395, 2.390672 41.841402, 2.390698 41.841392, 2.390723 41.841386, 2.390757 41.841382, 2.390787 41.841386, 2.390822 41.841382, 2.390857 41.841373, 2.390877 41.84135, 2.390903 41.841344, 2.390937 41.841331, 2.390973 41.841328, 2.39101 41.841315, 2.391043 41.841306, 2.391072 41.841296, 2.391098 41.841293, 2.391123 41.841283, 2.391153 41.841274, 2.391187 41.841264, 2.391222 41.841254, 2.391252 41.841245, 2.391267 41.841229, 2.391297 41.841222, 2.391325 41.841213, 2.391355 41.841203, 2.391385 41.84119, 2.391427 41.841184, 2.391458 41.841165, 2.391483 41.841149, 2.39152 41.841133, 2.39155 41.841123, 2.391575 41.841114, 2.391607 41.841107, 2.391633 41.841094, 2.391662 41.841085, 2.391693 41.841072, 2.391723 41.841056, 2.391753 41.841046, 2.391778 41.841034, 2.391802 41.841027, 2.391828 41.841014, 2.391857 41.841005, 2.391885 41.840989, 2.391915 41.840976, 2.391947 41.840966, 2.391978 41.840957, 2.39201 41.84095, 2.39204 41.840941, 2.392073 41.840947, 2.392108 41.840947, 2.392145 41.840941, 2.39218 41.840938)"
899,1.38,12.92,Less than 15 min/km,#ae017e,2.2,0.17,11.8,6.94,Less than 7.5%,#f1eef6,"LINESTRING (2.39218 41.840938, 2.392215 41.840938, 2.392242 41.840941, 2.392275 41.840947, 2.392302 41.840954, 2.392337 41.84096, 2.392372 41.840976, 2.39239 41.840989, 2.392425 41.841018, 2.392448 41.841024, 2.392482 41.841046, 2.392515 41.841056, 2.39256 41.841078, 2.392602 41.841094, 2.392623 41.84111, 2.392643 41.841123, 2.392667 41.84113, 2.392695 41.841136, 2.392722 41.841136, 2.392745 41.841146, 2.392768 41.841152, 2.392793 41.841171, 2.392818 41.841187, 2.392845 41.841194, 2.392873 41.841197, 2.392905 41.841194, 2.392938 41.841194, 2.392972 41.841184, 2.392998 41.841178, 2.393022 41.841168, 2.39305 41.841155, 2.393078 41.841149, 2.393107 41.841146, 2.393132 41.841133, 2.393158 41.841126, 2.393187 41.841126, 2.393215 41.841126, 2.393245 41.841126, 2.393282 41.841126, 2.393313 41.841126, 2.39334 41.841126, 2.39337 41.841123, 2.393393 41.841114, 2.393417 41.841107, 2.393447 41.841107, 2.393478 41.84111, 2.393507 41.84111, 2.393533 41.84111, 2.393565 41.841123, 2.393602 41.841133, 2.393642 41.841149, 2.393683 41.841158, 2.393705 41.841174, 2.393732 41.841187, 2.393752 41.841203, 2.393777 41.841216, 2.393802 41.841232, 2.393825 41.841251, 2.393853 41.841264, 2.393878 41.841277, 2.3939 41.841286, 2.39393 41.841296, 2.393958 41.841309, 2.393987 41.841322, 2.394013 41.841328, 2.394043 41.841331)"
897,1.31,12.9,Less than 15 min/km,#ae017e,0.33,0.03,2.5,8.33,From 7.5% to 15%,#bdc9e1,"LINESTRING (2.394043 41.841331, 2.394073 41.841331, 2.394102 41.841331, 2.39413 41.841331, 2.394168 41.841338, 2.394202 41.841344, 2.394228 41.841344, 2.39426 41.841338, 2.394295 41.841334, 2.394325 41.841334, 2.394368 41.841331)"
1484,1.22,15.53,From 15 to 30 min/km,#f768a1,5.85,0.38,50.0,13.16,From 7.5% to 15%,#bdc9e1,"LINESTRING (2.394368 41.841331, 2.394393 41.841325, 2.39442 41.841328, 2.394448 41.841328, 2.394473 41.841322, 2.3945 41.841322, 2.394533 41.841325, 2.394562 41.841334, 2.3946 41.841344, 2.394642 41.84135, 2.394673 41.841354, 2.394705 41.841366, 2.394727 41.841357, 2.394753 41.841357, 2.394788 41.841354, 2.394815 41.841354, 2.394842 41.841354, 2.394877 41.841344, 2.394903 41.841334, 2.394932 41.841331, 2.394965 41.841331, 2.395003 41.841344, 2.395035 41.841338, 2.395062 41.841334, 2.395087 41.841322, 2.395113 41.841315, 2.395147 41.841325, 2.39517 41.841331, 2.395207 41.841344, 2.395235 41.841357, 2.395262 41.841366, 2.395292 41.841357, 2.39532 41.841347, 2.395358 41.841347, 2.39539 41.84135, 2.395415 41.84135, 2.395443 41.84135, 2.395472 41.84135, 2.395507 41.841354, 2.395533 41.841357, 2.39557 41.841354, 2.395597 41.84135, 2.395622 41.84135, 2.39565 41.84135, 2.395692 41.841354, 2.395727 41.84135, 2.395755 41.84135, 2.39579 41.841344, 2.39582 41.841344, 2.39585 41.841338, 2.395882 41.841331, 2.395915 41.841306, 2.395938 41.84129, 2.395977 41.841277, 2.396013 41.841277, 2.396043 41.841283, 2.396075 41.84129, 2.396103 41.841286, 2.39613 41.84129, 2.396157 41.841302, 2.396185 41.841315, 2.396213 41.841334, 2.396238 41.841347, 2.396262 41.841357, 2.396285 41.841373, 2.396312 41.841376, 2.396332 41.841389, 2.396357 41.841402, 2.396378 41.841411, 2.396408 41.841414, 2.396438 41.841427, 2.396473 41.841427, 2.3965 41.841437, 2.396525 41.841453, 2.396547 41.841462, 2.396577 41.841469, 2.396615 41.841482, 2.396652 41.841491, 2.396682 41.841501, 2.396712 41.841504, 2.396755 41.841504, 2.396797 41.841514, 2.396828 41.841523, 2.396858 41.841533, 2.396898 41.841546, 2.396933 41.841552, 2.396968 41.841552, 2.397005 41.841555, 2.397028 41.841565, 2.39706 41.841568, 2.39708 41.841584, 2.39711 41.841594, 2.39714 41.8416, 2.397172 41.841603, 2.397198 41.841606, 2.397227 41.841613, 2.397248 41.841622, 2.39727 41.841632, 2.397295 41.841635, 2.397322 41.841632, 2.397347 41.841642, 2.397375 41.841642, 2.397405 41.841645, 2.39743 41.841645, 2.39746 41.841642, 2.397493 41.841635, 2.397528 41.841635, 2.397548 41.841622, 2.397568 41.84161, 2.397593 41.8416, 2.397615 41.841587, 2.39764 41.841584, 2.39766 41.841565, 2.397668 41.841546, 2.39767 41.841526, 2.397678 41.841507, 2.397702 41.841501, 2.39773 41.841491, 2.397747 41.841469, 2.397772 41.841453, 2.397793 41.841434, 2.397815 41.841424, 2.397833 41.841405, 2.397853 41.841386, 2.397885 41.841373, 2.397912 41.841363, 2.397948 41.841347, 2.397968 41.841334, 2.397992 41.841325, 2.398015 41.841315, 2.398055 41.841312, 2.398088 41.841296, 2.398117 41.841293, 2.398148 41.841293, 2.39818 41.841286, 2.398205 41.841274, 2.398228 41.841264, 2.398252 41.841248, 2.398285 41.841238, 2.398322 41.841216, 2.39835 41.84121, 2.398377 41.841203, 2.3984 41.841194, 2.398432 41.841194, 2.398455 41.841187, 2.398485 41.841174, 2.398513 41.841178, 2.398535 41.841203)"
1482,1.18,15.24,From 15 to 30 min/km,#f768a1,2.37,0.16,9.0,5.62,Less than 7.5%,#f1eef6,"LINESTRING (2.398535 41.841203, 2.398553 41.841226, 2.39856 41.841248, 2.39854 41.841267, 2.398523 41.841286, 2.398508 41.841312, 2.398498 41.841334, 2.398492 41.841354, 2.398482 41.841373, 2.398473 41.841392, 2.398477 41.841427, 2.398465 41.841453, 2.398447 41.841466, 2.39843 41.841485, 2.398432 41.84151, 2.39844 41.841533, 2.398453 41.841552, 2.398452 41.841571, 2.398457 41.841594, 2.398462 41.841616, 2.398453 41.841635, 2.398458 41.841664, 2.398465 41.841683, 2.398472 41.841702, 2.398482 41.841734, 2.39849 41.84176, 2.398485 41.841779, 2.39848 41.841798, 2.398472 41.841821, 2.398467 41.84184, 2.398458 41.841859, 2.39845 41.841878, 2.398447 41.841898, 2.398432 41.841914, 2.398422 41.841939, 2.398407 41.84192, 2.398398 41.841901, 2.398398 41.841882, 2.398397 41.841853, 2.398395 41.84183, 2.398392 41.841808, 2.398385 41.841786, 2.3984 41.84177, 2.398402 41.84175, 2.398403 41.841731, 2.398402 41.841706, 2.398388 41.841686, 2.398387 41.841667, 2.398387 41.841648, 2.398388 41.841622, 2.398382 41.841603, 2.398375 41.841581, 2.398378 41.841555, 2.398383 41.84153, 2.398385 41.84151, 2.39838 41.841488, 2.398368 41.841462, 2.398368 41.841437, 2.398358 41.841411, 2.398355 41.841386, 2.398352 41.84135, 2.398352 41.841328)"
1484,1.14,15.41,From 15 to 30 min/km,#f768a1,0.56,0.04,7.0,17.5,From 15% to 22.5%,#74a9cf,"LINESTRING (2.398352 41.841328, 2.398367 41.841309, 2.398387 41.84129, 2.398395 41.84127, 2.398408 41.841254, 2.398412 41.841232, 2.39841 41.84121, 2.39841 41.841187, 2.398443 41.841165, 2.39845 41.841136, 2.398473 41.84113, 2.398515 41.841133, 2.398553 41.841139, 2.398573 41.841152, 2.398608 41.841158)"
1483,1.09,17.48,From 15 to 30 min/km,#f768a1,0.74,0.04,3.0,7.5,From 7.5% to 15%,#bdc9e1,"LINESTRING (2.398608 41.841158, 2.39863 41.841168, 2.398662 41.841174, 2.398697 41.841174, 2.398725 41.841174, 2.39875 41.841168, 2.398775 41.841171, 2.398808 41.841178, 2.39884 41.841174, 2.398868 41.841178, 2.398895 41.841178, 2.398933 41.841178, 2.39897 41.84119, 2.399007 41.841194, 2.399032 41.841203, 2.399055 41.841197, 2.39908 41.841194, 2.399112 41.841194)"
1485,0.99,21.02,From 15 to 30 min/km,#f768a1,0.2,0.01,0.2,2.0,Less than 7.5%,#f1eef6,"LINESTRING (2.399112 41.841194, 2.399142 41.841206, 2.399165 41.841216, 2.399175 41.841235, 2.399187 41.841254)"
1486,1.31,13.8,Less than 15 min/km,#ae017e,7.56,0.56,36.9,6.59,Less than 7.5%,#f1eef6,"LINESTRING (2.399187 41.841254, 2.399195 41.841277, 2.399203 41.841306, 2.399217 41.841331, 2.399227 41.841354, 2.39923 41.841373, 2.399232 41.841395, 2.39924 41.841414, 2.39926 41.84145, 2.399277 41.841482, 2.399293 41.841504, 2.399295 41.841523, 2.399312 41.841549, 2.399325 41.841571, 2.399335 41.841606, 2.399338 41.841626, 2.399343 41.841651, 2.399345 41.84168, 2.399348 41.841699, 2.399355 41.841722, 2.399365 41.841747, 2.399372 41.841766, 2.399387 41.841789, 2.399398 41.841808, 2.399418 41.841821, 2.399443 41.841834, 2.399475 41.841846, 2.3995 41.841843, 2.399525 41.841843, 2.399552 41.84185, 2.399587 41.841846, 2.399615 41.841843, 2.39964 41.841843, 2.399668 41.841843, 2.399702 41.841843, 2.399732 41.841843, 2.399767 41.841843, 2.399798 41.841843, 2.399828 41.841834, 2.399853 41.841827, 2.399877 41.841814, 2.3999 41.841805, 2.399923 41.841792, 2.399952 41.841782, 2.399975 41.84177, 2.400005 41.841766, 2.40003 41.84175, 2.400048 41.841731, 2.400073 41.841725, 2.400098 41.841712, 2.400105 41.841693, 2.400128 41.84167, 2.400152 41.841651, 2.400173 41.841632, 2.400202 41.841616, 2.400228 41.84161, 2.400253 41.8416, 2.400287 41.841587, 2.400313 41.841594, 2.400348 41.841603, 2.400382 41.841606, 2.400412 41.84161, 2.400442 41.841613, 2.40047 41.84161, 2.400497 41.841616, 2.400518 41.841629, 2.400538 41.841642, 2.40056 41.84167, 2.40058 41.841699, 2.400603 41.841728, 2.400617 41.841747, 2.40064 41.841766, 2.400668 41.841786, 2.400675 41.841805, 2.400678 41.841827, 2.40069 41.841859, 2.400695 41.841882, 2.400702 41.841901, 2.40071 41.84192, 2.400725 41.841939, 2.400735 41.841962, 2.400747 41.841978, 2.400772 41.84199, 2.4008 41.842019, 2.400827 41.842038, 2.400843 41.842061, 2.400872 41.842086, 2.400902 41.842099, 2.400932 41.842109, 2.40096 41.842118, 2.400988 41.842125, 2.401018 41.842128, 2.401045 41.842125, 2.401068 41.842131, 2.401093 41.842141, 2.401122 41.842147, 2.401148 41.84215, 2.40119 41.842166, 2.401212 41.842179, 2.401245 41.842205, 2.40128 41.842218, 2.401305 41.84223, 2.401332 41.842246, 2.401358 41.842266, 2.401387 41.842278, 2.40143 41.842282, 2.40147 41.842288, 2.401497 41.842288, 2.40153 41.842298, 2.401572 41.842298, 2.401595 41.842317, 2.40163 41.84233, 2.40166 41.842346, 2.40169 41.842355, 2.401692 41.842397, 2.401667 41.842416, 2.401625 41.842422, 2.4016 41.842442, 2.401592 41.842464, 2.401582 41.842486, 2.401575 41.842506, 2.401548 41.842515, 2.401527 41.842541, 2.40152 41.84256, 2.401493 41.842573, 2.401473 41.842586, 2.401457 41.842605, 2.401447 41.842627, 2.401427 41.84264, 2.401403 41.842653, 2.401377 41.842656, 2.401348 41.842656, 2.401327 41.842666, 2.401303 41.842682, 2.401282 41.842694, 2.401257 41.842704, 2.401228 41.842717, 2.401202 41.842733, 2.401173 41.842746, 2.401145 41.842762, 2.401118 41.842784, 2.401092 41.842797, 2.401065 41.8428, 2.401038 41.842806, 2.401013 41.842832, 2.400992 41.842851, 2.400968 41.842877, 2.40096 41.842899, 2.400952 41.842922, 2.400948 41.842944, 2.400947 41.842966, 2.400945 41.842998, 2.400948 41.843034, 2.400948 41.843059, 2.400947 41.843085, 2.40095 41.843104, 2.400948 41.843136, 2.400945 41.843162, 2.400928 41.843184, 2.400915 41.8432, 2.400912 41.843219, 2.400907 41.843238, 2.400902 41.843264, 2.400898 41.843283, 2.400897 41.843312, 2.400897 41.843331, 2.400893 41.843354, 2.400897 41.843376, 2.400897 41.843398, 2.400897 41.843418, 2.400902 41.843437, 2.40091 41.843462, 2.400915 41.843482, 2.400915 41.843501, 2.400922 41.84352, 2.400927 41.843539, 2.400927 41.843562, 2.400932 41.843581, 2.400937 41.8436, 2.400935 41.843629, 2.400935 41.843648, 2.400917 41.843667, 2.400915 41.843686, 2.40091 41.843709, 2.40091 41.843728, 2.400893 41.84375, 2.400887 41.84377, 2.400897 41.843789, 2.400903 41.843808, 2.400918 41.84383, 2.40093 41.843853, 2.400947 41.843875, 2.400962 41.843894, 2.400975 41.843923, 2.400993 41.843949, 2.401015 41.843971, 2.401028 41.843994, 2.401042 41.844013, 2.401058 41.844038, 2.40107 41.844058, 2.401083 41.844074, 2.401102 41.844093, 2.401122 41.844115, 2.401148 41.844125, 2.40117 41.844144, 2.401192 41.844157, 2.401205 41.844173, 2.40122 41.844202, 2.401237 41.844221)"
