edge_id,avg_speed,avg_pace,pace_group,pace_color,time,dist,elev_gain,uphill_perc,uphill_perc_group,uphill_perc_color,geometry
1542,0.86,111.33,More than 45 min/km,#F7A8C4,11.67,0.1,21.0,21.0,From 15% to 22.5%,#478CCF,"LINESTRING (2.377174 41.805761, 2.377236 41.805763, 2.377301 41.805769, 2.377346 41.8058, 2.37739 41.805833, 2.377454 41.805851, 2.377514 41.805858, 2.377526 41.805908, 2.37758 41.80593, 2.377612 41.80597, 2.377644 41.806013, 2.377688 41.806052, 2.377731 41.806086, 2.377768 41.806122, 2.377803 41.806169, 2.377838 41.806206, 2.377879 41.806247, 2.377902 41.80629, 2.377945 41.806329, 2.377986 41.806371)"
1766,0.91,22.56,From 15 to 30 min/km,#E53888,11.38,0.51,123.0,24.12,More than 22.5%,#4535C1,"LINESTRING (2.377986 41.806371, 2.378013 41.806413, 2.378036 41.806459, 2.378057 41.806502, 2.3781 41.806536, 2.378149 41.806569, 2.378187 41.806613, 2.378216 41.806658, 2.378243 41.806706, 2.378306 41.806728, 2.378342 41.80678, 2.378402 41.806805, 2.378447 41.806838, 2.378507 41.806861, 2.378549 41.806904, 2.378616 41.806929, 2.378675 41.806959, 2.378729 41.806993, 2.378788 41.807019, 2.378858 41.807036, 2.378923 41.807064, 2.378977 41.807095, 2.379033 41.807127, 2.379098 41.80714, 2.379145 41.807169, 2.379203 41.807184, 2.379263 41.807219, 2.379293 41.807263, 2.379351 41.807291, 2.37942 41.807307, 2.379473 41.80733, 2.37954 41.807344, 2.379608 41.807345, 2.379676 41.807352, 2.37974 41.807339, 2.379801 41.807334, 2.379865 41.807331, 2.379933 41.80733, 2.379996 41.807352, 2.380063 41.807354, 2.380122 41.807373, 2.380184 41.80739, 2.380243 41.807407, 2.380247 41.807453, 2.380205 41.807497, 2.380201 41.807548, 2.380245 41.807592, 2.380304 41.80761, 2.380363 41.807629, 2.38043 41.807627, 2.380485 41.807649, 2.380549 41.807665, 2.380612 41.807686, 2.380676 41.80771, 2.380731 41.80773, 2.38079 41.807752, 2.380839 41.807779, 2.380891 41.807805, 2.380923 41.807851, 2.380984 41.807862, 2.381052 41.807874, 2.381112 41.807887, 2.381181 41.807895, 2.381244 41.807893, 2.38131 41.807905, 2.381371 41.807903, 2.381433 41.807909, 2.381491 41.807924, 2.38155 41.80795, 2.381604 41.807974, 2.381656 41.807999, 2.381709 41.808021, 2.381769 41.808047, 2.381824 41.808082, 2.381873 41.808121, 2.381927 41.808147, 2.381981 41.808167, 2.382034 41.8082, 2.382089 41.808222, 2.38215 41.808246, 2.382203 41.808269, 2.382262 41.808279, 2.382325 41.808296, 2.382375 41.808322, 2.382398 41.808374, 2.382456 41.808399, 2.382504 41.808436, 2.382522 41.808487, 2.382546 41.808532, 2.382568 41.808577, 2.382598 41.80862, 2.382633 41.808668)"
1312,0.52,281.68,More than 45 min/km,#F7A8C4,24.47,0.06,8.0,13.33,From 7.5% to 15%,#36C2CE,"LINESTRING (2.382633 41.808668, 2.382643 41.80872, 2.382646 41.808768, 2.382638 41.808818, 2.382675 41.808857, 2.382717 41.808891, 2.382702 41.808837, 2.382702 41.808882, 2.382718 41.808822, 2.382652 41.808813, 2.382588 41.80881, 2.382517 41.808809)"
1545,0.48,297.09,More than 45 min/km,#F7A8C4,34.13,0.04,3.0,7.5,From 7.5% to 15%,#36C2CE,"LINESTRING (2.382517 41.808809, 2.382524 41.808856, 2.382477 41.80889, 2.38248 41.808937, 2.382454 41.808892, 2.382402 41.808857, 2.382346 41.808831, 2.382289 41.80881, 2.382223 41.808791)"
1546,1.19,14.36,Less than 15 min/km,#AC1754,1.87,0.14,0.0,0.0,Less than 7.5%,#77E4C8,"LINESTRING (2.382223 41.808791, 2.382156 41.80878, 2.382094 41.808755, 2.382029 41.808736, 2.381956 41.808739, 2.381892 41.80874, 2.381829 41.808731, 2.381757 41.808734, 2.381696 41.808753, 2.381634 41.808763, 2.381572 41.808754, 2.381502 41.808765, 2.381447 41.808799, 2.38139 41.808818, 2.381326 41.808827, 2.38126 41.808814, 2.381198 41.80881, 2.381132 41.808816, 2.381055 41.808818, 2.380988 41.808841, 2.38094 41.808878, 2.380879 41.808906, 2.380821 41.808931, 2.380777 41.808967)"
1860,1.33,12.98,Less than 15 min/km,#AC1754,1.31,0.1,0.0,0.0,Less than 7.5%,#77E4C8,"LINESTRING (2.380777 41.808967, 2.380754 41.80901, 2.380702 41.809036, 2.380634 41.80904, 2.380568 41.809057, 2.380516 41.809089, 2.380456 41.809112, 2.380415 41.809155, 2.380354 41.809152, 2.380301 41.809129, 2.380238 41.8091, 2.380171 41.80908, 2.380105 41.809087, 2.380042 41.809109, 2.379977 41.809134, 2.379908 41.809125, 2.379838 41.809106, 2.379771 41.809088, 2.379699 41.809081)"
1547,1.31,12.87,Less than 15 min/km,#AC1754,0.64,0.05,1.0,2.0,Less than 7.5%,#77E4C8,"LINESTRING (2.379699 41.809081, 2.379631 41.809081, 2.379567 41.80909, 2.3795 41.809096, 2.379434 41.8091, 2.379371 41.809106, 2.379309 41.809108, 2.379242 41.809117, 2.379185 41.809132, 2.379117 41.809157)"
407,1.14,15.05,From 15 to 30 min/km,#E53888,0.33,0.02,0.0,0.0,Less than 7.5%,#77E4C8,"LINESTRING (2.379117 41.809157, 2.379059 41.809183, 2.379005 41.809207, 2.378951 41.80923, 2.378892 41.809255)"
408,1.74,10.68,Less than 15 min/km,#AC1754,1.68,0.16,0.0,0.0,Less than 7.5%,#77E4C8,"LINESTRING (2.378892 41.809255, 2.378797 41.809274, 2.378725 41.809297, 2.378647 41.809321, 2.378581 41.809352, 2.378508 41.809389, 2.378469 41.809424, 2.378408 41.809459, 2.37836 41.809504, 2.378311 41.809534, 2.378256 41.809564, 2.378192 41.809586, 2.378134 41.809607, 2.378081 41.809632, 2.378017 41.809652, 2.377948 41.809674, 2.377885 41.809696, 2.377819 41.80972, 2.377763 41.809747, 2.37771 41.809777, 2.377646 41.809798, 2.377583 41.809826, 2.377527 41.809851, 2.377487 41.809894, 2.377448 41.80993, 2.377391 41.809963, 2.377346 41.809998, 2.377305 41.810033)"
1862,1.26,13.64,Less than 15 min/km,#AC1754,1.04,0.08,1.0,1.25,Less than 7.5%,#77E4C8,"LINESTRING (2.377305 41.810033, 2.377287 41.81008, 2.377279 41.810132, 2.377253 41.810182, 2.37722 41.81022, 2.377182 41.81026, 2.377151 41.8103, 2.377124 41.810343, 2.377107 41.810394, 2.377095 41.810439, 2.377093 41.810486, 2.377047 41.810525, 2.377036 41.810572, 2.377055 41.810619, 2.377063 41.810668)"
1865,0.64,50.65,More than 45 min/km,#F7A8C4,2.73,0.05,2.0,4.0,Less than 7.5%,#77E4C8,"LINESTRING (2.377063 41.810668, 2.377085 41.810715, 2.377104 41.810759, 2.377144 41.810804, 2.377134 41.810857, 2.377117 41.81091, 2.377118 41.810964, 2.377083 41.811005, 2.377044 41.811043, 2.377023 41.811086, 2.376987 41.811124)"
2839,1.72,10.7,Less than 15 min/km,#AC1754,0.5,0.05,2.0,4.0,Less than 7.5%,#77E4C8,"LINESTRING (2.376987 41.811124, 2.376937 41.811154, 2.376884 41.811193, 2.376829 41.811229, 2.376756 41.811272, 2.376707 41.811305, 2.376669 41.811349, 2.376621 41.811387, 2.376562 41.811421)"
1865,2.14,9.3,Less than 15 min/km,#AC1754,0.92,0.1,3.0,3.0,Less than 7.5%,#77E4C8,"LINESTRING (2.376562 41.811421, 2.376505 41.811399, 2.376483 41.811353, 2.376416 41.811362, 2.376332 41.811357, 2.376259 41.811368, 2.376192 41.811395, 2.376122 41.81141, 2.37606 41.811421, 2.375995 41.811441, 2.375933 41.811474, 2.375888 41.811521, 2.375812 41.811544, 2.375741 41.811547, 2.375673 41.811545, 2.375606 41.811545, 2.375548 41.81156, 2.375494 41.811582)"
1868,0.7,158.71,More than 45 min/km,#F7A8C4,4.98,0.03,0.0,0.0,Less than 7.5%,#77E4C8,"LINESTRING (2.375494 41.811582, 2.375512 41.811538, 2.375457 41.811516, 2.375405 41.811487, 2.375345 41.811476, 2.375313 41.811437, 2.375306 41.811383)"
415,1.14,24.2,From 15 to 30 min/km,#E53888,8.3,0.34,17.0,5.0,Less than 7.5%,#77E4C8,"LINESTRING (2.375306 41.811383, 2.37531 41.811334, 2.375284 41.811286, 2.375239 41.811253, 2.375195 41.811215, 2.375176 41.811168, 2.375145 41.811128, 2.375117 41.811082, 2.375074 41.811043, 2.375029 41.811003, 2.37498 41.810964, 2.374961 41.81092, 2.374932 41.810879, 2.374881 41.810851, 2.374878 41.810797, 2.374862 41.81074, 2.374852 41.810691, 2.374833 41.810618, 2.374834 41.810571, 2.374822 41.810525, 2.374852 41.810476, 2.374792 41.810453, 2.37473 41.810449, 2.374669 41.810477, 2.374602 41.810495, 2.374551 41.810531, 2.374482 41.810537, 2.374406 41.81054, 2.374347 41.810525, 2.374286 41.810513, 2.374225 41.810506, 2.374163 41.810511, 2.374096 41.810506, 2.374038 41.81049, 2.373972 41.810479, 2.37391 41.810454, 2.373869 41.810418, 2.37382 41.810391, 2.373781 41.810351, 2.373744 41.810314, 2.373695 41.810275, 2.373662 41.810229, 2.373655 41.810178, 2.373654 41.810127, 2.37365 41.810081, 2.373638 41.810029, 2.373616 41.809975, 2.373591 41.809928, 2.373542 41.809887, 2.373482 41.80985, 2.373409 41.80983, 2.373335 41.809835, 2.373267 41.809828, 2.373206 41.809824, 2.373145 41.80981, 2.373084 41.809789, 2.373023 41.809769, 2.37296 41.809781, 2.372889 41.809785, 2.372816 41.809791)"
414,1.47,11.48,Less than 15 min/km,#AC1754,0.45,0.03,0.0,0.0,Less than 7.5%,#77E4C8,"LINESTRING (2.372816 41.809791, 2.372762 41.809812, 2.372711 41.809837, 2.372652 41.809866, 2.372593 41.809888, 2.372528 41.809911, 2.372469 41.809933, 2.372406 41.80996)"
2556,1.21,16.79,From 15 to 30 min/km,#E53888,8.25,0.5,17.0,3.4,Less than 7.5%,#77E4C8,"LINESTRING (2.372406 41.80996, 2.372349 41.809992, 2.372288 41.810017, 2.372227 41.810046, 2.372164 41.81007, 2.3721 41.810097, 2.372047 41.810119, 2.371991 41.810152, 2.371925 41.810182, 2.371878 41.810213, 2.371822 41.810238, 2.371774 41.810276, 2.371715 41.810296, 2.37166 41.81032, 2.371607 41.810346, 2.371559 41.810376, 2.371496 41.810388, 2.371432 41.810382, 2.371371 41.810383, 2.371308 41.810385, 2.371243 41.810382, 2.371174 41.81037, 2.371111 41.810349, 2.371036 41.810366, 2.370973 41.810381, 2.370907 41.810383, 2.37084 41.810393, 2.370776 41.810418, 2.370701 41.810422, 2.370637 41.810442, 2.370577 41.810467, 2.370507 41.810484, 2.370435 41.8105, 2.370368 41.810509, 2.370297 41.810516, 2.370223 41.810521, 2.370156 41.810516, 2.37008 41.810514, 2.370015 41.81052, 2.36995 41.810542, 2.369889 41.810557, 2.369823 41.810582, 2.369761 41.810613, 2.369698 41.810641, 2.369637 41.81067, 2.369581 41.810703, 2.36952 41.810714, 2.369466 41.810736, 2.369409 41.810756, 2.369357 41.810782, 2.369289 41.810783, 2.369229 41.810805, 2.369161 41.810817, 2.369098 41.81084, 2.369044 41.810866, 2.368992 41.8109, 2.368929 41.810915, 2.368867 41.810929, 2.368817 41.810966, 2.368764 41.810988, 2.368697 41.811, 2.368629 41.811023, 2.368577 41.811051, 2.368529 41.811085, 2.368471 41.811111, 2.368418 41.81115, 2.368362 41.811176, 2.368307 41.811197, 2.368247 41.811206, 2.36819 41.811227, 2.368131 41.811262, 2.368073 41.811279, 2.368016 41.811298, 2.367958 41.811314, 2.367885 41.811334, 2.367825 41.81134, 2.367758 41.811348, 2.367696 41.811352, 2.367636 41.81136, 2.367569 41.811364, 2.36751 41.81138, 2.367443 41.811391, 2.367372 41.811407, 2.367307 41.811417, 2.367244 41.811431, 2.367177 41.811448, 2.367116 41.811468, 2.367049 41.811479)"
2557,1.78,10.33,Less than 15 min/km,#AC1754,3.47,0.34,4.0,1.18,Less than 7.5%,#77E4C8,"LINESTRING (2.367049 41.811479, 2.366987 41.811483, 2.366917 41.811481, 2.366843 41.811478, 2.366782 41.811479, 2.366712 41.81147, 2.366646 41.811464, 2.366572 41.811471, 2.366505 41.811465, 2.366435 41.811459, 2.366356 41.811455, 2.366291 41.811463, 2.366201 41.811472, 2.36612 41.811487, 2.366009 41.811518, 2.365908 41.811549, 2.365823 41.811569, 2.36575 41.811589, 2.365668 41.811601, 2.365591 41.811614, 2.365531 41.811627, 2.365477 41.811659, 2.365415 41.811674, 2.365339 41.811683, 2.365261 41.811678, 2.365195 41.811653, 2.365138 41.811632, 2.365067 41.811611, 2.364999 41.811592, 2.364927 41.81158, 2.364872 41.811557, 2.364808 41.811548, 2.364736 41.811567, 2.364674 41.811592, 2.36462 41.811617, 2.364558 41.811645, 2.364514 41.811679, 2.364446 41.811691, 2.36441 41.811731, 2.364349 41.81177, 2.364288 41.811787, 2.364215 41.811804, 2.364156 41.811814, 2.364092 41.811822, 2.36402 41.811824, 2.363957 41.811832, 2.363897 41.811842, 2.363825 41.811864, 2.363754 41.811871, 2.363683 41.81189, 2.363624 41.811903, 2.363559 41.811914, 2.363504 41.811941, 2.363448 41.811964, 2.363394 41.811999, 2.363334 41.812034, 2.363272 41.812073, 2.363217 41.812111)"
