edge_id,avg_speed,avg_pace,pace_group,pace_color,time,dist,elev_gain,uphill_perc,uphill_perc_group,uphill_perc_color,geometry
679,0.91,12.44,Less than 15 min/km,#ae017e,0.35,0.02,0.0,0.0,Less than 7.5%,#f1eef6,"LINESTRING (2.389357 41.847341, 2.389296 41.847314, 2.389235 41.847308, 2.389179 41.847282, 2.389105 41.847263, 2.389037 41.847277)"
668,1.1,28.71,From 15 to 30 min/km,#f768a1,2.47,0.09,0.0,0.0,Less than 7.5%,#f1eef6,"LINESTRING (2.389037 41.847277, 2.388981 41.847303, 2.388922 41.847339, 2.388876 41.847372, 2.388829 41.847408, 2.388801 41.84736, 2.388797 41.847315, 2.388741 41.847286, 2.388702 41.847248, 2.388698 41.847197, 2.388739 41.847163, 2.38874 41.847101, 2.388753 41.847041, 2.388777 41.846999, 2.388787 41.846945, 2.388799 41.846898)"
659,0.99,17.88,From 15 to 30 min/km,#f768a1,0.88,0.05,0.0,0.0,Less than 7.5%,#f1eef6,"LINESTRING (2.388799 41.846898, 2.388788 41.846852, 2.388791 41.846801, 2.388778 41.846757, 2.388745 41.846713, 2.388737 41.846665, 2.388741 41.846609, 2.388725 41.846559, 2.388728 41.846513, 2.388665 41.84649)"
651,0.92,18.81,From 15 to 30 min/km,#f768a1,0.62,0.03,0.0,0.0,Less than 7.5%,#f1eef6,"LINESTRING (2.388665 41.84649, 2.388597 41.846486, 2.388523 41.84649, 2.388458 41.846493, 2.3884 41.846505, 2.38834 41.846498, 2.388277 41.846498)"
664,1.09,15.44,From 15 to 30 min/km,#f768a1,0.43,0.03,0.0,0.0,Less than 7.5%,#f1eef6,"LINESTRING (2.388277 41.846498, 2.388212 41.846507, 2.388146 41.846517, 2.388079 41.846501, 2.388009 41.846486, 2.387941 41.846481)"
654,1.17,14.25,Less than 15 min/km,#ae017e,0.4,0.03,0.0,0.0,Less than 7.5%,#f1eef6,"LINESTRING (2.387941 41.846481, 2.38788 41.84647, 2.387808 41.846465, 2.387742 41.846458, 2.387674 41.846455, 2.387616 41.846438)"
657,1.21,14.09,Less than 15 min/km,#ae017e,1.73,0.12,1.5,1.25,Less than 7.5%,#f1eef6,"LINESTRING (2.387616 41.846438, 2.387576 41.846399, 2.387557 41.84635, 2.387538 41.846301, 2.387542 41.846254, 2.38756 41.846206, 2.387614 41.846167, 2.387663 41.846137, 2.387724 41.846111, 2.387786 41.846092, 2.387845 41.846073, 2.387917 41.846055, 2.387978 41.846041, 2.388045 41.846031, 2.388108 41.846024, 2.388179 41.846016, 2.388242 41.846009, 2.388314 41.846001, 2.388382 41.846, 2.388444 41.845992, 2.388517 41.845991, 2.388582 41.845981, 2.388658 41.845979)"
647,1.28,13.11,Less than 15 min/km,#ae017e,0.89,0.07,0.1,0.14,Less than 7.5%,#f1eef6,"LINESTRING (2.388658 41.845979, 2.388722 41.845958, 2.388782 41.845947, 2.38884 41.845931, 2.388912 41.845917, 2.388976 41.845889, 2.389032 41.84586, 2.38909 41.845841, 2.389143 41.845816, 2.389191 41.845789, 2.389249 41.845755, 2.389271 41.845708, 2.389242 41.845666)"
639,1.2,14.99,Less than 15 min/km,#ae017e,1.45,0.09,0.1,0.11,Less than 7.5%,#f1eef6,"LINESTRING (2.389242 41.845666, 2.389193 41.84563, 2.389134 41.845598, 2.389074 41.845566, 2.389015 41.845539, 2.388959 41.845507, 2.388916 41.845473, 2.388868 41.845443, 2.388807 41.845416, 2.388762 41.845385, 2.388709 41.84535, 2.38866 41.845318, 2.388599 41.845302, 2.388535 41.845286, 2.388531 41.845232, 2.388553 41.845182, 2.388576 41.845131, 2.388574 41.845085)"
1209,0.84,23.26,From 15 to 30 min/km,#f768a1,1.1,0.05,0.2,0.4,Less than 7.5%,#f1eef6,"LINESTRING (2.388574 41.845085, 2.388566 41.845039, 2.388539 41.844989, 2.388516 41.844944, 2.3885 41.844899, 2.388481 41.844849, 2.388466 41.844805, 2.388462 41.844755, 2.388431 41.844717, 2.38841 41.844673)"
1191,1.03,23.81,From 15 to 30 min/km,#f768a1,0.91,0.04,2.0,5.0,Less than 7.5%,#f1eef6,"LINESTRING (2.38841 41.844673, 2.388397 41.844625, 2.388379 41.844581, 2.388322 41.844544, 2.388265 41.844519, 2.388218 41.844485, 2.388157 41.844463, 2.388102 41.84443)"
1180,1.2,15.3,From 15 to 30 min/km,#f768a1,0.34,0.02,2.0,10.0,From 7.5% to 15%,#bdc9e1,"LINESTRING (2.388102 41.84443, 2.388059 41.844392, 2.388009 41.844364, 2.387947 41.844351, 2.387888 41.844365)"
1181,1.23,15.85,From 15 to 30 min/km,#f768a1,1.55,0.1,2.0,2.0,Less than 7.5%,#f1eef6,"LINESTRING (2.387888 41.844365, 2.387831 41.844388, 2.387794 41.844436, 2.387771 41.844484, 2.387718 41.844518, 2.387653 41.844511, 2.387587 41.844497, 2.387518 41.844491, 2.387451 41.844483, 2.387377 41.844492, 2.38731 41.844511, 2.387238 41.84452, 2.387159 41.844515, 2.387087 41.844515, 2.387023 41.84451, 2.386963 41.844504, 2.386894 41.844494, 2.386901 41.844544)"
1190,1.84,18.02,From 15 to 30 min/km,#f768a1,0.51,0.03,1.1,3.67,Less than 7.5%,#f1eef6,"LINESTRING (2.386901 41.844544, 2.386896 41.844602, 2.38691 41.844663, 2.386893 41.844605, 2.386878 41.844561, 2.386872 41.844513)"
