lon,lat,u,v
2.375161,41.846011,2535620257.0,9805114495.0
2.3751031,41.846024,2535620257.0,9805114495.0
2.3750349,41.84604,2535620257.0,9805114495.0
2.3749741,41.846055,2535620257.0,9805114495.0
2.374913,41.846055,2535620257.0,9805114495.0
2.3748509,41.846054,2535620257.0,9805114495.0
2.3747777,41.846053,2535620257.0,9805114495.0
2.3746939,41.846025,2535620257.0,9805114495.0
2.3746577,41.845979,2535620257.0,9805114495.0
2.3746253,41.845937,2535620257.0,9805114495.0
2.3745938,41.845897,2535620257.0,9805114495.0
2.3745499,41.845864,2535620257.0,6594924933.0
2.3745043,41.845832,2535620257.0,6594924933.0
2.3744407,41.845787,2535620257.0,6594924933.0
2.3743918,41.845759,2535620257.0,6594924933.0
2.3743319,41.845759,2535620257.0,6594924933.0
2.374267,41.845759,2535620257.0,6594924933.0
2.3742208,41.845758,2535620257.0,6594924933.0
2.3742115,41.845758,2535620257.0,6594924933.0
2.3741952,41.845758,2535620257.0,6594924933.0
2.374133,41.845758,2535620257.0,6594924933.0
2.374051,41.845757,2535620257.0,6594924933.0
2.3739839,41.845757,2535620257.0,6594924933.0
2.3739571,41.845764,2535620257.0,6594924933.0
2.3738698,41.845793,2535620257.0,6594924933.0
2.3738233,41.845809,2535620257.0,6594924933.0
2.3737817,41.845822,2535620257.0,6594924933.0
2.3737481,41.845833,2535620257.0,6594924933.0
2.3737065,41.845879,2535620257.0,6594924933.0
2.373667,41.845923,2535620257.0,6594924933.0
2.3736052,41.84597,2535620257.0,6594924933.0
2.3735496,41.846005,2535620257.0,6594924933.0
2.3734991,41.846037,2535620257.0,6594924933.0
2.3733944,41.846072,2535620257.0,6594924933.0
2.3733362,41.846078,2535620257.0,6594924933.0
2.3732713,41.846085,2535620257.0,6594924933.0
2.3731992,41.846092,2535620257.0,6594924933.0
2.3731208,41.846087,2535620257.0,6594924933.0
2.373061,41.846075,2535620257.0,6594924933.0
2.3729897,41.846061,2535620257.0,6594924933.0
2.3729238,41.846048,2535620257.0,6594924933.0
2.3728608,41.846035,2535620257.0,6594924933.0
2.3728018,41.846023,2535620257.0,6594924933.0
2.3727378,41.84601,2535620257.0,6594924933.0
2.3726759,41.845993,2535620257.0,6594924933.0
2.3726156,41.84595,2535620257.0,6594924933.0
2.3725708,41.845917,2535620257.0,6594924933.0
2.3725254,41.845884,2535620257.0,6594924933.0
2.3724815,41.845848,2535620257.0,6594924933.0
2.3724441,41.845809,2535620257.0,6594924933.0
2.3724033,41.845767,2535620257.0,6594924933.0
2.372363,41.845727,2535620257.0,6594924933.0
2.3723247,41.845692,2535620257.0,6594924933.0
2.3722758,41.845647,2535620257.0,6594924933.0
2.3722243,41.845599,2535620257.0,6594924933.0
2.3721842,41.845563,2535620257.0,6594924933.0
2.3721695,41.845549,2535620257.0,6594924933.0
