id,u,v,geometry,total_tracks,list_tracks,weight
1503,281942600,4578988896,"LINESTRING (2.675773 42.4852175, 2.6758412 42.4852162, 2.6759539 42.4852517, 2.6759836 42.4853014, 2.6759691 42.4853632, 2.6758554 42.4856207, 2.6758578 42.4857144, 2.6758927 42.4857725, 2.6759774 42.4858191, 2.6760561 42.485826, 2.6761597 42.4858143, 2.6762863 42.4858111, 2.6764739 42.4858346, 2.6767626 42.4859314, 2.6770513 42.4860647, 2.6774596 42.4862432, 2.677935 42.4864755, 2.6786968 42.4867512, 2.6793856 42.4870249, 2.6795753 42.4870705, 2.6797815 42.4870797, 2.6800909 42.4870888, 2.6803012 42.4871162, 2.6804332 42.4871952, 2.680587 42.4872762, 2.6806848 42.487326, 2.6809905 42.4874097)",1,['187697056'],1
1504,281942600,281942606,"LINESTRING (2.675773 42.4852175, 2.6757485 42.4855093, 2.6756855 42.4856425, 2.6755604 42.4857784, 2.675385 42.485904)",1,['187697056'],1
2328,338233405,338233442,"LINESTRING (2.3263001 42.5083026, 2.3259808 42.5082488, 2.3258036 42.5081602, 2.3254984 42.5081084, 2.3252313 42.5080378, 2.3249117 42.5079615, 2.3245376 42.5078497, 2.324402 42.5077836, 2.324252 42.5076566, 2.3240704 42.507565, 2.3238949 42.5074823, 2.3236635 42.5073158, 2.3235409 42.5071928, 2.3234635 42.507106, 2.3233427 42.5069878, 2.3232841 42.5069683)",1,['187591820'],1
2329,338233405,712616905,"LINESTRING (2.3263001 42.5083026, 2.3261683 42.5083509, 2.3260949 42.508389, 2.3259346 42.5084291, 2.3258585 42.5084631, 2.3256655 42.5084892, 2.3254508 42.5085292, 2.3253557 42.5085332, 2.3251709 42.5085573, 2.3250649 42.5085633, 2.3248666 42.5086154, 2.3247198 42.5086594, 2.3245676 42.5086975, 2.324448 42.5087095, 2.3242306 42.5087596, 2.3240214 42.5088057, 2.3239344 42.5087997, 2.3236871 42.5087736, 2.3235431 42.5087716, 2.3234018 42.5087917, 2.323256 42.5087826, 2.3232516 42.5086795, 2.3232632 42.5086315, 2.3233047 42.5085685, 2.3232859 42.50851, 2.3232766 42.5083809, 2.3232922 42.5082716, 2.3232923 42.508172, 2.3232549 42.5080475, 2.3232514 42.5079734, 2.3232572 42.5078924, 2.3232236 42.5078226, 2.3231909 42.5076942, 2.3231721 42.5076185, 2.3231397 42.5075615, 2.3230755 42.5074478, 2.3231295 42.5073237, 2.3231416 42.5072418, 2.3231774 42.5071718, 2.3232577 42.5070111)",1,['187591820'],1
2330,338233442,712616905,"LINESTRING (2.3232841 42.5069683, 2.3232577 42.5070111)",1,['187591820'],1
2331,338233442,6573215740,"LINESTRING (2.3232841 42.5069683, 2.3233126 42.5068505, 2.323316 42.5067306, 2.3233182 42.5066456, 2.3232983 42.5065491, 2.3233021 42.5064459, 2.3233215 42.5063732, 2.3233256 42.5062955, 2.323434 42.5059312, 2.3234787 42.505749, 2.3235991 42.5055848, 2.3237536 42.5053365, 2.3239545 42.5051798, 2.324132 42.5049949, 2.3242816 42.5047712, 2.3245505 42.5043637, 2.3245542 42.5042727, 2.3245906 42.5041285, 2.324639 42.5040576, 2.3246513 42.5039277, 2.3246868 42.5038133, 2.3247208 42.5036474, 2.3247499 42.5034297, 2.3247412 42.5033335, 2.3247018 42.5032538, 2.3246059 42.5031307, 2.3245029 42.5030086, 2.3244207 42.5028957, 2.3243644 42.5028559, 2.3243152 42.5027764, 2.3242237 42.5027205, 2.3240402 42.5025366, 2.3238789 42.5024165, 2.323831 42.5023423, 2.3237728 42.5022381, 2.3237529 42.5021775, 2.3236631 42.5019425, 2.3236162 42.501849, 2.3235694 42.5017972, 2.3235436 42.501697, 2.3234888 42.5016218, 2.3234592 42.5015173, 2.3234311 42.501462, 2.3233983 42.5013773, 2.3233537 42.5012719, 2.3233303 42.5011717, 2.3232952 42.5011171, 2.3232623 42.5009505, 2.3232416 42.5008164, 2.3232178 42.5006809, 2.3232319 42.5006291, 2.3232442 42.5005228, 2.3232834 42.5004563, 2.3232928 42.5003215, 2.3233257 42.5002386, 2.3232881 42.5001262, 2.3232989 42.5000583, 2.3233472 42.4999916, 2.3233826 42.4998668, 2.3233956 42.4997614, 2.3234275 42.4996705, 2.323438 42.4995793, 2.3234777 42.4994376, 2.3235132 42.4993012, 2.3235211 42.4992086, 2.3235675 42.4991353, 2.3235799 42.4990807, 2.3236172 42.4989483, 2.3236504 42.4988457, 2.3236773 42.4987386, 2.3236752 42.4986196, 2.323662 42.498503, 2.323675 42.4983454, 2.3236802 42.4982518, 2.3236681 42.4981574, 2.3236752 42.4980795, 2.3236966 42.4979807, 2.3237249 42.4978413, 2.3237515 42.4977936, 2.3237664 42.4977187, 2.3238225 42.4976509, 2.323868 42.4975532, 2.3238949 42.4974294, 2.3238215 42.4973189, 2.3237006 42.4972535, 2.3235615 42.4972193, 2.3233772 42.4971826, 2.3231769 42.4971431, 2.3229881 42.4970789, 2.322844 42.4970178, 2.3226764 42.496977, 2.3224842 42.4969372, 2.3223155 42.4969079, 2.3222368 42.4968853, 2.3219686 42.4968249, 2.3217928 42.4968076, 2.3216717 42.4967886, 2.3214513 42.4967846, 2.3213966 42.49677, 2.3213187 42.4967672, 2.3211662 42.4967797, 2.3210336 42.4967834, 2.320923 42.4967889, 2.3208231 42.496781, 2.3207043 42.4967855, 2.3206027 42.4967785, 2.3205315 42.4967883, 2.3204121 42.496792, 2.3201663 42.4967933, 2.3200591 42.4967944, 2.3199886 42.4967718, 2.3198752 42.4967541, 2.3197227 42.4967296, 2.3195871 42.4967212, 2.3194754 42.4967221, 2.3194128 42.4967113, 2.3193583 42.4966664, 2.3193332 42.4966453, 2.3193034 42.4966099, 2.3192537 42.4965635, 2.3192288 42.4965261, 2.3191874 42.4965109, 2.3191708 42.4964816, 2.3191161 42.4964547, 2.3191024 42.4964102, 2.3189617 42.4963425, 2.3188125 42.4962181, 2.3187435 42.496151, 2.3186269 42.49608, 2.3185301 42.4960255, 2.3184644 42.4959676, 2.3184495 42.4959212, 2.3184219 42.4958624, 2.3183866 42.4958283, 2.3183791 42.495797, 2.3183752 42.4957139, 2.3183443 42.4956357, 2.3182909 42.4955586, 2.3182631 42.495522, 2.3182503 42.495456, 2.3182217 42.4953729, 2.3181763 42.4952856, 2.3181471 42.495219, 2.3181387 42.4951331, 2.3181073 42.4950406, 2.3181156 42.4949978, 2.318108 42.4949058, 2.3181521 42.4947998, 2.3181918 42.4946752, 2.3181872 42.4946206, 2.3181012 42.4945661, 2.3180432 42.4945099, 2.317977 42.4944701, 2.3178626 42.4943694, 2.3178261 42.4943266, 2.3177651 42.4943063, 2.3177383 42.494268, 2.3177333 42.4942179, 2.3176819 42.4941482, 2.3176353 42.4940874, 2.3175245 42.4940553, 2.3174267 42.4940431, 2.3173554 42.4940053, 2.3171516 42.4939405, 2.317115 42.4939127, 2.3170919 42.4938977, 2.3169549 42.4938829, 2.3168864 42.4938623, 2.3167441 42.49379, 2.3166527 42.4937474, 2.316545 42.4937058, 2.3164704 42.4936912, 2.3163847 42.4936856, 2.316192 42.4935873, 2.316034 42.4934925, 2.3158933 42.493443, 2.3158253 42.4934067, 2.3157597 42.4933895, 2.315656 42.49334, 2.3155605 42.4933272, 2.3154737 42.4933151, 2.3153636 42.493309, 2.3152511 42.4932737, 2.3151225 42.4932597, 2.3149871 42.4931954, 2.3148855 42.4931164, 2.314838 42.493098)",1,['187591820'],1
2390,351120680,351120691,"LINESTRING (2.3056205 42.5811456, 2.3056889 42.5811938, 2.3057056 42.581252, 2.3056797 42.5812924)",1,['187706810'],1
2391,351120680,583352381,"LINESTRING (2.3056205 42.5811456, 2.3056061 42.5810778, 2.3055603 42.5810048, 2.3055411 42.5808814, 2.3055184 42.5808078, 2.3054726 42.5806906)",1,['187706810'],1
2393,351120691,572092966,"LINESTRING (2.3056797 42.5812924, 2.3056752 42.5813421, 2.3056632 42.581484, 2.3056226 42.5815487, 2.3055823 42.5815951, 2.3055172 42.5816231, 2.3054391 42.5816475, 2.3053535 42.5817072, 2.3052911 42.5817458, 2.3051784 42.5818553, 2.3050274 42.5819565, 2.3049216 42.5820191, 2.3048242 42.5820806, 2.3047672 42.5821432, 2.3047125 42.5821662, 2.304664 42.5822371, 2.3046366 42.5822643, 2.3046303 42.5823036, 2.3045866 42.5823439, 2.3045949 42.582371, 2.3045707 42.5824321, 2.3045622 42.582488, 2.3045472 42.5825393, 2.3044871 42.5825896, 2.3044673 42.5826665, 2.3044549 42.5827801, 2.3044214 42.5828375, 2.3043089 42.5829443, 2.3042764 42.5829599, 2.3042254 42.5829915, 2.3041968 42.5830115, 2.3041356 42.5830399, 2.304111 42.5830859, 2.3041204 42.5831444, 2.3041111 42.5831815, 2.3041005 42.583246, 2.3040727 42.5832836, 2.3040513 42.5833397, 2.3040588 42.5833708, 2.3041004 42.5834033, 2.304123 42.5834258, 2.3041014 42.5834964, 2.3040875 42.5835438, 2.3040833 42.5836118, 2.3040475 42.583689, 2.3040001 42.5837961, 2.3039685 42.5838624, 2.303887 42.5840275, 2.3039011 42.5840769, 2.3039232 42.5841332, 2.3039183 42.5841626, 2.30394 42.5842213, 2.3039617 42.5843144, 2.30398 42.5843462, 2.303988 42.5843867, 2.3040479 42.5844829, 2.3040937 42.5845425, 2.3042246 42.5846753, 2.304267 42.5847264, 2.3042942 42.5847914, 2.3043018 42.5848355, 2.3042952 42.5849041, 2.3042886 42.584932)",1,['187706810'],1
2394,351120691,539105520,"LINESTRING (2.3056797 42.5812924, 2.305615 42.5813255, 2.3053292 42.5814014, 2.3049355 42.5815301)",1,['187706810'],1
2399,351120834,12241738138,"LINESTRING (2.3026489 42.5884449, 2.3027325 42.588614, 2.3028044 42.5887015, 2.3029399 42.5889252, 2.3030375 42.5890837, 2.3031226 42.5891932, 2.3032105 42.5892748, 2.3035103 42.5894418, 2.3037309 42.5895543, 2.3038539 42.5897053, 2.3040434 42.5899142, 2.3042401 42.590131, 2.3044235 42.5903055, 2.3046324 42.5904589, 2.3047911 42.5905885, 2.3049963 42.5907757, 2.3051187 42.5908374, 2.3052085 42.5908975)",1,['187706810'],1
2401,351120834,539105696,"LINESTRING (2.3026489 42.5884449, 2.3026483 42.5885807, 2.3026812 42.588742, 2.3027094 42.5889431, 2.3027693 42.5892613, 2.3028408 42.5895035, 2.3029169 42.589718, 2.3029749 42.5899983, 2.3030602 42.5902922, 2.3031436 42.590513, 2.3031874 42.5906724, 2.3032556 42.5908066, 2.3033564 42.5909173, 2.3034277 42.590972, 2.3036324 42.5910848, 2.3037319 42.5911917, 2.3038116 42.5912971)",1,['187706810'],1
2402,351120885,12241738138,"LINESTRING (2.3075024 42.5951073, 2.3074146 42.5950402, 2.3073502 42.5950017, 2.3073032 42.5949859, 2.3072375 42.5949227, 2.3071893 42.5948269, 2.3071557 42.594743, 2.307082 42.59467, 2.3069747 42.5945426, 2.3068942 42.594436, 2.3068245 42.5942889, 2.3067909 42.5942168, 2.3067306 42.5941171, 2.3066461 42.5940608, 2.3065107 42.5939878, 2.3064382 42.5939078, 2.3064262 42.5937933, 2.3064235 42.5936699, 2.3063886 42.5935642, 2.3063081 42.5934082, 2.3062304 42.593274, 2.3061888 42.59319, 2.3061097 42.593111, 2.3060144 42.593038, 2.305879 42.5929235, 2.3058521 42.5928139, 2.3057743 42.5927131, 2.3056188 42.5925918, 2.3054914 42.5924811, 2.305423 42.5924061, 2.3053318 42.5922995, 2.3052312 42.5921593, 2.305199 42.5920951, 2.3052648 42.5919312, 2.3052742 42.5918058, 2.3053922 42.5916498, 2.3053908 42.591556, 2.3053599 42.5914178, 2.3053345 42.5912865, 2.3052875 42.5911651, 2.3052648 42.5910091, 2.3052299 42.5909498, 2.3052085 42.5908975)",1,['187706810'],1
2403,351120885,539105696,"LINESTRING (2.3075024 42.5951073, 2.3074374 42.5951103, 2.3071831 42.5950574, 2.3070466 42.5950164, 2.3067652 42.5948675, 2.306563 42.5947341, 2.3063631 42.5945969, 2.3059914 42.5942982, 2.3057717 42.594207, 2.3056623 42.5941439, 2.3055956 42.5940751, 2.3055772 42.5939966, 2.3055799 42.5939039, 2.3055644 42.593837, 2.3053901 42.5935978, 2.3052479 42.5934284, 2.3051271 42.5933235, 2.3047734 42.5931001, 2.3046291 42.5929946, 2.3045972 42.5929339, 2.3045795 42.5927547, 2.3045728 42.5926865, 2.3045457 42.5925803, 2.3045003 42.5924595, 2.3043801 42.59225, 2.3043039 42.5919648, 2.304263 42.5918631, 2.3041865 42.5917496, 2.3040949 42.5915858, 2.3038116 42.5912971)",1,['187706810'],1
2404,351120885,4828782327,"LINESTRING (2.3075024 42.5951073, 2.3075473 42.5950856)",1,['187706810'],1
2405,351120893,5164717618,"LINESTRING (2.3079482 42.5941838, 2.3081674 42.5941041, 2.3083855 42.5940737, 2.3085572 42.5940575, 2.3086355 42.5940711, 2.3087383 42.59412, 2.3087946 42.5941457, 2.3089014 42.594173, 2.3089702 42.5941793, 2.3091044 42.5941673, 2.3091781 42.5941655, 2.3092817 42.5941748, 2.3093779 42.5942109, 2.3095523 42.5942849, 2.3096517 42.5943154, 2.30974 42.5943274, 2.3099255 42.5943286, 2.310078 42.5943234, 2.3103603 42.5942825, 2.3105663 42.5942456, 2.3106788 42.5942129, 2.3108237 42.5941438, 2.3109913 42.5940672, 2.3110422 42.5940648, 2.31108 42.5940778, 2.3112747 42.5942187, 2.3114303 42.5942912, 2.3118405 42.5944254, 2.3122409 42.5945701, 2.3123726 42.5946423, 2.3124949 42.594748, 2.312565 42.5947912, 2.3127079 42.5948082, 2.3128826 42.5948503, 2.3131939 42.5949967, 2.3133731 42.5951163, 2.3135438 42.5952514, 2.3136359 42.59529, 2.3137298 42.595288, 2.3138264 42.5953157, 2.3138612 42.5953552, 2.3138666 42.5953808, 2.3139524 42.5953729, 2.3140678 42.595365)",1,['187706810'],1
2406,351120893,12241738089,"LINESTRING (2.3079482 42.5941838, 2.307959 42.5942711, 2.307896 42.5944871, 2.307892 42.5946887, 2.3079094 42.5947904, 2.3079346 42.5948735, 2.3080022 42.5950264, 2.3080471 42.5951354, 2.3080583 42.5952515, 2.3080465 42.5953681, 2.3080347 42.5954321)",1,['187706810'],1
2407,351120893,4828782327,"LINESTRING (2.3079482 42.5941838, 2.307888 42.5941595, 2.3078383 42.5941478, 2.3077687 42.5941624, 2.3077203 42.5942267, 2.307683 42.5943192, 2.3076452 42.5945752, 2.3075916 42.5947114, 2.3075887 42.5948187, 2.3075802 42.595005, 2.3075473 42.5950856)",1,['187706810'],1
2737,412522952,12496381569,"LINESTRING (2.3140313 42.4812532, 2.3142451 42.481418, 2.3144069 42.4816029, 2.3144422 42.4817496, 2.3144409 42.481956, 2.3144547 42.4819896, 2.3145017 42.4820107, 2.3148548 42.4820107, 2.3148926 42.4820218, 2.3148929 42.4820496, 2.3148615 42.4821189, 2.3148362 42.4821791, 2.3148548 42.4822154, 2.3148875 42.4822066, 2.3150806 42.4821281, 2.3153948 42.4820081, 2.315433 42.482009, 2.3154297 42.482047, 2.3154055 42.4821041, 2.3153483 42.4822132, 2.3153434 42.4822435, 2.3153794 42.4822543, 2.3155003 42.4822026, 2.3156114 42.4821415, 2.3156664 42.4821494, 2.3156489 42.4822137, 2.315551 42.4823037, 2.3155417 42.4823344, 2.3156148 42.4823355, 2.3156409 42.4823462, 2.3155993 42.4823947, 2.315606 42.4824323, 2.3156556 42.4824135, 2.3156702 42.4824386, 2.315643 42.4825125, 2.3155915 42.4825866, 2.3156018 42.4826183, 2.3156308 42.4826114, 2.3156838 42.4825737, 2.3157522 42.4825609, 2.3157911 42.4825342, 2.3158647 42.4824904, 2.3158877 42.4825005, 2.3158863 42.4825579, 2.3159078 42.4825638, 2.3159478 42.4825455, 2.3160177 42.4824857, 2.3160636 42.4824832, 2.3160459 42.4825223, 2.3160553 42.482551, 2.3160888 42.4825559, 2.3161586 42.4825361, 2.3161387 42.4825675, 2.3160997 42.482614, 2.3159916 42.4827152, 2.3159896 42.4827508, 2.3160193 42.4827683, 2.3160717 42.4827591, 2.3161525 42.4827294, 2.3162169 42.4826629, 2.3162509 42.4826589, 2.3163503 42.4826528, 2.3163752 42.4826625, 2.3163503 42.4827527, 2.316351 42.4827835, 2.3163718 42.4827804, 2.3164704 42.4827202, 2.3165731 42.4826899, 2.3169393 42.4826344, 2.317092 42.4825984, 2.3171054 42.4826073, 2.3170598 42.4826528, 2.317068 42.482675, 2.3173253 42.4826766, 2.3173602 42.4826904, 2.3173615 42.4827092, 2.3172733 42.4827294, 2.3172395 42.4827517, 2.3172629 42.482768, 2.3173253 42.4827705, 2.317406 42.4827937, 2.3174165 42.4828121, 2.3173461 42.4828481, 2.317271 42.4829081, 2.3171966 42.4829723, 2.3171252 42.4830841, 2.3171333 42.4831112, 2.3171668 42.4831075, 2.3173688 42.483074, 2.3174648 42.4830623, 2.3174876 42.4830841, 2.3174453 42.4831286, 2.3174346 42.4832015, 2.3174645 42.4832509, 2.3175338 42.4832912, 2.3176083 42.4832918, 2.3177765 42.4832701, 2.3179094 42.4832833, 2.318047 42.4833043, 2.3181836 42.4833491, 2.3182634 42.4834342, 2.3184851 42.4835542, 2.3188016 42.4836795, 2.3191109 42.4837342, 2.3195991 42.4837402, 2.3198932 42.4838035, 2.3200622 42.4838819, 2.3203375 42.4841173, 2.3206692 42.4844311, 2.3209946 42.484805, 2.3214904 42.4852533, 2.3217417 42.4854142, 2.3219106 42.4855853, 2.3220908 42.4857316, 2.3223397 42.4860155)",1,['187591820'],1
2738,412522952,1826638140,"LINESTRING (2.3140313 42.4812532, 2.3140869 42.4813055, 2.3141363 42.4813926, 2.3141428 42.4814725, 2.3141438 42.4816202, 2.314108 42.4818197, 2.3140221 42.4821542, 2.3140091 42.4823111, 2.3140269 42.4825009, 2.3140855 42.482836, 2.3141416 42.4831686, 2.3142225 42.4833575, 2.3142974 42.4835368, 2.3143377 42.4837304, 2.3143742 42.4839726, 2.3143942 42.4841477, 2.314377 42.4843242, 2.3143907 42.4843849, 2.3144431 42.4844333, 2.3145905 42.4845368, 2.3147725 42.484691, 2.3148759 42.4847996, 2.3149697 42.484905, 2.3151092 42.485061, 2.3151984 42.4851496, 2.3152901 42.4852057, 2.3153916 42.4852304, 2.3155366 42.4852515, 2.3157275 42.4852971, 2.3159598 42.4853726, 2.3160908 42.4854055, 2.3162176 42.4854162, 2.3165104 42.4854456, 2.316698 42.485486, 2.3169338 42.4855604, 2.3171128 42.4856321, 2.3171997 42.4856805, 2.3172616 42.4857266, 2.317321 42.4858077, 2.3173575 42.4859312, 2.3174089 42.4859669, 2.3174563 42.4859715, 2.3175176 42.485943, 2.3175276 42.485903, 2.3175326 42.4858509, 2.3175061 42.4857863, 2.3174085 42.4856254, 2.3172636 42.4854883, 2.3171068 42.4853708, 2.3169109 42.4852509, 2.3167086 42.4851627, 2.3163414 42.4850236)",1,['187591820'],1
3174,493613613,1776198880,"LINESTRING (2.6631069 42.4756814, 2.6631846 42.4756611, 2.6632452 42.4756432, 2.6632721 42.4756083, 2.6633198 42.4755623, 2.6633828 42.4755556, 2.6635129 42.4756115)",1,['187694864'],1
3397,539105553,1287645447,"LINESTRING (2.3132593 42.5746327, 2.3133425 42.5747668, 2.3135365 42.5750603, 2.3137277 42.5753457)",1,['187706810'],1
3575,572092966,583352665,"LINESTRING (2.3042886 42.584932, 2.3042526 42.5849881, 2.3042434 42.5850259)",1,['187706810'],1
3579,583352300,583352439,"LINESTRING (2.3070818 42.5753025, 2.3071832 42.5752491, 2.307351 42.5751946)",1,['187706810'],1
3580,583352300,583352381,"LINESTRING (2.3070818 42.5753025, 2.3070519 42.5753512, 2.3069575 42.5754083, 2.3069101 42.5754932, 2.3068433 42.5755168, 2.3067588 42.5756227, 2.306681 42.5756848, 2.3066622 42.5757244, 2.3066193 42.5757629, 2.3065093 42.5758557, 2.3064426 42.5759263, 2.3063242 42.5760789, 2.3063199 42.5761283, 2.3062693 42.5761866, 2.3062253 42.5762908, 2.3062317 42.5763248, 2.3062588 42.5763701, 2.3061754 42.5764799, 2.3061054 42.5765786, 2.3060735 42.5766162, 2.306044 42.5767682, 2.3059693 42.5768942, 2.3059461 42.5769638, 2.3058811 42.5770588, 2.3058428 42.5771139, 2.3058083 42.5772211, 2.3056922 42.5773029, 2.3056195 42.5773432, 2.3055985 42.5774023, 2.3055322 42.5775367, 2.3054468 42.5777325, 2.3053683 42.5778605, 2.3053034 42.5779655, 2.3052862 42.5780195, 2.3052084 42.5780965, 2.305165 42.5781887, 2.3051146 42.578375, 2.3050732 42.5784737, 2.3050339 42.5785479, 2.3050193 42.5786317, 2.3049644 42.5787522, 2.3049554 42.5787994, 2.3049147 42.5788816, 2.3049035 42.5789432, 2.3048826 42.5790327, 2.3049109 42.5790884, 2.304932 42.5791645, 2.304915 42.5792108, 2.3048611 42.5792292, 2.3048329 42.5792736, 2.3048287 42.579361, 2.3048531 42.5793882, 2.3049174 42.5795452, 2.3049649 42.5795746, 2.3050073 42.5796577, 2.3050503 42.5797297, 2.3050631 42.5798195, 2.3050915 42.5798539, 2.3051266 42.5798868, 2.3051269 42.579931, 2.3051836 42.5799872, 2.3052004 42.580031, 2.3052312 42.5800705, 2.3052461 42.5801329, 2.3052862 42.5801959, 2.3053421 42.5803397, 2.3054051 42.5804381, 2.3054377 42.5805637, 2.3054726 42.5806906)",1,['187706810'],1
3583,583352439,1287645064,"LINESTRING (2.307351 42.5751946, 2.3075199 42.5751719, 2.3075567 42.5751437, 2.307617 42.5750824, 2.3077539 42.575036, 2.307925 42.5749874, 2.3080119 42.5749728, 2.3081119 42.5750111, 2.3082009 42.575068, 2.3083773 42.5751213, 2.3085996 42.5751962, 2.3087945 42.575276, 2.3089066 42.5753473, 2.3090109 42.5753837, 2.3091093 42.5754032, 2.3091929 42.5754212, 2.3092368 42.5754079, 2.3092453 42.5753881, 2.3091996 42.5753363, 2.3091795 42.5752978, 2.3091426 42.5752441, 2.3091352 42.5751852, 2.3091652 42.5751415, 2.3092425 42.5751348, 2.309305 42.5751472, 2.309418 42.5751694, 2.3095592 42.5751976, 2.3097566 42.5752347, 2.309959 42.5752816, 2.3101237 42.5752946, 2.3103031 42.5753508, 2.3104115 42.5753416, 2.3104786 42.5753134, 2.3106211 42.5752405, 2.3106846 42.5751795, 2.3108158 42.5751606, 2.3109474 42.5751352, 2.3110382 42.5751486, 2.3110899 42.5751437, 2.3111158 42.5751215, 2.3111234 42.5750736, 2.3111029 42.5750465, 2.311041 42.5750186, 2.3108824 42.5749677, 2.3108644 42.5749412, 2.310914 42.5749115, 2.3109685 42.5749087, 2.3109942 42.5748887, 2.3109829 42.5748615, 2.3109475 42.5748262, 2.3109359 42.5747844, 2.3109736 42.5747516, 2.3110724 42.5747241, 2.3111793 42.5747552, 2.3112546 42.574781, 2.3113401 42.5748266, 2.3113937 42.5748371, 2.3114042 42.5748102, 2.3113744 42.5747482, 2.3113496 42.5747155, 2.3113306 42.5746845, 2.3113346 42.5746716, 2.311399 42.5747121, 2.3114763 42.5747326, 2.3115516 42.5747396, 2.3116925 42.5747589, 2.3116996 42.5747493, 2.31167 42.5747183, 2.3116587 42.5746932, 2.3116715 42.5746624, 2.3117892 42.5746756, 2.3118821 42.5747262, 2.3119285 42.5747743, 2.3119609 42.5747878, 2.3119833 42.5747581, 2.3119849 42.57466, 2.3119716 42.5746193, 2.3119346 42.5744922, 2.3119402 42.5744733, 2.3119576 42.5744697, 2.3119978 42.5745032, 2.3120521 42.5745398, 2.3120923 42.5745719, 2.3121768 42.5745976, 2.3123436 42.5746942, 2.3124621 42.5748576, 2.312502 42.574895, 2.3126154 42.5749506, 2.3126532 42.5750014, 2.3127676 42.5751001, 2.3129008 42.5752355, 2.3130505 42.575372, 2.3132051 42.5754634, 2.3132846 42.5755308, 2.3133299 42.5755298, 2.3133677 42.5755065, 2.3134976 42.5754123)",1,['187706810'],1
3586,583352665,583352982,"LINESTRING (2.3042434 42.5850259, 2.3042933 42.5850793, 2.3043337 42.5851151, 2.3043643 42.5852286, 2.3043542 42.5853388, 2.3043605 42.5853995, 2.3043491 42.5854798, 2.3043501 42.5855282, 2.3043389 42.5855648, 2.3043546 42.5856544, 2.304415 42.5857509, 2.3044331 42.5858394, 2.3044929 42.5859564, 2.3045011 42.5859861, 2.3045495 42.5861217, 2.3046721 42.5862533, 2.3046726 42.586314, 2.3046547 42.5864875, 2.3046788 42.5866977, 2.3046798 42.5867982, 2.3046669 42.5868689, 2.3046592 42.5870041, 2.3046828 42.587104, 2.3046376 42.5872972, 2.3046309 42.5873692, 2.304667 42.5874933, 2.3046335 42.587603, 2.3045849 42.5878242, 2.3045959 42.5879541, 2.3045812 42.5880788, 2.3044922 42.5883315, 2.3044316 42.5885132, 2.3043957 42.5886256, 2.3044032 42.5886996, 2.3044315 42.5887952, 2.3045297 42.5889671, 2.30474 42.5891496, 2.30482 42.5892031, 2.3048517 42.5892556, 2.3049094 42.5892793, 2.3049295 42.5893148, 2.3049697 42.5893365, 2.3049818 42.5893573, 2.3050448 42.5893818, 2.305073 42.5894264, 2.3050901 42.589541, 2.305069 42.58961, 2.3051271 42.5897331, 2.3051575 42.58976, 2.305336 42.58983, 2.3054873 42.5899139, 2.3055282 42.5899675, 2.3055529 42.5900194, 2.3053476 42.5901843, 2.3052904 42.5903101, 2.3051897 42.5904295, 2.3051443 42.5906078, 2.3051476 42.5907095, 2.3052367 42.5908241, 2.3053174 42.5909453)",1,['187706810'],1
3587,583352982,12241738138,"LINESTRING (2.3053174 42.5909453, 2.3052085 42.5908975)",1,['187706810'],1
3588,583352982,1149565198,"LINESTRING (2.3053174 42.5909453, 2.3054137 42.5909623, 2.3055576 42.5910799, 2.3058641 42.591351, 2.3061242 42.5915291, 2.3062919 42.5916456, 2.3064028 42.5917761, 2.306477 42.5918553, 2.3065798 42.5918719, 2.3067346 42.5918305, 2.3068396 42.5917554, 2.3070002 42.5916607, 2.3070608 42.5916421, 2.3071915 42.5916255, 2.3074351 42.5915596, 2.3077049 42.5915278, 2.3080571 42.5914411)",1,['187706810'],1
4515,660796864,662313680,"LINESTRING (2.6731836 42.4825704, 2.6733669 42.4826545, 2.674066 42.4829808)",1,['187697056'],1
4524,662313680,11020173956,"LINESTRING (2.674066 42.4829808, 2.6744898 42.4831817, 2.6754966 42.4836345, 2.6760248 42.4838777)",1,['187697056'],1
4525,662313691,1664669755,"LINESTRING (2.6752785 42.4838786, 2.6757052 42.4839303, 2.6759393 42.4839969, 2.6764289 42.4841799, 2.6766397 42.4842095)",1,['187697056'],1
4526,662313691,662339421,"LINESTRING (2.6766397 42.4842095, 2.6767007 42.4842549, 2.6767716 42.4843007)",1,['187697056'],1
4527,662313691,11020173956,"LINESTRING (2.6766397 42.4842095, 2.6762022 42.4839593, 2.6760248 42.4838777)",1,['187697056'],1
4531,662339331,993092249,"LINESTRING (2.6739286 42.4742588, 2.6739606 42.4742801, 2.6740349 42.4743322, 2.6741232 42.4744122, 2.6741782 42.4744934, 2.6742139 42.4745921, 2.6742283 42.4746624, 2.6742364 42.474734, 2.6742285 42.4748203, 2.6742012 42.4749763)",1,['187697056'],1
4532,662339421,1664669599,"LINESTRING (2.6767716 42.4843007, 2.6773606 42.4833054, 2.6773691 42.4832874)",1,['187697056'],1
