lon,lat,u,v
2.6646246,42.47484,281264622.0,281332045.0
2.664375,42.474892,281264622.0,281325793.0
2.6642031,42.475042,281264622.0,281325793.0
2.6641068,42.475375,281264625.0,10031041686.0
2.6640933,42.475374,281264625.0,10031041686.0
2.6640178,42.475393,281264625.0,10031041686.0
2.6639871,42.475465,281264625.0,281264626.0
2.6639817,42.475462,281264625.0,281264626.0
2.6639531,42.475447,281264625.0,281264626.0
2.6638386,42.475411,281325793.0,1776198880.0
2.6637886,42.475426,281325793.0,1776198880.0
2.6636895,42.475499,281325793.0,1776198880.0
2.6635321,42.475601,281325793.0,1776198880.0
2.6634509,42.475585,493613613.0,1776198880.0
2.6633312,42.475561,493613613.0,1776198880.0
2.6632152,42.475652,493613613.0,1776198880.0
2.6631468,42.475671,493613613.0,1776198880.0
2.6630359,42.475625,281265018.0,493613613.0
2.6629908,42.475725,281325748.0,493613613.0
2.6629452,42.475763,281325748.0,493613613.0
2.6629138,42.475789,281325748.0,493613613.0
2.6628661,42.475828,281325748.0,493613613.0
2.6628028,42.475905,281325716.0,281325748.0
2.6626854,42.476026,281325716.0,281325748.0
2.662582,42.476059,281325716.0,281325748.0
2.6624555,42.476046,281325716.0,281325748.0
2.6622647,42.476042,281325716.0,281325748.0
2.6620578,42.476079,281325716.0,281325748.0
2.661799,42.476165,281325716.0,281325748.0
2.6617556,42.476206,281325716.0,281325748.0
2.6617078,42.476365,281265069.0,281325716.0
2.6618148,42.476519,281265069.0,281325716.0
2.661998,42.476658,281265069.0,281325716.0
2.6620268,42.47668,281265069.0,281325716.0
2.6620757,42.476717,281265069.0,281325716.0
2.6622601,42.476857,281265069.0,281325716.0
2.6623523,42.476927,281265069.0,281325716.0
2.6624732,42.47698,281265069.0,281325716.0
2.662696,42.477111,281265069.0,281325690.0
2.6628389,42.477238,281265069.0,281325690.0
2.6630456,42.477359,281265069.0,281325690.0
2.6630806,42.47738,281265069.0,281325690.0
2.6633028,42.477519,281265069.0,281325690.0
2.6634407,42.477634,281265069.0,281325690.0
2.663591,42.477765,281265069.0,281325690.0
2.663722,42.477878,281265069.0,281325690.0
2.6638554,42.47795,281265069.0,281325690.0
2.6640502,42.478023,281265069.0,281325690.0
2.6642369,42.47805,281265069.0,281325690.0
2.6644179,42.478048,281264970.0,281325690.0
2.6646255,42.478033,281264970.0,281325690.0
2.6647669,42.478023,281264970.0,281325690.0
2.6649914,42.478008,281264970.0,281325690.0
2.6651502,42.477991,281264970.0,281325690.0
2.6652285,42.477981,281264970.0,281325690.0
2.6654804,42.47795,281264970.0,281325690.0
2.6656531,42.477928,281264970.0,281325690.0
2.6658485,42.477903,281264970.0,281325690.0
2.6660914,42.477869,281264970.0,281325690.0
2.6662973,42.477848,281264970.0,1423191653.0
2.6663952,42.477827,281264970.0,1423191653.0
2.6666098,42.47777,281264970.0,1423191653.0
2.6669067,42.477701,281264970.0,1423191653.0
2.6669987,42.477691,281264970.0,1423191653.0
2.6670752,42.477682,281264970.0,1423191653.0
2.6671554,42.477674,281264970.0,1423191653.0
2.6671167,42.477678,281264970.0,1423191653.0
2.6671989,42.477669,281264970.0,1423191653.0
2.6673538,42.477652,1423191653.0,1423191780.0
2.6675787,42.477623,1423191653.0,1423191780.0
2.6678224,42.477564,1423191653.0,1423191780.0
2.6679537,42.47751,1423191653.0,1423191780.0
2.6681187,42.477412,1423191653.0,1423191780.0
2.6682796,42.477342,1423191653.0,1423191780.0
2.6684424,42.477277,1423191653.0,1423191780.0
2.6685129,42.477238,1423191653.0,1423191780.0
2.6685619,42.477199,1423191653.0,1423191780.0
2.6687468,42.477026,1423191653.0,1423191780.0
2.6688015,42.476975,1423191653.0,1423191780.0
2.6688129,42.476965,1423191653.0,1423191780.0
2.6688958,42.476887,1423191653.0,1423191780.0
2.6689294,42.476856,1423191653.0,1423191780.0
2.6689802,42.476826,1423191653.0,1423191780.0
2.6690738,42.477021,1423191653.0,1423191780.0
2.6690067,42.477079,1423191653.0,1423191780.0
2.6688127,42.477238,1423191653.0,1423191780.0
2.6688049,42.477244,1423191653.0,1423191780.0
2.6687801,42.477264,1423191653.0,1423191780.0
2.6687529,42.477286,1423191653.0,1423191780.0
2.6687116,42.47732,1423191653.0,1423191780.0
2.6686673,42.477356,1423191653.0,1423191780.0
2.6686118,42.477402,1423191653.0,1423191780.0
2.6685753,42.477431,1423191653.0,1423191780.0
2.6684027,42.477554,1423191653.0,1423191780.0
2.6681757,42.477697,1423191653.0,1423191780.0
2.6679455,42.477826,1423191653.0,1423191780.0
2.6677434,42.477928,1423191653.0,1423191780.0
2.6674709,42.478024,1423191653.0,1423191780.0
2.6672859,42.478061,1423191653.0,1423191780.0
2.6671412,42.478073,1423191653.0,1423191780.0
2.6669915,42.478081,1423191653.0,1423191780.0
2.6667703,42.478093,1423191653.0,1423191780.0
2.6666421,42.478117,281265127.0,1423191780.0
2.666405,42.478188,281265127.0,1423191780.0
2.6662823,42.478245,281265127.0,1423191780.0
2.6661032,42.478381,281265127.0,1423191780.0
2.6659565,42.478545,281265127.0,1423191780.0
2.6658888,42.478678,281265127.0,1423191780.0
2.665913,42.478814,281265127.0,1423191712.0
2.6659108,42.478814,281265127.0,1423191712.0
2.665997,42.478801,281265127.0,1423191712.0
2.6661266,42.478767,281265127.0,1423191712.0
2.6662193,42.478733,281265127.0,1423191712.0
2.6663876,42.47867,281265127.0,1423191712.0
2.6666102,42.478601,281265127.0,1423191712.0
2.6666559,42.478589,281265127.0,1423191712.0
2.6668087,42.478562,281265127.0,1423191712.0
2.6669821,42.47849,281265127.0,1423191712.0
2.6671243,42.478397,281265127.0,1423191712.0
2.6673252,42.478275,281265127.0,1423191712.0
2.6674124,42.478251,281265127.0,1423191712.0
2.6675438,42.478277,1423191712.0,1423191712.0
2.6676175,42.478305,1423191712.0,1423191712.0
2.66764,42.478307,1423191712.0,1423191712.0
2.667731,42.478307,1423191712.0,1423191712.0
2.6678138,42.478284,1423191712.0,1423191712.0
2.6677907,42.478169,1423191712.0,1423191712.0
2.6677878,42.478168,1423191712.0,1423191712.0
