lon,lat,u,v
2.3808826,42.514221,660332097.0,699866665.0
2.3808968,42.514244,660332097.0,699866665.0
2.3809439,42.514319,660332097.0,699866665.0
2.3809672,42.514357,660332097.0,699866665.0
2.3809952,42.514401,660332097.0,699866665.0
2.3810241,42.514454,660332097.0,699866665.0
2.3810418,42.514502,660332097.0,699866665.0
2.3810497,42.514567,660332097.0,699866665.0
2.3810455,42.514613,660332097.0,699866665.0
2.3810414,42.51466,660332097.0,699866665.0
2.3810369,42.514711,660332097.0,699866665.0
2.3810323,42.514763,660332097.0,699866665.0
2.3810278,42.514813,660332097.0,699866665.0
2.3810237,42.51486,660332097.0,699866665.0
2.381077,42.514868,699866665.0,1039393360.0
2.3811369,42.514883,418780247.0,1039393360.0
2.3811623,42.514836,1039393360.0,1039393778.0
2.3811859,42.514795,1039393360.0,1039393778.0
2.3812111,42.514751,1039393360.0,1039393778.0
2.3812809,42.514701,1039393360.0,1039393778.0
2.3813346,42.514692,1039393360.0,1039393778.0
2.381398,42.514682,1039393360.0,1039393778.0
2.381466,42.514682,1039393360.0,1039393778.0
2.381534,42.514682,1039393360.0,1039393778.0
2.3815963,42.514682,1039393360.0,1039393778.0
2.3816594,42.514683,1039393360.0,1039393778.0
2.3817266,42.514684,1039393360.0,1039393778.0
2.3817945,42.514685,1039393360.0,1039393778.0
2.3818483,42.514681,1039393360.0,1039393778.0
2.381905,42.514673,1039393360.0,1039393778.0
2.3819692,42.514665,1039393360.0,1039393778.0
2.3820367,42.514656,1039393360.0,1039393778.0
2.3821061,42.514646,1039393360.0,1039393778.0
2.3821666,42.514638,1039393360.0,1039393778.0
2.3822351,42.514629,1039393360.0,1039393778.0
2.3823029,42.51462,1039393360.0,1039393778.0
2.3823707,42.514611,1039393360.0,1039393778.0
2.3824357,42.514602,1039393360.0,1039393778.0
2.3824963,42.514594,1039393360.0,1039393778.0
2.382562,42.514586,1039393360.0,1039393778.0
2.3826301,42.514579,1039393360.0,1039393778.0
2.3826959,42.514573,1039393360.0,1039393778.0
2.382754,42.514567,1039393360.0,1039393778.0
2.3828248,42.51456,1039393360.0,1039393778.0
2.3828862,42.514553,1039393360.0,1039393778.0
2.3829488,42.514547,1039393360.0,1039393778.0
2.3830103,42.514541,1039393360.0,1039393778.0
2.3830744,42.514534,1039393360.0,1039393778.0
2.3831375,42.514528,1039393360.0,1039393778.0
2.3832018,42.514521,1039393360.0,1039393778.0
2.3832684,42.514515,1039393360.0,1039393778.0
2.3833406,42.514508,1039393360.0,1039393778.0
2.3834076,42.514502,1039393360.0,1039393778.0
2.3834721,42.514496,1039393360.0,1039393778.0
2.3835492,42.514493,1039393360.0,1039393778.0
2.3836073,42.514504,1039393360.0,1039393778.0
2.3836696,42.514516,1039393360.0,1039393778.0
2.3837443,42.514535,1039393360.0,1039393778.0
2.3838023,42.51456,1039393360.0,1039393778.0
