id,lat,lon,elev,elev_diff,dist_diff,time_diff,speed,pace,elap_elev_gain,elap_dist,elap_time,edge_id,osm_lat,osm_lon
1,41.80102,2.347599,1144.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,257,41.801041,2.3476535
2,41.801065,2.347638,1144.7,0.0,5.96,1.0,5.96,2.8,0.0,0.01,0.02,257,41.801067,2.3476435
3,41.801114,2.347723,1144.7,0.0,8.92,2.0,4.46,3.74,0.0,0.01,0.05,257,41.801135,2.3477149
4,41.801157,2.347761,1134.7,-10.0,5.73,5.0,1.15,14.49,0.0,0.02,0.13,257,41.801153,2.3477624
5,41.801195,2.347807,1134.7,0.0,5.69,4.0,1.42,11.74,0.0,0.03,0.2,257,41.801174,2.3478152
6,41.801202,2.347867,1133.7,-1.0,5.05,14.0,0.36,46.3,0.0,0.03,0.43,257,41.801182,2.3478618
7,41.80118,2.34793,1132.7,-1.0,5.78,62.0,0.09,185.19,0.0,0.04,1.47,257,41.801165,2.3479262
8,41.801186,2.347992,1132.7,0.0,5.2,6.0,0.87,19.16,0.0,0.04,1.57,258,41.801154,2.3480021
9,41.801213,2.348048,1132.7,0.0,5.54,7.0,0.79,21.1,0.0,0.05,1.68,258,41.801169,2.3480569
10,41.801235,2.348107,1132.7,0.0,5.48,6.0,0.91,18.32,0.0,0.05,1.78,258,41.80121,2.3481302
11,41.80127,2.348146,1133.7,1.0,5.06,6.0,0.84,19.84,1.0,0.06,1.88,258,41.801242,2.3481651
12,41.801297,2.348204,1134.7,1.0,5.68,6.0,0.95,17.54,2.0,0.06,1.98,258,41.801254,2.3482143
13,41.801313,2.348269,1134.7,0.0,5.69,5.0,1.14,14.62,2.0,0.07,2.07,258,41.80127,2.3482794
14,41.801336,2.348322,1135.7,1.0,5.09,6.0,0.85,19.61,3.0,0.07,2.17,258,41.801288,2.3483464
15,41.80136,2.348384,1135.7,0.0,5.8,5.0,1.16,14.37,3.0,0.08,2.25,258,41.801318,2.3484055
16,41.801389,2.348439,1136.7,1.0,5.59,7.0,0.8,20.83,4.0,0.09,2.37,410,41.801427,2.3484439
17,41.801398,2.348507,1137.7,1.0,5.74,6.0,0.96,17.36,5.0,0.09,2.47,410,41.801419,2.3485097
18,41.801405,2.348576,1138.7,1.0,5.79,7.0,0.83,20.08,6.0,0.1,2.58,410,41.80141,2.3485767
19,41.801443,2.348613,1139.7,1.0,5.22,11.0,0.47,35.46,7.0,0.1,2.77,410,41.80146,2.3486199
20,41.801493,2.348596,1139.7,0.0,5.73,7.0,0.82,20.33,7.0,0.11,2.88,410,41.801473,2.3485879
21,41.801528,2.348555,1139.7,0.0,5.17,7.0,0.74,22.52,7.0,0.11,3.0,261,41.801525,2.3485165
22,41.801576,2.348545,1142.7,3.0,5.4,12.0,0.45,37.04,10.0,0.12,3.2,261,41.80158,2.3485422
23,41.801623,2.348567,1145.7,3.0,5.53,15.0,0.37,45.05,13.0,0.12,3.45,261,41.801605,2.3485791
24,41.801656,2.348615,1146.7,1.0,5.42,6.0,0.9,18.52,14.0,0.13,3.55,261,41.801632,2.3486239
25,41.801681,2.348666,1147.7,1.0,5.07,9.0,0.56,29.76,15.0,0.14,3.7,261,41.801652,2.3486769
26,41.801699,2.348728,1148.7,1.0,5.53,9.0,0.61,27.32,16.0,0.14,3.85,261,41.801671,2.3487365
27,41.801714,2.348788,1150.7,2.0,5.26,8.0,0.66,25.25,18.0,0.15,3.98,261,41.801688,2.3487957
28,41.801722,2.348852,1151.7,1.0,5.39,5.0,1.08,15.43,19.0,0.15,4.07,261,41.801718,2.3488547
29,41.801746,2.348911,1151.7,0.0,5.58,7.0,0.8,20.83,19.0,0.16,4.18,261,41.801753,2.3489061
30,41.801769,2.348973,1152.2,0.5,5.75,8.0,0.72,23.15,19.5,0.16,4.32,261,41.801787,2.3489424
31,41.801809,2.349002,1152.7,0.5,5.05,5.0,1.01,16.5,20.0,0.17,4.4,261,41.801829,2.348967
32,41.801858,2.348997,1154.7,2.0,5.46,12.0,0.46,36.23,22.0,0.17,4.6,261,41.801864,2.348987
33,41.801903,2.349016,1155.7,1.0,5.24,9.0,0.58,28.74,23.0,0.18,4.75,261,41.8019,2.3490003
34,41.801952,2.349009,1160.7,5.0,5.47,9.0,0.61,27.32,28.0,0.18,4.9,261,41.801949,2.3489919
35,41.801997,2.34902,1160.7,0.0,5.08,6.0,0.85,19.61,28.0,0.19,5.0,261,41.802014,2.3489973
36,41.802056,2.349032,1161.7,1.0,6.63,6.0,1.1,15.15,29.0,0.2,5.1,261,41.802058,2.3490296
37,41.802103,2.349045,1163.7,2.0,5.33,5.0,1.07,15.58,31.0,0.2,5.18,261,41.802095,2.3490565
38,41.802149,2.349058,1163.7,0.0,5.22,6.0,0.87,19.16,31.0,0.21,5.28,261,41.802126,2.3490814
39,41.802204,2.349091,1165.7,2.0,6.7,10.0,0.67,24.88,33.0,0.21,5.45,261,41.80217,2.3491253
40,41.802224,2.349153,1166.7,1.0,5.61,9.0,0.62,26.88,34.0,0.22,5.6,261,41.802211,2.3491662
41,41.802265,2.349184,1166.7,0.0,5.23,6.0,0.87,19.16,34.0,0.22,5.7,261,41.802247,2.3492021
42,41.802298,2.34923,1169.2,2.5,5.3,8.0,0.66,25.25,36.5,0.23,5.83,261,41.802286,2.3492416
43,41.802329,2.349281,1170.2,1.0,5.46,6.0,0.91,18.32,37.5,0.23,5.93,261,41.802328,2.3492825
44,41.802364,2.349326,1171.7,1.5,5.39,10.0,0.54,30.86,39.0,0.24,6.1,261,41.80237,2.3493194
45,41.802386,2.349379,1172.7,1.0,5.04,7.0,0.72,23.15,40.0,0.25,6.22,261,41.802411,2.3493638
46,41.802411,2.349434,1173.7,1.0,5.35,6.0,0.89,18.73,41.0,0.25,6.32,261,41.802442,2.3494149
47,41.802441,2.349494,1174.7,1.0,6.0,8.0,0.75,22.22,42.0,0.26,6.45,261,41.802477,2.3494718
48,41.802471,2.349577,1178.2,3.5,7.66,13.0,0.59,28.25,45.5,0.26,6.67,261,41.802524,2.3495558
49,41.802499,2.34963,1181.7,3.5,5.39,7.0,0.77,21.65,49.0,0.27,6.78,261,41.802546,2.3496112
50,41.802535,2.349676,1184.2,2.5,5.53,6.0,0.92,18.12,51.5,0.27,6.88,261,41.802567,2.3496633
51,41.802564,2.34973,1186.7,2.5,5.52,6.0,0.92,18.12,54.0,0.28,6.98,261,41.802593,2.3497138
52,41.802584,2.34979,1187.2,0.5,5.46,6.0,0.91,18.32,54.5,0.29,7.08,261,41.802623,2.3497682
53,41.802631,2.349853,1187.7,0.5,7.39,9.0,0.82,20.33,55.0,0.29,7.23,261,41.802662,2.3497882
54,41.802662,2.349908,1190.7,3.0,5.72,7.0,0.82,20.33,58.0,0.3,7.35,261,41.802708,2.3498103
55,41.802697,2.349949,1192.2,1.5,5.17,7.0,0.74,22.52,59.5,0.3,7.47,261,41.802807,2.3498817
56,41.802743,2.349978,1192.7,0.5,5.65,7.0,0.81,20.58,60.0,0.31,7.58,261,41.802832,2.3499233
57,41.80279,2.349976,1193.7,1.0,5.22,6.0,0.87,19.16,61.0,0.32,7.68,261,41.802844,2.3499428
58,41.802838,2.349991,1193.7,0.0,5.48,5.0,1.1,15.15,61.0,0.32,7.77,261,41.802864,2.3499751
59,41.802883,2.350016,1194.7,1.0,5.41,6.0,0.9,18.52,62.0,0.33,7.87,261,41.802887,2.3500133
60,41.802916,2.35006,1196.7,2.0,5.18,5.0,1.04,16.03,64.0,0.33,7.95,261,41.802916,2.35006
61,41.802961,2.3501,1198.7,2.0,6.0,7.0,0.86,19.38,66.0,0.34,8.07,261,41.802946,2.3501091
62,41.803,2.350143,1201.7,3.0,5.62,7.0,0.8,20.83,69.0,0.34,8.18,261,41.802975,2.3501569
63,41.803024,2.350194,1203.7,2.0,5.01,7.0,0.72,23.15,71.0,0.35,8.3,261,41.803001,2.3502063
64,41.803065,2.350224,1205.7,2.0,5.19,8.0,0.65,25.64,73.0,0.35,8.43,261,41.803024,2.3502467
65,41.803089,2.350281,1206.7,1.0,5.44,7.0,0.78,21.37,74.0,0.36,8.55,261,41.803053,2.3503007
66,41.803118,2.350338,1206.7,0.0,5.73,5.0,1.15,14.49,74.0,0.36,8.63,261,41.80309,2.3503572
67,41.803157,2.350374,1207.7,1.0,5.26,5.0,1.05,15.87,75.0,0.37,8.72,261,41.803118,2.3504
68,41.803197,2.350413,1208.7,1.0,5.5,13.0,0.42,39.68,76.0,0.37,8.93,261,41.803149,2.3504454
69,41.803234,2.350451,1209.7,1.0,5.18,7.0,0.74,22.52,77.0,0.38,9.05,261,41.803205,2.3504988
70,41.803279,2.350498,1210.7,1.0,6.34,8.0,0.79,21.1,78.0,0.39,9.18,261,41.803258,2.3505317
71,41.803326,2.35055,1211.7,1.0,6.78,9.0,0.75,22.22,79.0,0.39,9.33,261,41.803316,2.3505669
72,41.803371,2.35058,1211.7,0.0,5.59,6.0,0.93,17.92,79.0,0.4,9.43,261,41.803357,2.3505966
73,41.803409,2.350617,1214.7,3.0,5.22,6.0,0.87,19.16,82.0,0.4,9.53,261,41.803398,2.3506303
74,41.803449,2.350648,1215.7,1.0,5.14,6.0,0.86,19.38,83.0,0.41,9.63,261,41.803437,2.3506625
75,41.803481,2.350701,1217.7,2.0,5.66,6.0,0.94,17.73,85.0,0.41,9.73,261,41.803482,2.3507003
76,41.803529,2.350728,1218.7,1.0,5.78,6.0,0.96,17.36,86.0,0.42,9.83,261,41.803521,2.3507367
77,41.803568,2.350776,1218.7,0.0,5.89,6.0,0.98,17.01,86.0,0.43,9.93,261,41.803566,2.3507782
78,41.803611,2.350798,1219.7,1.0,5.11,6.0,0.85,19.61,87.0,0.43,10.03,261,41.8036,2.3508098
79,41.803649,2.350834,1221.7,2.0,5.17,6.0,0.86,19.38,89.0,0.44,10.13,261,41.803643,2.3508423
80,41.803688,2.350865,1224.7,3.0,5.04,6.0,0.84,19.84,92.0,0.44,10.23,261,41.803684,2.3508702
81,41.803732,2.350903,1225.7,1.0,5.82,6.0,0.97,17.18,93.0,0.45,10.33,261,41.803728,2.3509078
82,41.803754,2.350957,1227.7,2.0,5.11,6.0,0.85,19.61,95.0,0.45,10.43,261,41.803766,2.3509435
83,41.803793,2.351008,1231.2,3.5,6.06,7.0,0.87,19.16,98.5,0.46,10.55,261,41.803811,2.350967
84,41.803836,2.351035,1234.7,3.5,5.28,6.0,0.88,18.94,102.0,0.46,10.65,261,41.803857,2.3509869
85,41.803884,2.351046,1236.2,1.5,5.41,7.0,0.77,21.65,103.5,0.47,10.77,261,41.80391,2.351024
86,41.803925,2.351105,1238.7,2.5,6.69,10.0,0.67,24.88,106.0,0.48,10.93,261,41.803956,2.3510784
87,41.803967,2.351148,1239.7,1.0,5.88,6.0,0.98,17.01,107.0,0.48,11.03,261,41.803995,2.3511241
88,41.804002,2.3512,1240.7,1.0,5.81,6.0,0.97,17.18,108.0,0.49,11.13,261,41.804033,2.3511628
89,41.804045,2.35123,1241.7,1.0,5.39,5.0,1.08,15.43,109.0,0.49,11.22,261,41.804073,2.351196
90,41.804075,2.351281,1241.7,0.0,5.39,6.0,0.9,18.52,109.0,0.5,11.32,261,41.804116,2.3512313
91,41.804124,2.351319,1244.7,3.0,6.29,7.0,0.9,18.52,112.0,0.5,11.43,261,41.804164,2.3512707
92,41.804165,2.351358,1245.2,0.5,5.59,7.0,0.8,20.83,112.5,0.51,11.55,261,41.804207,2.3513065
93,41.804201,2.351401,1246.7,1.5,5.36,5.0,1.07,15.58,114.0,0.52,11.63,261,41.804255,2.3513757
94,41.804236,2.351443,1247.7,1.0,5.22,5.0,1.04,16.03,115.0,0.52,11.72,261,41.804277,2.3514236
95,41.804272,2.351489,1249.7,2.0,5.53,5.0,1.11,15.02,117.0,0.53,11.8,261,41.804302,2.3514751
96,41.804321,2.351519,1250.7,1.0,5.99,5.0,1.2,13.89,118.0,0.53,11.88,261,41.804322,2.3515185
97,41.804366,2.351544,1251.7,1.0,5.41,6.0,0.9,18.52,119.0,0.54,11.98,261,41.80435,2.3515595
98,41.8044,2.351589,1251.7,0.0,5.31,5.0,1.06,15.72,119.0,0.54,12.07,261,41.804389,2.3515996
99,41.804444,2.351633,1252.7,1.0,6.1,5.0,1.22,13.66,120.0,0.55,12.15,261,41.804433,2.3516441
100,41.804482,2.351687,1253.7,1.0,6.16,5.0,1.23,13.55,121.0,0.56,12.23,261,41.804478,2.3516909
