id,lat,lon,elev,elev_diff,dist_diff,time_diff,speed,pace,elap_elev_gain,elap_dist,elap_time,edge_id,osm_lat,osm_lon
1,41.801118,2.34756,1143.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,257,41.801084,2.3476369
2,41.801142,2.347624,1145.2,1.8,5.95,6.0,0.99,16.84,1.8,0.01,0.1,257,41.80111,2.3476497
3,41.801161,2.34773,1147.0,1.8,9.06,31.0,0.29,57.47,3.6,0.02,0.62,257,41.801143,2.3477368
4,41.801175,2.347789,1147.2,0.2,5.14,6.0,0.86,19.38,3.8,0.02,0.72,257,41.801165,2.3477929
5,41.801205,2.347837,1147.4,0.2,5.2,8.0,0.65,25.64,4.0,0.03,0.85,257,41.801185,2.3478447
6,41.801197,2.347903,1148.1,0.7,5.56,11.0,0.51,32.68,4.7,0.03,1.03,257,41.801173,2.3478968
7,41.801177,2.347961,1149.5,1.4,5.31,45.0,0.12,138.89,6.1,0.04,1.78,257,41.801157,2.347956
8,41.801191,2.348019,1150.4,0.9,5.06,7.0,0.72,23.15,7.0,0.04,1.9,258,41.801162,2.3480281
9,41.801198,2.348082,1151.3,0.9,5.29,9.0,0.59,28.25,7.9,0.05,2.05,258,41.801176,2.3480866
10,41.801237,2.348131,1151.7,0.4,5.95,5.0,1.19,14.01,8.3,0.05,2.13,258,41.801223,2.3481441
11,41.801271,2.348175,1152.9,1.2,5.26,3.0,1.75,9.52,9.5,0.06,2.18,258,41.801246,2.348181
12,41.801286,2.348244,1154.2,1.3,5.97,9.0,0.66,25.25,10.8,0.06,2.33,258,41.801263,2.3482496
13,41.8013,2.348304,1155.2,1.0,5.22,5.0,1.04,16.03,11.8,0.07,2.42,258,41.801277,2.3483095
14,41.801324,2.348366,1156.8,1.6,5.8,9.0,0.64,26.04,13.4,0.07,2.57,258,41.801303,2.3483766
15,41.801352,2.348418,1158.5,1.7,5.32,6.0,0.89,18.73,15.1,0.08,2.67,258,41.80133,2.3484293
16,41.801364,2.348485,1160.0,1.5,5.73,11.0,0.52,32.05,16.6,0.09,2.85,258,41.801339,2.3484858
17,41.801379,2.348548,1161.4,1.4,5.49,11.0,0.5,33.33,18.0,0.09,3.03,410,41.801413,2.3485524
18,41.801434,2.348525,1162.9,1.5,6.4,6.0,1.07,15.58,19.5,0.1,3.13,410,41.801417,2.3485228
19,41.801429,2.348592,1164.3,1.4,5.6,3.0,1.87,8.91,20.9,0.1,3.18,410,41.801409,2.3485894
20,41.801471,2.34863,1165.6,1.3,5.63,6.0,0.94,17.73,22.2,0.11,3.28,410,41.801458,2.3486248
21,41.801509,2.34858,1167.0,1.4,5.92,7.0,0.85,19.61,23.6,0.11,3.4,410,41.801481,2.3485686
