id,lat,lon,elev,elev_diff,dist_diff,time_diff,speed,pace,elap_elev_gain,elap_dist,elap_time,edge_id,osm_lat,osm_lon
1,41.801228,2.347752,1149.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,257,41.80116,2.3477785
2,41.801245,2.34781,1149.3,0.0,5.18,5.0,1.04,16.03,0.0,0.01,0.08,257,41.801181,2.3478347
3,41.801228,2.34788,1151.7,2.4,6.12,24.0,0.26,64.1,2.4,0.01,0.48,257,41.80118,2.3478677
4,41.80122,2.347945,1151.7,0.0,5.47,8.0,0.68,24.51,2.4,0.02,0.62,257,41.801164,2.3479307
5,41.801218,2.348008,1151.7,0.0,5.24,10.0,0.52,32.05,2.4,0.02,0.78,258,41.801161,2.3480259
6,41.801241,2.348065,1152.0,0.3,5.38,11.0,0.49,34.01,2.7,0.03,0.97,258,41.801192,2.3481106
7,41.801276,2.34811,1152.4,0.4,5.39,5.0,1.08,15.43,3.1,0.03,1.05,258,41.80123,2.3481523
8,41.801308,2.348153,1153.2,0.8,5.04,7.0,0.72,23.15,3.9,0.04,1.17,258,41.801243,2.3481686
9,41.801333,2.348228,1154.3,1.1,6.82,6.0,1.14,14.62,5.0,0.04,1.27,258,41.801261,2.3482452
10,41.80136,2.34829,1155.1,0.8,5.96,7.0,0.85,19.61,5.8,0.05,1.38,258,41.801277,2.34831
11,41.801382,2.348353,1157.2,2.1,5.78,6.0,0.96,17.36,7.9,0.06,1.48,410,41.801438,2.3483602
12,41.801404,2.348411,1158.0,0.8,5.4,7.0,0.77,21.65,8.7,0.06,1.6,410,41.801431,2.3484145
13,41.801407,2.348481,1159.8,1.8,5.83,6.0,0.97,17.18,10.5,0.07,1.7,410,41.801422,2.348483
14,41.801397,2.348551,1161.3,1.5,5.92,5.0,1.18,14.12,12.0,0.07,1.78,410,41.801413,2.3485531
15,41.80144,2.348583,1164.1,2.8,5.47,11.0,0.5,33.33,14.8,0.08,1.97,410,41.80141,2.3485791
16,41.801495,2.34859,1164.2,0.1,6.14,4.0,1.54,10.82,14.9,0.09,2.03,410,41.801475,2.3485821
17,41.801547,2.348562,1164.5,0.3,6.23,4.0,1.56,10.68,15.2,0.09,2.1,261,41.801579,2.3485403
18,41.801577,2.348512,1164.5,0.0,5.33,6.0,0.89,18.73,15.2,0.1,2.2,261,41.801565,2.3485202
19,41.801627,2.348499,1151.0,-13.5,5.66,16.0,0.35,47.62,15.2,0.1,2.47,261,41.801575,2.3485346
20,41.801669,2.348537,1150.6,-0.4,5.63,12.0,0.47,35.46,15.2,0.11,2.67,261,41.801606,2.3485801
21,41.801696,2.348592,1150.8,0.2,5.47,7.0,0.78,21.37,15.4,0.11,2.78,261,41.801629,2.3486168
22,41.801713,2.348655,1151.0,0.2,5.57,8.0,0.7,23.81,15.6,0.12,2.92,261,41.801652,2.3486777
23,41.80173,2.348717,1155.7,4.7,5.49,7.0,0.78,21.37,20.3,0.12,3.03,261,41.80167,2.3487349
24,41.80176,2.348775,1164.7,9.0,5.86,7.0,0.84,19.84,29.3,0.13,3.15,261,41.801689,2.3487964
25,41.801768,2.348835,1172.8,8.1,5.06,10.0,0.51,32.68,37.4,0.14,3.32,261,41.801725,2.3488646
26,41.80178,2.348897,1176.9,4.1,5.32,7.0,0.76,21.93,41.5,0.14,3.43,261,41.801758,2.3489124
27,41.801827,2.348905,1179.9,3.0,5.26,8.0,0.66,25.25,44.5,0.15,3.57,261,41.801801,2.3489505
28,41.801874,2.348918,1182.7,2.8,5.33,6.0,0.89,18.73,47.3,0.15,3.67,261,41.801842,2.3489741
29,41.801924,2.348938,1183.8,1.1,5.8,10.0,0.58,28.74,48.4,0.16,3.83,261,41.801934,2.3489945
30,41.801976,2.348941,1185.1,1.3,5.78,8.0,0.72,23.15,49.7,0.16,3.97,261,41.801984,2.3489859
31,41.802021,2.348973,1185.8,0.7,5.66,4.0,1.42,11.74,50.4,0.17,4.03,261,41.802007,2.3489924
32,41.802079,2.349001,1190.8,5.0,6.85,8.0,0.86,19.38,55.4,0.18,4.17,261,41.802058,2.3490298
33,41.802124,2.348999,1192.7,1.9,5.0,6.0,0.83,20.08,57.3,0.18,4.27,261,41.802086,2.3490505
34,41.802169,2.349004,1193.7,1.0,5.02,11.0,0.46,36.23,58.3,0.19,4.45,261,41.802117,2.3490729
35,41.802214,2.349034,1193.9,0.2,5.59,8.0,0.7,23.81,58.5,0.19,4.58,261,41.802146,2.3491019
36,41.802242,2.349121,1194.4,0.5,7.87,11.0,0.72,23.15,59.0,0.2,4.77,261,41.802204,2.3491593
37,41.802272,2.349191,1194.8,0.4,6.7,7.0,0.96,17.36,59.4,0.21,4.88,261,41.802254,2.3492091
38,41.802314,2.349214,1195.8,1.0,5.04,7.0,0.72,23.15,60.4,0.21,5.0,261,41.802287,2.3492416
39,41.802369,2.349244,1202.6,6.8,6.6,9.0,0.73,22.83,67.2,0.22,5.15,261,41.802332,2.3492864
40,41.802382,2.349316,1205.8,3.2,6.16,5.0,1.23,13.55,70.4,0.22,5.23,261,41.802375,2.349324
41,41.802397,2.349381,1207.9,2.1,5.65,5.0,1.13,14.75,72.5,0.23,5.32,261,41.802415,2.3493702
42,41.80241,2.349444,1209.4,1.5,5.43,7.0,0.78,21.37,74.0,0.23,5.43,261,41.802446,2.3494217
43,41.80244,2.349511,1214.4,5.0,6.49,13.0,0.5,33.33,79.0,0.24,5.65,261,41.802484,2.3494837
44,41.802492,2.349534,1216.9,2.5,6.08,9.0,0.68,24.51,81.5,0.25,5.8,261,41.802509,2.3495236
45,41.802527,2.349581,1216.9,0.0,5.51,6.0,0.92,18.12,81.5,0.25,5.9,261,41.802533,2.3495785
46,41.802564,2.349619,1216.9,0.0,5.18,7.0,0.74,22.52,81.5,0.26,6.02,261,41.802551,2.349624
47,41.802589,2.349674,1217.0,0.1,5.35,5.0,1.07,15.58,81.6,0.26,6.1,261,41.802575,2.3496815
48,41.802621,2.349724,1217.0,0.0,5.47,8.0,0.68,24.51,81.6,0.27,6.23,261,41.802604,2.3497334
49,41.802658,2.349766,1217.0,0.0,5.39,5.0,1.08,15.43,81.6,0.27,6.32,261,41.80265,2.3497826
50,41.802686,2.349818,1218.1,1.1,5.32,6.0,0.89,18.73,82.7,0.28,6.42,261,41.802693,2.349803
51,41.802721,2.349866,1221.5,3.4,5.57,8.0,0.7,23.81,86.1,0.28,6.55,261,41.80274,2.3498254
52,41.802768,2.349878,1222.8,1.3,5.31,11.0,0.48,34.72,87.4,0.29,6.73,261,41.802795,2.3498616
53,41.802821,2.349888,1224.7,1.9,5.95,5.0,1.19,14.01,89.3,0.3,6.82,261,41.802814,2.3498925
54,41.802869,2.349911,1225.6,0.9,5.66,6.0,0.94,17.73,90.2,0.3,6.92,261,41.802837,2.3499306
55,41.802906,2.349953,1226.3,0.7,5.39,6.0,0.9,18.52,90.9,0.31,7.02,261,41.802866,2.3499777
56,41.802941,2.350006,1226.6,0.3,5.87,6.0,0.98,17.01,91.2,0.31,7.12,261,41.802899,2.3500318
57,41.802973,2.350054,1229.5,2.9,5.34,9.0,0.59,28.25,94.1,0.32,7.27,261,41.802929,2.350081
58,41.803011,2.350089,1229.9,0.4,5.13,6.0,0.86,19.38,94.5,0.32,7.37,261,41.802955,2.3501234
59,41.803036,2.350141,1230.0,0.1,5.14,5.0,1.03,16.18,94.6,0.33,7.45,261,41.802982,2.3501705
60,41.803059,2.350193,1230.3,0.3,5.02,7.0,0.72,23.15,94.9,0.33,7.57,261,41.803009,2.3502203
61,41.803096,2.350238,1231.1,0.8,5.56,8.0,0.7,23.81,95.7,0.34,7.7,261,41.803037,2.3502705
62,41.803111,2.3503,1231.6,0.5,5.42,7.0,0.77,21.65,96.2,0.34,7.82,261,41.80307,2.3503279
63,41.803149,2.350335,1231.9,0.3,5.13,9.0,0.57,29.24,96.5,0.35,7.97,261,41.803098,2.3503695
64,41.803196,2.350363,1233.1,1.2,5.72,12.0,0.48,34.72,97.7,0.36,8.17,261,41.803126,2.3504106
65,41.803241,2.350405,1234.9,1.8,6.1,10.0,0.61,27.32,99.5,0.36,8.33,261,41.803159,2.3504603
66,41.803268,2.350458,1235.8,0.9,5.33,5.0,1.07,15.58,100.4,0.37,8.42,261,41.803232,2.3505159
67,41.803315,2.35048,1236.6,0.8,5.53,8.0,0.69,24.15,101.2,0.37,8.55,261,41.803276,2.3505429
68,41.803357,2.350503,1237.3,0.7,5.04,6.0,0.84,19.84,101.9,0.38,8.65,261,41.803317,2.3505679
69,41.803397,2.350533,1239.8,2.5,5.09,6.0,0.85,19.61,104.4,0.38,8.75,261,41.80335,2.3505902
70,41.803429,2.350588,1241.0,1.2,5.79,6.0,0.96,17.36,105.6,0.39,8.85,261,41.803396,2.3506283
71,41.803469,2.350623,1241.8,0.8,5.31,4.0,1.33,12.53,106.4,0.39,8.92,261,41.803437,2.3506622
72,41.803514,2.350645,1242.5,0.7,5.32,6.0,0.89,18.73,107.1,0.4,9.02,261,41.803473,2.3506923
73,41.803552,2.350685,1244.6,2.1,5.37,6.0,0.9,18.52,109.2,0.4,9.12,261,41.803512,2.3507284
