id,lat,lon,elev,elev_diff,dist_diff,time_diff,speed,pace,elap_elev_gain,elap_dist,elap_time,edge_id,osm_lat,osm_lon
1,41.801003,2.34757,1142.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,257,41.800955,2.3475568
2,41.801017,2.347631,1148.6,5.7,5.3,8.0,0.66,25.25,5.7,0.01,0.13,257,41.801035,2.347656
3,41.801053,2.347715,1146.0,-2.6,8.05,11.0,0.73,22.83,5.7,0.01,0.32,257,41.801013,2.3476843
4,41.801008,2.347726,1146.3,0.3,5.08,11.0,0.46,36.23,6.0,0.02,0.5,257,41.800992,2.3477184
5,41.801051,2.347684,1146.0,-0.3,5.92,15.0,0.39,42.74,6.0,0.02,0.75,257,41.801027,2.3476657
6,41.801085,2.347642,1146.3,0.3,5.14,4.0,1.28,13.02,6.3,0.03,0.82,257,41.801087,2.3476383
7,41.801131,2.347649,1147.1,0.8,5.14,7.0,0.73,22.83,7.1,0.03,0.93,257,41.801112,2.3476563
8,41.801166,2.347693,1147.1,0.0,5.34,8.0,0.67,24.88,7.1,0.04,1.07,257,41.801132,2.3477063
9,41.801193,2.347755,1148.0,0.9,5.96,6.0,0.99,16.84,8.0,0.05,1.17,257,41.801156,2.3477694
10,41.801236,2.347794,1148.9,0.9,5.77,6.0,0.96,17.36,8.9,0.05,1.27,257,41.801175,2.3478177
11,41.801235,2.347859,1150.0,1.1,5.4,11.0,0.49,34.01,10.0,0.06,1.45,257,41.801185,2.3478463
12,41.801199,2.347902,1151.4,1.4,5.36,86.0,0.06,277.78,11.4,0.06,2.88,257,41.801173,2.3478953
13,41.80115,2.347933,1153.3,1.9,6.02,17.0,0.35,47.62,13.3,0.07,3.17,257,41.801163,2.3479362
14,41.801123,2.347987,1154.1,0.8,5.4,5.0,1.08,15.43,14.1,0.07,3.25,256,41.801143,2.3479984
15,41.801123,2.348053,1154.1,0.0,5.49,5.0,1.1,15.15,14.1,0.08,3.33,256,41.801115,2.3480487
16,41.801123,2.348114,1154.1,0.0,5.07,4.0,1.27,13.12,14.1,0.08,3.4,256,41.80109,2.348091
17,41.801165,2.348146,1153.2,-0.9,5.37,5.0,1.07,15.58,14.1,0.09,3.48,258,41.801197,2.3481163
18,41.801207,2.348194,1151.6,-1.6,6.14,4.0,1.54,10.82,14.1,0.1,3.55,258,41.801247,2.3481844
19,41.801225,2.348251,1151.0,-0.6,5.14,4.0,1.28,13.02,14.1,0.1,3.62,258,41.801261,2.3482424
20,41.80124,2.348309,1151.0,0.0,5.1,4.0,1.27,13.12,14.1,0.11,3.68,258,41.801275,2.3483006
21,41.801262,2.348369,1152.0,1.0,5.55,4.0,1.39,11.99,15.1,0.11,3.75,258,41.801292,2.348354
22,41.801295,2.348413,1152.6,0.6,5.18,3.0,1.73,9.63,15.7,0.12,3.8,258,41.801316,2.3484024
23,41.801327,2.348458,1153.1,0.5,5.16,4.0,1.29,12.92,16.2,0.12,3.87,258,41.801338,2.3484577
24,41.801352,2.348511,1153.8,0.7,5.21,5.0,1.04,16.03,16.9,0.13,3.95,258,41.80134,2.3485114
25,41.801362,2.34857,1156.2,2.4,5.03,6.0,0.84,19.84,19.3,0.13,4.05,258,41.801342,2.3485706
26,41.8014,2.348618,1160.2,4.0,5.81,5.0,1.16,14.37,23.3,0.14,4.13,258,41.801405,2.3486186
27,41.801447,2.348653,1162.9,2.7,5.98,5.0,1.2,13.89,26.0,0.14,4.22,2243,41.801447,2.3486529
28,41.801502,2.348614,1164.7,1.8,6.92,4.0,1.73,9.63,27.8,0.15,4.28,2243,41.801468,2.3486003
29,41.801529,2.348563,1169.1,4.4,5.19,4.0,1.3,12.82,32.2,0.16,4.35,2243,41.80149,2.3485471
30,41.801573,2.348545,1173.1,4.0,5.11,9.0,0.57,29.24,36.2,0.16,4.5,261,41.801579,2.3485408
31,41.801618,2.348529,1173.1,0.0,5.17,7.0,0.74,22.52,36.2,0.17,4.62,261,41.801586,2.3485508
32,41.801659,2.348569,1173.1,0.0,5.64,9.0,0.63,26.46,36.2,0.17,4.77,261,41.801618,2.3485972
33,41.801674,2.348629,1173.8,0.7,5.26,5.0,1.05,15.87,36.9,0.18,4.85,261,41.801639,2.3486421
34,41.801703,2.348685,1174.2,0.4,5.66,5.0,1.13,14.75,37.3,0.18,4.93,261,41.801659,2.3486981
35,41.801723,2.348741,1175.4,1.2,5.16,5.0,1.03,16.18,38.5,0.19,5.02,261,41.801676,2.348755
36,41.801745,2.348804,1176.8,1.4,5.78,11.0,0.53,31.45,39.9,0.19,5.2,261,41.801703,2.3488328
37,41.80175,2.34887,1178.5,1.7,5.51,8.0,0.69,24.15,41.6,0.2,5.33,261,41.801735,2.34888
38,41.801788,2.348911,1179.9,1.4,5.42,8.0,0.68,24.51,43.0,0.2,5.47,261,41.801767,2.3489257
39,41.801822,2.348959,1180.6,0.7,5.49,5.0,1.1,15.15,43.7,0.21,5.55,261,41.80182,2.3489618
40,41.801868,2.348983,1182.3,1.7,5.48,6.0,0.91,18.32,45.4,0.22,5.65,261,41.801865,2.3489878
41,41.801912,2.349011,1185.8,3.5,5.41,9.0,0.6,27.78,48.9,0.22,5.8,261,41.80191,2.3489987
42,41.801965,2.349017,1187.5,1.7,5.91,10.0,0.59,28.25,50.6,0.23,5.97,261,41.80196,2.3489899
43,41.80201,2.349019,1188.3,0.8,5.0,5.0,1.0,16.67,51.4,0.23,6.05,261,41.802022,2.3490032
44,41.802056,2.349032,1189.3,1.0,5.22,6.0,0.87,19.16,52.4,0.24,6.15,261,41.802058,2.3490296
45,41.802111,2.349009,1191.4,2.1,6.4,6.0,1.07,15.58,54.5,0.24,6.25,261,41.802083,2.3490478
46,41.802155,2.349027,1193.4,2.0,5.11,8.0,0.64,26.04,56.5,0.25,6.38,261,41.802117,2.3490729
47,41.802194,2.349058,1194.5,1.1,5.04,9.0,0.56,29.76,57.6,0.25,6.53,261,41.802148,2.3491039
48,41.802241,2.349063,1196.4,1.9,5.24,7.0,0.75,22.22,59.5,0.26,6.65,261,41.802174,2.3491299
49,41.802256,2.349121,1197.8,1.4,5.1,13.0,0.39,42.74,60.9,0.26,6.87,261,41.802211,2.3491663
50,41.802258,2.349182,1199.6,1.8,5.07,5.0,1.01,16.5,62.7,0.27,6.95,261,41.802242,2.3491977
51,41.802286,2.349238,1201.3,1.7,5.6,11.0,0.51,32.68,64.4,0.27,7.13,261,41.802284,2.3492395
52,41.80231,2.349294,1202.0,0.7,5.36,7.0,0.77,21.65,65.1,0.28,7.25,261,41.802325,2.3492794
53,41.802342,2.349343,1203.2,1.2,5.41,8.0,0.68,24.51,66.3,0.29,7.38,261,41.802366,2.3493158
54,41.802363,2.349397,1205.1,1.9,5.06,5.0,1.01,16.5,68.2,0.29,7.47,261,41.802412,2.3493666
55,41.802374,2.349459,1206.6,1.5,5.3,7.0,0.76,21.93,69.7,0.3,7.58,261,41.802443,2.3494165
56,41.802411,2.349502,1208.2,1.6,5.45,8.0,0.68,24.51,71.3,0.3,7.72,261,41.802472,2.3494643
57,41.802423,2.349561,1209.9,1.7,5.08,7.0,0.73,22.83,73.0,0.31,7.83,261,41.802502,2.3495124
