id,lat,lon,elev,elev_diff,dist_diff,time_diff,speed,pace,elap_elev_gain,elap_dist,elap_time,edge_id,osm_lat,osm_lon
1,41.804342,2.418163,1108.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,441,41.804329,2.4181678
2,41.8043,2.418127,1108.2,0.0,5.54,65.0,0.09,185.19,0.0,0.01,1.08,441,41.804308,2.418123
3,41.804304,2.418067,1108.2,0.0,5.01,36.0,0.14,119.05,0.0,0.01,1.68,441,41.804284,2.4180761
4,41.804282,2.418005,1108.6,0.4,5.7,7.0,0.81,20.58,0.4,0.02,1.8,439,41.804263,2.4180024
5,41.804286,2.417941,1109.0,0.4,5.34,11.0,0.49,34.01,0.8,0.02,1.98,439,41.804273,2.4179388
6,41.804299,2.417876,1109.5,0.5,5.59,7.0,0.8,20.83,1.3,0.03,2.1,439,41.804284,2.4178727
7,41.80432,2.417812,1110.4,0.9,5.81,6.0,0.97,17.18,2.2,0.03,2.2,439,41.8043,2.4178073
8,41.804335,2.417754,1111.3,0.9,5.1,7.0,0.73,22.83,3.1,0.04,2.32,439,41.804311,2.4177498
9,41.80434,2.417687,1112.0,0.7,5.6,7.0,0.8,20.83,3.8,0.04,2.43,439,41.804323,2.4176836
10,41.804351,2.417621,1112.5,0.5,5.62,7.0,0.8,20.83,4.3,0.05,2.55,439,41.804335,2.4176197
11,41.804375,2.417563,1113.2,0.7,5.51,5.0,1.1,15.15,5.0,0.05,2.63,439,41.80434,2.4175601
12,41.804383,2.417491,1113.7,0.5,6.05,6.0,1.01,16.5,5.5,0.06,2.73,439,41.804345,2.4174912
13,41.804369,2.417432,1113.9,0.2,5.14,4.0,1.28,13.02,5.7,0.07,2.8,439,41.804345,2.4174321
14,41.804371,2.417355,1114.3,0.4,6.4,6.0,1.07,15.58,6.1,0.07,2.9,439,41.804345,2.4173589
15,41.804359,2.417289,1114.6,0.3,5.64,6.0,0.94,17.73,6.4,0.08,3.0,439,41.804333,2.4172939
16,41.804343,2.417222,1114.9,0.3,5.84,6.0,0.97,17.18,6.7,0.08,3.1,439,41.80432,2.4172263
17,41.80433,2.417147,1115.3,0.4,6.4,6.0,1.07,15.58,7.1,0.09,3.2,439,41.804306,2.4171515
18,41.804327,2.417074,1115.7,0.4,6.08,6.0,1.01,16.5,7.5,0.1,3.3,439,41.804298,2.4170768
19,41.80432,2.417003,1115.8,0.1,5.95,5.0,1.19,14.01,7.6,0.1,3.38,439,41.804291,2.4170058
20,41.804315,2.416936,1116.1,0.3,5.6,6.0,0.93,17.92,7.9,0.11,3.48,439,41.804285,2.416939
21,41.804304,2.416873,1116.4,0.3,5.38,6.0,0.9,18.52,8.2,0.11,3.58,439,41.804278,2.4168756
22,41.804298,2.416809,1116.7,0.3,5.36,6.0,0.89,18.73,8.5,0.12,3.68,439,41.80427,2.4168133
23,41.804287,2.416745,1117.1,0.4,5.46,6.0,0.91,18.32,8.9,0.12,3.78,439,41.80426,2.4167491
24,41.804278,2.416679,1117.7,0.6,5.58,6.0,0.93,17.92,9.5,0.13,3.88,439,41.804254,2.4166775
25,41.804287,2.416615,1118.3,0.6,5.41,6.0,0.9,18.52,10.1,0.14,3.98,439,41.804258,2.4166132
26,41.804316,2.416563,1118.8,0.5,5.39,11.0,0.49,34.01,10.6,0.14,4.17,439,41.804303,2.4165506
27,41.804339,2.416511,1119.2,0.4,5.02,8.0,0.63,26.46,11.0,0.15,4.3,439,41.804341,2.4165167
28,41.804389,2.416485,1120.4,1.2,5.96,10.0,0.6,27.78,12.2,0.15,4.47,439,41.804393,2.4164963
29,41.804436,2.416498,1122.0,1.6,5.33,7.0,0.76,21.93,13.8,0.16,4.58,439,41.804435,2.4164871
30,41.804482,2.416477,1123.5,1.5,5.4,8.0,0.68,24.51,15.3,0.16,4.72,439,41.804483,2.4164806
31,41.804527,2.416476,1124.9,1.4,5.0,6.0,0.83,20.08,16.7,0.17,4.82,439,41.804523,2.4164661
32,41.804575,2.416433,1126.3,1.4,6.42,7.0,0.92,18.12,18.1,0.17,4.93,439,41.804567,2.4164282
33,41.804607,2.416381,1127.6,1.3,5.6,7.0,0.8,20.83,19.4,0.18,5.05,439,41.804592,2.4163775
34,41.804631,2.41633,1128.0,0.4,5.01,6.0,0.84,19.84,19.8,0.18,5.15,439,41.804604,2.4163238
35,41.804644,2.416264,1128.0,0.0,5.67,10.0,0.57,29.24,19.8,0.19,5.32,439,41.804625,2.4162576
36,41.804673,2.416211,1128.5,0.5,5.46,8.0,0.68,24.51,20.3,0.2,5.45,439,41.804643,2.4162031
37,41.804648,2.416154,1129.9,1.4,5.49,9.0,0.61,27.32,21.7,0.2,5.6,439,41.804633,2.4161577
38,41.804641,2.416093,1131.4,1.5,5.13,6.0,0.86,19.38,23.2,0.21,5.7,439,41.804641,2.4160851
39,41.804687,2.41607,1132.6,1.2,5.46,11.0,0.5,33.33,24.4,0.21,5.88,439,41.804672,2.4160914
40,41.804745,2.41607,1133.6,1.0,6.44,14.0,0.46,36.23,25.4,0.22,6.12,439,41.804744,2.4160689
41,41.804784,2.416016,1134.8,1.2,6.24,11.0,0.57,29.24,26.6,0.22,6.3,439,41.804789,2.4160257
42,41.804831,2.415995,1136.3,1.5,5.5,21.0,0.26,64.1,28.1,0.23,6.65,439,41.804839,2.4159952
43,41.804867,2.415944,1137.9,1.6,5.83,8.0,0.73,22.83,29.7,0.24,6.78,439,41.804841,2.4159433
44,41.804871,2.415873,1139.7,1.8,5.92,9.0,0.66,25.25,31.5,0.24,6.93,439,41.804843,2.4158712
45,41.804867,2.415805,1141.1,1.4,5.67,9.0,0.63,26.46,32.9,0.25,7.08,439,41.804847,2.4158037
46,41.80486,2.415745,1142.0,0.9,5.05,7.0,0.72,23.15,33.8,0.25,7.2,439,41.804849,2.4157454
47,41.804871,2.415677,1142.7,0.7,5.78,7.0,0.83,20.08,34.5,0.26,7.32,439,41.804847,2.4156781
48,41.804869,2.415612,1143.1,0.4,5.41,7.0,0.77,21.65,34.9,0.26,7.43,439,41.804844,2.4156131
49,41.804881,2.415546,1143.5,0.4,5.64,7.0,0.81,20.58,35.3,0.27,7.55,439,41.804841,2.4155478
50,41.804865,2.415472,1143.9,0.4,6.4,8.0,0.8,20.83,35.7,0.28,7.68,439,41.804839,2.4154724
51,41.804876,2.415394,1144.4,0.5,6.6,7.0,0.94,17.73,36.2,0.28,7.8,439,41.804838,2.4153946
52,41.804873,2.415333,1145.1,0.7,5.08,9.0,0.56,29.76,36.9,0.29,7.95,439,41.804837,2.4153336
53,41.804863,2.415253,1146.2,1.1,6.74,8.0,0.84,19.84,38.0,0.29,8.08,439,41.804834,2.4152549
54,41.804875,2.41519,1147.6,1.4,5.4,7.0,0.77,21.65,39.4,0.3,8.2,439,41.80483,2.4151929
55,41.804873,2.415129,1148.1,0.5,5.07,5.0,1.01,16.5,39.9,0.3,8.28,439,41.804826,2.4151337
56,41.804856,2.415064,1149.0,0.9,5.72,13.0,0.44,37.88,40.8,0.31,8.5,439,41.804819,2.4150676
57,41.804847,2.415003,1149.7,0.7,5.17,9.0,0.57,29.24,41.5,0.32,8.65,439,41.804813,2.4150064
58,41.804856,2.414934,1150.8,1.1,5.82,9.0,0.65,25.64,42.6,0.32,8.8,439,41.804806,2.4149393
59,41.804828,2.414834,1152.9,2.1,8.87,12.0,0.74,22.52,44.7,0.33,9.0,439,41.804793,2.4148401
60,41.804827,2.414773,1154.2,1.3,5.07,9.0,0.56,29.76,46.0,0.33,9.15,439,41.804783,2.4147808
61,41.804802,2.414713,1155.8,1.6,5.71,9.0,0.63,26.46,47.6,0.34,9.3,439,41.804772,2.4147184
62,41.804778,2.41466,1157.3,1.5,5.15,12.0,0.43,38.76,49.1,0.35,9.5,439,41.804756,2.414668
63,41.804755,2.414551,1158.3,1.0,9.41,18.0,0.52,32.05,50.1,0.36,9.8,439,41.804722,2.4145616
64,41.804729,2.414501,1160.1,1.8,5.06,8.0,0.63,26.46,51.9,0.36,9.93,439,41.804716,2.4145015
65,41.804723,2.414438,1162.7,2.6,5.28,8.0,0.66,25.25,54.5,0.37,10.07,439,41.804713,2.4144384
66,41.804714,2.414359,1164.0,1.3,6.64,10.0,0.66,25.25,55.8,0.37,10.23,439,41.804697,2.4143677
67,41.8047,2.414296,1165.1,1.1,5.46,10.0,0.55,30.3,56.9,0.38,10.4,439,41.804668,2.4143122
68,41.804679,2.414227,1165.8,0.7,6.19,14.0,0.44,37.88,57.6,0.38,10.63,439,41.804646,2.4142337
69,41.804684,2.414166,1167.3,1.5,5.1,8.0,0.64,26.04,59.1,0.39,10.77,439,41.804634,2.414176
70,41.804662,2.414097,1169.3,2.0,6.23,10.0,0.62,26.88,61.1,0.4,10.93,439,41.80462,2.4141055
71,41.804648,2.414038,1171.1,1.8,5.14,8.0,0.64,26.04,62.9,0.4,11.07,439,41.804608,2.4140461
72,41.804644,2.41396,1172.3,1.2,6.5,9.0,0.72,23.15,64.1,0.41,11.22,439,41.804593,2.4139703
73,41.804622,2.413903,1173.5,1.2,5.33,8.0,0.67,24.88,65.3,0.41,11.35,439,41.804581,2.4139113
74,41.804609,2.413845,1174.6,1.1,5.03,9.0,0.56,29.76,66.4,0.42,11.5,439,41.80457,2.4138518
75,41.804592,2.413785,1175.6,1.0,5.33,7.0,0.76,21.93,67.4,0.42,11.62,439,41.804559,2.4137907
76,41.80457,2.413719,1176.9,1.3,6.0,8.0,0.75,22.22,68.7,0.43,11.75,439,41.804548,2.4137229
77,41.804572,2.413658,1178.2,1.3,5.07,6.0,0.85,19.61,70.0,0.43,11.85,439,41.804537,2.413664
78,41.804551,2.413587,1179.3,1.1,6.34,9.0,0.7,23.81,71.1,0.44,12.0,439,41.804522,2.4135953
79,41.804535,2.413531,1180.1,0.8,4.98,7.0,0.71,23.47,71.9,0.44,12.12,439,41.804506,2.4135393
80,41.804535,2.413468,1181.2,1.1,5.24,11.0,0.48,34.72,73.0,0.45,12.3,439,41.804489,2.413481
81,41.804516,2.413411,1182.3,1.1,5.19,7.0,0.74,22.52,74.1,0.46,12.42,439,41.804473,2.4134238
82,41.804493,2.413351,1183.7,1.4,5.6,8.0,0.7,23.81,75.5,0.46,12.55,439,41.804455,2.4133624
83,41.804489,2.413291,1185.0,1.3,5.01,8.0,0.63,26.46,76.8,0.47,12.68,439,41.804437,2.4133034
84,41.804457,2.413234,1185.9,0.9,5.92,10.0,0.59,28.25,77.7,0.47,12.85,439,41.804423,2.4132423
85,41.804453,2.413168,1187.1,1.2,5.5,8.0,0.69,24.15,78.9,0.48,12.98,439,41.804407,2.413179
86,41.804433,2.413112,1188.2,1.1,5.16,5.0,1.03,16.18,80.0,0.48,13.07,439,41.804394,2.4131208
87,41.804439,2.413044,1189.3,1.1,5.69,13.0,0.44,37.88,81.1,0.49,13.28,439,41.80438,2.4130575
88,41.804421,2.412964,1190.1,0.8,6.94,16.0,0.43,38.76,81.9,0.5,13.55,439,41.804361,2.4129733
89,41.804399,2.412906,1190.9,0.8,5.4,8.0,0.68,24.51,82.7,0.5,13.68,439,41.804352,2.4129133
90,41.804388,2.412848,1191.6,0.7,4.97,8.0,0.62,26.88,83.4,0.51,13.82,439,41.804343,2.412855
91,41.804391,2.412782,1192.0,0.4,5.49,8.0,0.69,24.15,83.8,0.51,13.95,439,41.804333,2.4127909
92,41.804383,2.412722,1192.5,0.5,5.06,6.0,0.84,19.84,84.3,0.52,14.05,439,41.804324,2.412729
93,41.80437,2.412658,1193.3,0.8,5.51,7.0,0.79,21.1,85.1,0.52,14.17,439,41.804316,2.4126644
94,41.80437,2.412586,1194.2,0.9,5.98,11.0,0.54,30.86,86.0,0.53,14.35,439,41.804308,2.4125934
95,41.804388,2.412519,1195.0,0.8,5.92,6.0,0.99,16.84,86.8,0.53,14.45,439,41.804319,2.4125047
96,41.804397,2.412456,1196.3,1.3,5.33,8.0,0.67,24.88,88.1,0.54,14.58,439,41.804332,2.4124425
97,41.804396,2.412394,1197.6,1.3,5.15,9.0,0.57,29.24,89.4,0.54,14.73,439,41.804348,2.4123767
98,41.8044,2.412331,1198.4,0.8,5.25,7.0,0.75,22.22,90.2,0.55,14.85,439,41.804365,2.4123278
99,41.804404,2.412269,1199.6,1.2,5.17,8.0,0.65,25.64,91.4,0.55,14.98,439,41.804351,2.4122874
100,41.804384,2.41221,1200.9,1.3,5.38,8.0,0.67,24.88,92.7,0.56,15.12,439,41.804331,2.412219
101,41.804358,2.412158,1201.7,0.8,5.2,8.0,0.65,25.64,93.5,0.56,15.25,439,41.804323,2.4121723
102,41.804319,2.412114,1202.3,0.6,5.67,12.0,0.47,35.46,94.1,0.57,15.45,439,41.804307,2.4121689
103,41.804283,2.412156,1203.2,0.9,5.31,12.0,0.44,37.88,95.0,0.58,15.65,439,41.804298,2.4121669
104,41.804269,2.412219,1204.4,1.2,5.46,9.0,0.61,27.32,96.2,0.58,15.8,439,41.804283,2.4122227
105,41.804247,2.412272,1205.6,1.2,5.04,6.0,0.84,19.84,97.4,0.59,15.9,439,41.804267,2.4122776
106,41.804224,2.412336,1206.8,1.2,5.9,9.0,0.66,25.25,98.6,0.59,16.05,439,41.804237,2.4123443
107,41.804215,2.412395,1207.9,1.1,5.0,10.0,0.5,33.33,99.7,0.6,16.22,439,41.804208,2.4123905
108,41.804096,2.412445,1209.3,1.4,13.86,45.0,0.31,53.76,101.1,0.61,16.97,439,41.804139,2.4124803
109,41.804028,2.412495,1210.9,1.6,8.62,16.0,0.54,30.86,102.7,0.62,17.23,439,41.804098,2.4125297
110,41.804026,2.412561,1212.3,1.4,5.49,6.0,0.92,18.12,104.1,0.63,17.33,439,41.804071,2.4125835
111,41.803991,2.412609,1213.6,1.3,5.57,7.0,0.8,20.83,105.4,0.63,17.45,439,41.80405,2.4126311
112,41.803983,2.412688,1214.3,0.7,6.63,6.0,1.1,15.15,106.1,0.64,17.55,439,41.804022,2.4127029
113,41.804017,2.41275,1215.6,1.3,6.39,22.0,0.29,57.47,107.4,0.64,17.92,439,41.804004,2.4127424
114,41.804011,2.412835,1216.8,1.2,7.1,13.0,0.55,30.3,108.6,0.65,18.13,439,41.803972,2.4128233
115,41.804015,2.412896,1218.0,1.2,5.09,9.0,0.57,29.24,109.8,0.66,18.28,439,41.803956,2.4128782
116,41.803974,2.412934,1218.0,0.0,5.54,4.0,1.38,12.08,109.8,0.66,18.35,439,41.803938,2.4129101
117,41.803937,2.412896,1218.2,0.2,5.18,15.0,0.35,47.62,110.0,0.67,18.6,439,41.803944,2.4129008
118,41.803908,2.412848,1218.6,0.4,5.13,12.0,0.43,38.76,110.4,0.67,18.8,439,41.803888,2.4128452
119,41.803903,2.412748,1219.4,0.8,8.33,13.0,0.64,26.04,111.2,0.68,19.02,439,41.80389,2.412748
120,41.80391,2.412688,1220.9,1.5,5.05,9.0,0.56,29.76,112.7,0.69,19.17,439,41.80389,2.412688
121,41.803897,2.412622,1222.6,1.7,5.67,9.0,0.63,26.46,114.4,0.69,19.32,439,41.803889,2.4126224
122,41.80389,2.412553,1224.3,1.7,5.79,9.0,0.64,26.04,116.1,0.7,19.47,439,41.803885,2.4125532
123,41.803872,2.412495,1225.0,0.7,5.22,7.0,0.75,22.22,116.8,0.7,19.58,439,41.803882,2.4124945
124,41.803861,2.412399,1225.4,0.4,8.07,8.0,1.01,16.5,117.2,0.71,19.72,439,41.803877,2.4123982
