id,lat,lon,elev,elev_diff,dist_diff,time_diff,speed,pace,elap_elev_gain,elap_dist,elap_time,edge_id,osm_lat,osm_lon
1,41.801019,2.347681,1144.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,257,41.801017,2.3476793
2,41.801059,2.347647,1145.5,0.8,5.27,14.0,0.38,43.86,0.8,0.01,0.23,257,41.801059,2.3476467
3,41.801098,2.34769,1146.4,0.9,5.62,26.0,0.22,75.76,1.7,0.01,0.67,257,41.801122,2.3476808
4,41.801129,2.347734,1147.2,0.8,5.02,17.0,0.3,55.56,2.5,0.02,0.95,257,41.801141,2.3477295
5,41.801142,2.347801,1147.8,0.6,5.75,3.0,1.92,8.68,3.1,0.02,1.0,257,41.801165,2.3477922
6,41.801178,2.34785,1148.9,1.1,5.71,5.0,1.14,14.62,4.2,0.03,1.08,257,41.801184,2.3478516
7,41.801185,2.347925,1149.5,0.6,6.28,6.0,1.05,15.87,4.8,0.03,1.18,257,41.801167,2.3479203
8,41.801158,2.347975,1149.1,-0.4,5.12,9.0,0.57,29.24,4.8,0.04,1.33,257,41.801153,2.3479737
9,41.801164,2.348043,1149.6,0.5,5.69,8.0,0.71,23.47,5.3,0.04,1.47,258,41.801166,2.3480425
10,41.801175,2.348106,1150.3,0.7,5.38,8.0,0.67,24.88,6.0,0.05,1.6,258,41.801182,2.3480998
11,41.801198,2.348161,1151.4,1.1,5.24,5.0,1.05,15.87,7.1,0.06,1.68,258,41.80122,2.3481409
12,41.801236,2.348206,1153.3,1.9,5.64,8.0,0.7,23.81,9.0,0.06,1.82,258,41.801251,2.3482024
13,41.801267,2.348254,1155.1,1.8,5.27,7.0,0.75,22.22,10.8,0.07,1.93,258,41.801264,2.3482548
14,41.801286,2.34832,1156.7,1.6,5.88,7.0,0.84,19.84,12.4,0.07,2.05,258,41.80128,2.3483215
15,41.801304,2.348376,1158.5,1.8,5.07,6.0,0.85,19.61,14.2,0.08,2.15,258,41.801303,2.3483765
16,41.801343,2.348425,1161.4,2.9,5.95,8.0,0.74,22.52,17.1,0.08,2.28,258,41.801331,2.3484313
17,41.801357,2.348493,1163.6,2.2,5.86,5.0,1.17,14.25,19.3,0.09,2.37,258,41.801339,2.3484935
18,41.801366,2.348558,1165.4,1.8,5.49,8.0,0.69,24.15,21.1,0.09,2.5,258,41.801341,2.3485588
19,41.801366,2.348633,1166.9,1.5,6.23,7.0,0.89,18.73,22.6,0.1,2.62,258,41.801362,2.3486385
20,41.801411,2.34867,1169.9,3.0,5.87,6.0,0.98,17.01,25.6,0.11,2.72,2243,41.80141,2.348661
21,41.801455,2.348656,1171.4,1.5,5.02,4.0,1.25,13.33,27.1,0.11,2.78,2243,41.801447,2.3486527
22,41.801507,2.348649,1173.4,2.0,5.8,4.0,1.45,11.49,29.1,0.12,2.85,2243,41.801457,2.3486287
23,41.801535,2.348601,1173.5,0.1,5.06,5.0,1.01,16.5,29.2,0.12,2.93,2243,41.801477,2.3485777
24,41.80156,2.348548,1173.3,-0.2,5.21,6.0,0.87,19.16,29.2,0.13,3.03,261,41.801576,2.3485368
25,41.801607,2.348528,1174.6,1.3,5.48,6.0,0.91,18.32,30.5,0.13,3.13,261,41.801582,2.348545
26,41.801633,2.348584,1177.0,2.4,5.48,16.0,0.34,49.02,32.9,0.14,3.4,261,41.801616,2.3485954
27,41.801669,2.348636,1179.5,2.5,5.89,8.0,0.74,22.52,35.4,0.14,3.53,261,41.80164,2.3486466
28,41.801691,2.348697,1181.3,1.8,5.63,9.0,0.63,26.46,37.2,0.15,3.68,261,41.801661,2.3487058
29,41.80172,2.348752,1183.3,2.0,5.59,7.0,0.8,20.83,39.2,0.16,3.8,261,41.801679,2.3487643
30,41.801745,2.348806,1185.2,1.9,5.28,7.0,0.75,22.22,41.1,0.16,3.92,261,41.801704,2.3488341
31,41.801726,2.348861,1185.6,0.4,5.03,13.0,0.39,42.74,41.5,0.17,4.13,261,41.801723,2.3488627
32,41.801727,2.348923,1186.8,1.2,5.15,8.0,0.64,26.04,42.7,0.17,4.27,261,41.801753,2.3489054
33,41.801752,2.348974,1188.5,1.7,5.07,8.0,0.63,26.46,44.4,0.18,4.4,261,41.801774,2.3489353
34,41.801776,2.349028,1190.2,1.7,5.22,6.0,0.87,19.16,46.1,0.18,4.5,261,41.801816,2.3489592
35,41.801827,2.349029,1192.0,1.8,5.67,7.0,0.81,20.58,47.9,0.19,4.62,261,41.801854,2.3489815
36,41.801874,2.349016,1193.4,1.4,5.33,7.0,0.76,21.93,49.3,0.19,4.73,261,41.801884,2.3489986
37,41.801916,2.34905,1195.4,2.0,5.45,9.0,0.61,27.32,51.3,0.2,4.88,261,41.801907,2.3489991
38,41.801962,2.349047,1196.8,1.4,5.12,9.0,0.57,29.24,52.7,0.2,5.03,261,41.801952,2.3489913
