id,lat,lon,elev,elev_diff,dist_diff,time_diff,speed,pace,elap_elev_gain,elap_dist,elap_time,edge_id,osm_lat,osm_lon
1,41.801233,2.347103,1144.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,41.801125,2.347101
2,41.801183,2.347125,1146.0,1.1,5.85,12.0,0.49,34.01,1.1,0.01,0.2,5,41.801125,2.3471315
3,41.80113,2.34713,1147.0,1.0,5.9,10.0,0.59,28.25,2.1,0.01,0.37,5,41.801125,2.3471306
4,41.801177,2.34716,1146.1,-0.9,5.79,34.0,0.17,98.04,2.1,0.02,0.93,5,41.801129,2.3471654
5,41.801155,2.347217,1146.4,0.3,5.33,26.0,0.2,83.33,2.4,0.02,1.37,5,41.801135,2.3472193
6,41.801162,2.347284,1146.3,-0.1,5.62,15.0,0.37,45.05,2.4,0.03,1.62,5,41.801142,2.3472862
7,41.801132,2.347331,1146.5,0.2,5.13,7.0,0.73,22.83,2.6,0.03,1.73,5,41.801147,2.3473293
8,41.801089,2.347353,1146.4,-0.1,5.11,7.0,0.73,22.83,2.6,0.04,1.85,5,41.801093,2.3473516
9,41.801054,2.347403,1145.9,-0.5,5.69,62.0,0.09,185.19,2.6,0.04,2.88,1257,41.801064,2.3474182
10,41.801024,2.347448,1145.2,-0.7,5.01,5.0,1.0,16.67,2.6,0.05,2.97,1257,41.801024,2.3474477
11,41.800992,2.347496,1144.3,-0.9,5.34,5.0,1.07,15.58,2.6,0.05,3.05,1257,41.800985,2.3474912
12,41.800972,2.347551,1143.9,-0.4,5.08,5.0,1.02,16.34,2.6,0.06,3.13,1257,41.800958,2.3475453
13,41.800959,2.347609,1143.6,-0.3,5.03,31.0,0.16,104.17,2.6,0.06,3.65,1257,41.800945,2.3476109
14,41.800971,2.347679,1143.7,0.1,5.97,5.0,1.19,14.01,2.7,0.07,3.73,1257,41.800954,2.3476812
15,41.800974,2.347751,1143.6,-0.1,5.99,4.0,1.5,11.11,2.7,0.08,3.8,1257,41.800976,2.3477519
16,41.800976,2.347819,1143.5,-0.1,5.66,5.0,1.13,14.75,2.7,0.08,3.88,1257,41.800964,2.3478185
17,41.801011,2.347779,1144.5,1.0,5.12,10.0,0.51,32.68,3.7,0.09,4.05,257,41.800972,2.3477602
18,41.801023,2.347717,1144.8,0.3,5.32,6.0,0.89,18.73,4.0,0.09,4.15,257,41.800998,2.3477052
19,41.801043,2.347654,1145.2,0.4,5.69,8.0,0.71,23.47,4.4,0.1,4.28,257,41.801043,2.3476529
20,41.801088,2.347631,1146.0,0.8,5.35,17.0,0.31,53.76,5.2,0.1,4.57,257,41.801085,2.3476372
21,41.801133,2.347661,1146.9,0.9,5.59,6.0,0.93,17.92,6.1,0.11,4.67,257,41.801116,2.3476674
22,41.801161,2.347709,1147.7,0.8,5.06,4.0,1.26,13.23,6.9,0.11,4.73,257,41.801136,2.3477186
23,41.801194,2.347764,1148.7,1.0,5.86,7.0,0.84,19.84,7.9,0.12,4.85,257,41.801159,2.3477775
24,41.801216,2.347822,1149.6,0.9,5.4,8.0,0.68,24.51,8.8,0.13,4.98,257,41.801182,2.3478354
25,41.801221,2.347882,1150.2,0.6,5.02,6.0,0.84,19.84,9.4,0.13,5.08,257,41.801179,2.3478713
26,41.801216,2.347944,1150.5,0.3,5.18,7.0,0.74,22.52,9.7,0.14,5.2,257,41.801164,2.3479307
27,41.801214,2.348009,1151.0,0.5,5.41,8.0,0.68,24.51,10.2,0.14,5.33,258,41.801161,2.3480256
28,41.801221,2.348071,1151.7,0.7,5.21,8.0,0.65,25.64,10.9,0.15,5.47,258,41.801174,2.3480806
29,41.801249,2.348119,1153.0,1.3,5.06,7.0,0.72,23.15,12.2,0.15,5.58,258,41.801222,2.3481437
30,41.801286,2.348156,1154.8,1.8,5.13,7.0,0.73,22.83,14.0,0.16,5.7,258,41.801243,2.3481665
31,41.801309,2.348208,1156.4,1.6,5.02,6.0,0.84,19.84,15.6,0.16,5.8,258,41.801256,2.3482208
32,41.801322,2.348268,1157.7,1.3,5.19,6.0,0.87,19.16,16.9,0.17,5.9,258,41.80127,2.3482805
33,41.801325,2.34833,1158.7,1.0,5.16,8.0,0.64,26.04,17.9,0.17,6.03,258,41.801289,2.3483484
34,41.801352,2.34839,1161.3,2.6,5.82,8.0,0.73,22.83,20.5,0.18,6.17,258,41.801318,2.348407
35,41.801382,2.348442,1164.0,2.7,5.46,7.0,0.78,21.37,23.2,0.18,6.28,258,41.801338,2.3484456
36,41.801389,2.348504,1165.7,1.7,5.21,6.0,0.87,19.16,24.9,0.19,6.38,410,41.801419,2.3485079
37,41.801396,2.348566,1167.3,1.6,5.21,6.0,0.87,19.16,26.5,0.19,6.48,410,41.801411,2.348568
38,41.801401,2.348629,1168.8,1.5,5.27,8.0,0.66,25.25,28.0,0.2,6.62,410,41.801403,2.3486293
39,41.801444,2.348646,1170.8,2.0,4.98,8.0,0.62,26.88,30.0,0.2,6.75,2243,41.801449,2.3486479
40,41.801489,2.348643,1172.5,1.7,5.0,29.0,0.17,98.04,31.7,0.21,7.23,2243,41.801456,2.3486297
41,41.801524,2.348595,1173.0,0.5,5.57,5.0,1.11,15.02,32.2,0.21,7.32,2243,41.801478,2.3485763
42,41.801549,2.34854,1172.7,-0.3,5.35,7.0,0.76,21.93,32.2,0.22,7.43,261,41.801569,2.3485262
43,41.801597,2.348528,1174.2,1.5,5.42,8.0,0.68,24.51,33.7,0.23,7.57,261,41.801579,2.3485404
44,41.801624,2.348578,1176.5,2.3,5.12,8.0,0.64,26.04,36.0,0.23,7.7,261,41.801611,2.3485871
45,41.801662,2.348615,1178.9,2.4,5.22,8.0,0.65,25.64,38.4,0.24,7.83,261,41.801633,2.3486259
46,41.801692,2.348672,1180.9,2.0,5.79,6.0,0.96,17.36,40.4,0.24,7.93,261,41.801655,2.3486858
47,41.8017,2.348734,1182.3,1.4,5.23,8.0,0.65,25.64,41.8,0.25,8.07,261,41.801672,2.3487423
48,41.801717,2.348799,1184.1,1.8,5.72,10.0,0.57,29.24,43.6,0.25,8.23,261,41.801692,2.3488066
49,41.801735,2.348861,1185.9,1.8,5.53,9.0,0.61,27.32,45.4,0.26,8.38,261,41.801726,2.3488669
50,41.801755,2.348921,1187.7,1.8,5.46,9.0,0.61,27.32,47.2,0.26,8.53,261,41.801761,2.3489171
51,41.80179,2.348959,1189.6,1.9,5.01,7.0,0.72,23.15,49.1,0.27,8.65,261,41.801796,2.348948
52,41.80184,2.348942,1191.1,1.5,5.73,15.0,0.38,43.86,50.6,0.27,8.9,261,41.801826,2.3489654
53,41.801887,2.348967,1193.1,2.0,5.62,8.0,0.7,23.81,52.6,0.28,9.03,261,41.801873,2.348992
54,41.801934,2.348964,1194.7,1.6,5.23,9.0,0.58,28.74,54.2,0.29,9.18,261,41.801939,2.3489936
55,41.801971,2.348926,1195.2,0.5,5.18,8.0,0.65,25.64,54.7,0.29,9.32,261,41.801981,2.3489863
56,41.802011,2.348884,1195.6,0.4,5.65,6.0,0.94,17.73,55.1,0.3,9.42,261,41.801995,2.3489839
57,41.802056,2.348874,1196.4,0.8,5.07,5.0,1.01,16.5,55.9,0.3,9.5,261,41.801995,2.3489839
58,41.802101,2.348882,1197.8,1.4,5.04,7.0,0.72,23.15,57.3,0.31,9.62,261,41.802016,2.348999
59,41.802136,2.34892,1199.4,1.6,5.01,8.0,0.63,26.46,58.9,0.31,9.75,261,41.802057,2.3490288
60,41.802171,2.34897,1201.1,1.7,5.69,8.0,0.71,23.47,60.6,0.32,9.88,261,41.802103,2.3490628
61,41.802206,2.349013,1202.8,1.7,5.28,7.0,0.75,22.22,62.3,0.32,10.0,261,41.802132,2.3490875
62,41.802239,2.349073,1204.6,1.8,6.19,8.0,0.77,21.65,64.1,0.33,10.13,261,41.802178,2.3491338
63,41.802256,2.349133,1206.0,1.4,5.33,7.0,0.76,21.93,65.5,0.33,10.25,261,41.802217,2.3491722
64,41.802296,2.349173,1207.4,1.4,5.55,15.0,0.37,45.05,66.9,0.34,10.5,261,41.802257,2.3492122
65,41.802338,2.349198,1208.5,1.1,5.11,8.0,0.64,26.04,68.0,0.34,10.63,261,41.802291,2.3492456
66,41.802375,2.34924,1209.7,1.2,5.39,7.0,0.77,21.65,69.2,0.35,10.75,261,41.802333,2.3492877
67,41.802405,2.349287,1210.9,1.2,5.13,5.0,1.03,16.18,70.4,0.35,10.83,261,41.802374,2.3493228
68,41.802417,2.349347,1211.9,1.0,5.16,6.0,0.86,19.38,71.4,0.36,10.93,261,41.802405,2.3493544
69,41.802425,2.349407,1212.9,1.0,5.06,6.0,0.84,19.84,72.4,0.37,11.03,261,41.802434,2.3494015
70,41.802452,2.349457,1214.1,1.2,5.12,8.0,0.64,26.04,73.6,0.37,11.17,261,41.802464,2.3494499
71,41.802484,2.3495,1215.2,1.1,5.04,11.0,0.46,36.23,74.7,0.38,11.35,261,41.802492,2.3494954
72,41.802509,2.349552,1216.3,1.1,5.14,7.0,0.73,22.83,75.8,0.38,11.47,261,41.802521,2.3495472
73,41.802517,2.349612,1217.1,0.8,5.06,6.0,0.84,19.84,76.6,0.39,11.57,261,41.802543,2.3496018
74,41.802545,2.349664,1218.3,1.2,5.32,9.0,0.59,28.25,77.8,0.39,11.72,261,41.802564,2.3496564
75,41.802578,2.349709,1219.5,1.2,5.24,6.0,0.87,19.16,79.0,0.4,11.82,261,41.802588,2.3497037
76,41.8026,2.349769,1220.3,0.8,5.55,4.0,1.39,11.99,79.8,0.4,11.88,261,41.802618,2.3497589
77,41.802638,2.349816,1221.5,1.2,5.75,7.0,0.82,20.33,81.0,0.41,12.0,261,41.802653,2.3497841
78,41.80268,2.349846,1222.8,1.3,5.29,6.0,0.88,18.94,82.3,0.41,12.1,261,41.802699,2.3498059
79,41.802725,2.349878,1224.2,1.4,5.66,8.0,0.71,23.47,83.7,0.42,12.23,261,41.802748,2.3498292
80,41.802763,2.34991,1225.6,1.4,4.99,6.0,0.83,20.08,85.1,0.42,12.33,261,41.802808,2.3498827
81,41.802803,2.349948,1226.9,1.3,5.45,6.0,0.91,18.32,86.4,0.43,12.43,261,41.802835,2.3499282
82,41.802848,2.349971,1227.9,1.0,5.35,5.0,1.07,15.58,87.4,0.43,12.52,261,41.802858,2.3499649
83,41.802896,2.349989,1229.0,1.1,5.54,6.0,0.92,18.12,88.5,0.44,12.62,261,41.802879,2.3499994
84,41.802941,2.350016,1229.9,0.9,5.48,6.0,0.91,18.32,89.4,0.45,12.72,261,41.802903,2.3500391
85,41.802983,2.350046,1230.8,0.9,5.29,5.0,1.06,15.72,90.3,0.45,12.8,261,41.802928,2.3500796
86,41.803011,2.350101,1231.6,0.8,5.53,6.0,0.92,18.12,91.1,0.46,12.9,261,41.80296,2.3501321
87,41.803024,2.350169,1232.3,0.7,5.83,7.0,0.83,20.08,91.8,0.46,13.02,261,41.802991,2.350187
88,41.803034,2.350232,1233.0,0.7,5.35,6.0,0.89,18.73,92.5,0.47,13.12,261,41.80302,2.3502398
89,41.803069,2.350274,1234.2,1.2,5.22,6.0,0.87,19.16,93.7,0.47,13.22,261,41.803045,2.3502869
90,41.803096,2.350329,1234.8,0.6,5.47,7.0,0.78,21.37,94.3,0.48,13.33,261,41.803078,2.3503408
91,41.803129,2.350372,1235.7,0.9,5.12,8.0,0.64,26.04,95.2,0.48,13.47,261,41.803109,2.3503857
92,41.803157,2.350422,1236.6,0.9,5.19,6.0,0.87,19.16,96.1,0.49,13.57,261,41.803141,2.350433
93,41.803194,2.350462,1237.8,1.2,5.29,7.0,0.76,21.93,97.3,0.49,13.68,261,41.803181,2.350484
94,41.803241,2.35047,1239.2,1.4,5.26,10.0,0.53,31.45,98.7,0.5,13.85,261,41.803218,2.3505071
95,41.803281,2.350507,1240.7,1.5,5.4,7.0,0.77,21.65,100.2,0.5,13.97,261,41.803264,2.3505351
96,41.803324,2.350544,1242.5,1.8,5.68,9.0,0.63,26.46,102.0,0.51,14.12,261,41.803311,2.3505644
97,41.803364,2.350572,1243.7,1.2,5.02,5.0,1.0,16.67,103.2,0.51,14.2,261,41.803349,2.3505899
98,41.803406,2.350605,1244.8,1.1,5.41,8.0,0.68,24.51,104.3,0.52,14.33,261,41.80339,2.3506239
