id,lat,lon,elev,elev_diff,dist_diff,time_diff,speed,pace,elap_elev_gain,elap_dist,elap_time,edge_id,osm_lat,osm_lon
1,41.801229,2.347958,1208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,257,41.801161,2.3479407
2,41.801155,2.347937,1208,0.0,8.4,1.0,8.4,1.98,0.0,0.01,0.02,257,41.801162,2.3479388
3,41.801124,2.34789,1208,0.0,5.21,2.0,2.6,6.41,0.0,0.01,0.05,257,41.801171,2.3479021
4,41.801168,2.347859,1208,0.0,5.52,38.0,0.15,111.11,0.0,0.02,0.68,257,41.801181,2.3478624
5,41.801167,2.347932,1208,0.0,6.07,24.0,0.25,66.67,0.0,0.03,1.08,257,41.801164,2.3479312
6,41.80116,2.347996,1208,0.0,5.38,6.0,0.9,18.52,0.0,0.03,1.18,258,41.801153,2.3479983
7,41.801182,2.34806,1208,0.0,5.85,6.0,0.98,17.01,0.0,0.04,1.28,258,41.801171,2.3480623
8,41.801212,2.348116,1208,0.0,5.72,6.0,0.95,17.54,0.0,0.04,1.38,258,41.801204,2.3481236
9,41.801254,2.348148,1208,0.0,5.37,6.0,0.9,18.52,0.0,0.05,1.48,258,41.801239,2.3481618
10,41.801278,2.348202,1208,0.0,5.22,5.0,1.04,16.03,0.0,0.05,1.57,258,41.801253,2.3482081
11,41.801288,2.348263,1208,0.0,5.19,5.0,1.04,16.03,0.0,0.06,1.65,258,41.801267,2.3482681
12,41.801292,2.34833,1208,0.0,5.59,6.0,0.93,17.92,0.0,0.06,1.75,258,41.801282,2.3483323
13,41.801325,2.348374,1208,0.0,5.18,6.0,0.86,19.38,0.0,0.07,1.85,258,41.801306,2.3483834
14,41.80134,2.348436,1208,0.0,5.42,7.0,0.77,21.65,0.0,0.07,1.97,258,41.801334,2.3484388
15,41.801358,2.348502,1208,0.0,5.84,7.0,0.83,20.08,0.0,0.08,2.08,258,41.80134,2.3485026
16,41.801359,2.348566,1209,1.0,5.32,9.0,0.59,28.25,1.0,0.09,2.23,258,41.801342,2.3485665
17,41.801398,2.348602,1210,1.0,5.26,8.0,0.66,25.25,2.0,0.09,2.37,258,41.801407,2.3486031
18,41.801448,2.348608,1211,1.0,5.58,5.0,1.12,14.88,3.0,0.1,2.45,258,41.801463,2.3486139
19,41.801496,2.348585,1213,2.0,5.66,5.0,1.13,14.75,5.0,0.1,2.53,258,41.801477,2.3485774
20,41.801519,2.348532,1216,3.0,5.09,6.0,0.85,19.61,8.0,0.11,2.63,261,41.801518,2.348517
21,41.801564,2.348486,1219,3.0,6.29,14.0,0.45,37.04,11.0,0.11,2.87,261,41.801561,2.3485141
22,41.801605,2.348526,1219,0.0,5.64,13.0,0.43,38.76,11.0,0.12,3.08,261,41.80158,2.3485428
23,41.801639,2.348572,1220,1.0,5.37,5.0,1.07,15.58,12.0,0.12,3.17,261,41.801613,2.34859
