id,u,v,geometry
2800,12234810808,12234810809,"LINESTRING (2.3862587 41.8909651, 2.3864729 41.8910236, 2.3865071 41.8910326, 2.3865452 41.8910401, 2.3865834 41.891049, 2.3866196 41.8910595, 2.3866578 41.8910685, 2.386698 41.891076, 2.3867301 41.8910864, 2.3867663 41.8910954, 2.3868045 41.8911029, 2.3868386 41.8911074, 2.3868788 41.8911134, 2.3869089 41.8911223, 2.3869411 41.8911283, 2.3869773 41.8911328, 2.3870094 41.8911403, 2.3870436 41.8911418, 2.3870818 41.8911418, 2.3871179 41.8911388, 2.3871521 41.8911328, 2.3871883 41.8911253, 2.3872264 41.8911149, 2.3872566 41.8911029, 2.3872887 41.8910894, 2.3873128 41.8910685, 2.3873209 41.8910416, 2.3873209 41.8910131, 2.3873128 41.8909892, 2.3872907 41.8909713, 2.3872606 41.8909548, 2.3872305 41.8909413, 2.3871963 41.8909324, 2.3871662 41.8909189, 2.387134 41.8909054, 2.3871079 41.8908875, 2.3870838 41.8908651, 2.3870657 41.8908456, 2.3870496 41.8908217, 2.3870355 41.8908007, 2.3870235 41.8907753, 2.3870175 41.8907484, 2.3870175 41.8907229, 2.3869552 41.8905749, 2.3869532 41.8905479, 2.3869532 41.8905225, 2.3869532 41.8904896, 2.3869532 41.8904627, 2.3869532 41.8904357, 2.3869532 41.8904103, 2.3869532 41.8903849, 2.3869532 41.8903579, 2.3869532 41.8903325, 2.3869511 41.8903056, 2.3869451 41.8902772, 2.386923 41.8902532, 2.3868969 41.8902308, 2.3868688 41.8902143, 2.3868366 41.8901979, 2.3868045 41.8901799, 2.3867683 41.890162, 2.3867402 41.890141, 2.3867221 41.8901156, 2.386704 41.8900917, 2.3866959 41.8900618, 2.3866959 41.8900363, 2.38671 41.8899735, 2.38671 41.8899496, 2.38671 41.8899197, 2.386714 41.8898942, 2.3867181 41.8898643, 2.3867181 41.8898404, 2.386716 41.8898134, 2.386704 41.889788, 2.3866939 41.8897581, 2.3866779 41.8897282, 2.3866658 41.8897013, 2.3866537 41.8896758, 2.3865493 41.889414, 2.3865493 41.8893871, 2.3864628 41.8890939, 2.3864628 41.889067, 2.3864628 41.8890356, 2.3864749 41.8890101, 2.386491 41.8889802, 2.3865091 41.8889548, 2.3865312 41.8889339, 2.3865513 41.8889099, 2.3865714 41.8888875, 2.3865995 41.8888635, 2.3866236 41.8888426, 2.3866417 41.8888217, 2.3866618 41.8888022, 2.3866839 41.8887813, 2.386702 41.8887618, 2.3867221 41.8887424, 2.3867482 41.8887199, 2.3867783 41.888702, 2.3868085 41.88869, 2.3868446 41.8886885, 2.3868828 41.8886885, 2.386921 41.88869, 2.3869572 41.888696, 2.3869853 41.8887095, 2.3870114 41.8887319, 2.3870355 41.8887543, 2.3870617 41.8887738, 2.3870878 41.8887977, 2.3871079 41.8888217, 2.387132 41.8888411, 2.3871581 41.8888635, 2.3871883 41.888886, 2.3874234 41.8889787, 2.3874555 41.8889907, 2.3874877 41.8889982, 2.3875198 41.8890072, 2.387556 41.8890116, 2.3875902 41.8890116, 2.3876303 41.8890116, 2.3876685 41.8890116, 2.3877027 41.8890116, 2.3877449 41.8890116, 2.3877851 41.8890086, 2.3878232 41.8890042, 2.3878574 41.8889967, 2.3878896 41.8889862, 2.3879217 41.8889727, 2.3879519 41.8889578, 2.3879719 41.8889368, 2.387986 41.8889129, 2.3879941 41.8888875, 2.3879941 41.8888591, 2.387984 41.8888336, 2.3879679 41.8888067, 2.3879559 41.8887813, 2.3879418 41.8887558, 2.3879338 41.8887319, 2.3879338 41.8887065, 2.3879438 41.8886795, 2.3879579 41.8886571, 2.3879699 41.8886332, 2.387986 41.8886062, 2.3879981 41.8885763, 2.3880061 41.8885524, 2.3880202 41.8885255, 2.3880363 41.8885, 2.3880563 41.8884746, 2.3880865 41.8884567, 2.3881166 41.8884417, 2.3881548 41.8884282, 2.3881829 41.8884163, 2.3882191 41.8884028, 2.3882493 41.8883923, 2.3882794 41.8883819, 2.3883095 41.8883699, 2.3883377 41.8883564, 2.3883658 41.8883474, 2.3883899 41.8883295, 2.388416 41.8883041, 2.3884402 41.8882846, 2.3884643 41.8882667, 2.3884884 41.8882487, 2.3885165 41.8882323, 2.3885426 41.8882188, 2.3885768 41.8882083, 2.388613 41.8882083, 2.3886511 41.8882083, 2.3886913 41.8882083, 2.3887255 41.8882083, 2.3887637 41.8882083, 2.3888019 41.8882113, 2.388834 41.8882113, 2.3888682 41.8882113, 2.3890249 41.8881979, 2.389055 41.8881919, 2.3890972 41.8881829, 2.3891394 41.8881754, 2.3891716 41.8881679, 2.3892118 41.8881634, 2.38925 41.8881605, 2.3892861 41.8881605, 2.3893243 41.888162, 2.3893565 41.8881754, 2.3893886 41.8881829, 2.3894208 41.8881934, 2.3894529 41.8882023, 2.3894851 41.8882113, 2.3895212 41.8882158, 2.3895574 41.8882158, 2.3895916 41.8882143, 2.3896237 41.8882053, 2.3896518 41.8881919, 2.3896699 41.8881724)"
2801,12234816608,12234816662,"LINESTRING (2.3810537 41.8827682, 2.3809654 41.8828813)"
2802,12234816662,12234817405,"LINESTRING (2.3809654 41.8828813, 2.3809346 41.8828645, 2.3809059 41.8828522, 2.380873 41.8828431, 2.3808361 41.882837, 2.3808011 41.8828354, 2.3807662 41.8828354, 2.3805958 41.88284, 2.3805629 41.8828415, 2.380528 41.8828477, 2.3804911 41.8828477, 2.3804582 41.8828538, 2.3804274 41.8828629, 2.3803966 41.8828706, 2.3803617 41.8828813, 2.3803247 41.8828935, 2.3802878 41.8829012, 2.3802467 41.8829103, 2.3802159 41.8829195, 2.3801872 41.8829302, 2.3801543 41.8829333, 2.3801173 41.8829333, 2.3800845 41.8829333, 2.3800475 41.8829333, 2.3800085 41.8829333, 2.3799674 41.8829302, 2.3799264 41.8829241, 2.3798935 41.8829134, 2.3798566 41.8828996, 2.3798258 41.8828813, 2.3798011 41.8828645, 2.3797703 41.8828492, 2.3797416 41.8828308, 2.3797087 41.8828094, 2.3794849 41.8826244, 2.3794664 41.8825985, 2.3794418 41.882574, 2.3794151 41.8825541, 2.3793863 41.8825327, 2.3793617 41.8825144, 2.379337 41.882496, 2.3793083 41.8824777, 2.3792816 41.8824563, 2.3792528 41.8824379, 2.37922 41.8824196, 2.3791892 41.8824012, 2.3791584 41.8823844, 2.3791317 41.8823691, 2.379105 41.8823508, 2.3790762 41.8823324, 2.3790475 41.882311, 2.3790187 41.8822896, 2.378992 41.8822698, 2.3789654 41.8822514, 2.3789407 41.8822331, 2.378914 41.8822132, 2.3788853 41.882201, 2.3788463 41.8821872, 2.3788134 41.882175, 2.3787805 41.8821673, 2.3787395 41.8821658, 2.3786984 41.8821612, 2.3786594 41.8821612, 2.3786204 41.8821612, 2.3785855 41.8821597, 2.3785485 41.8821597, 2.3785136 41.8821597, 2.3784766 41.8821597, 2.3784417 41.8821566, 2.3784068 41.882149, 2.3783719 41.8821413, 2.378337 41.8821352, 2.3783 41.8821245, 2.3782631 41.8821123, 2.3780926 41.8820603, 2.3780598 41.8820527, 2.3780269 41.882045, 2.3779119 41.8820328)"
2803,12234817405,12234817787,"LINESTRING (2.3779119 41.8820328, 2.3778873 41.8820083, 2.3778585 41.88199, 2.3778277 41.8819747, 2.3776491 41.8819212, 2.3776039 41.8818982)"
2804,12234817766,12234817766,"LINESTRING (2.3768154 41.8819869, 2.3767764 41.8819884, 2.3767373 41.8819854, 2.3766963 41.8819762, 2.3766614 41.881967, 2.3766285 41.8819563, 2.3765833 41.8819426, 2.3765464 41.8819319, 2.3765053 41.8819227, 2.3764683 41.8819105, 2.3764314 41.8819013, 2.3763985 41.8818921, 2.3763677 41.8818784, 2.376339 41.88186, 2.3763123 41.8818417, 2.3762876 41.8818233, 2.3762609 41.881805, 2.3762404 41.8817851, 2.3762199 41.8817652, 2.3761891 41.8817469, 2.3761542 41.8817392, 2.376111 41.8817484, 2.3760802 41.8817637, 2.3760576 41.8817882, 2.3760515 41.8818157, 2.3760494 41.8818463, 2.3760597 41.8818753, 2.3760741 41.8819028, 2.3760864 41.8819319, 2.3760967 41.8819563, 2.3761049 41.8819839, 2.376111 41.8820129, 2.3761172 41.8820435, 2.3761172 41.8820695, 2.3761172 41.8821001, 2.3761151 41.882126, 2.3761028 41.8821566, 2.3760946 41.8821826, 2.3760823 41.8822071, 2.3760741 41.8822346, 2.3760638 41.8822621, 2.3760556 41.8822927, 2.3760494 41.8823187, 2.3760494 41.8823477, 2.3760494 41.8823768, 2.3760597 41.8824058, 2.3760864 41.8824333, 2.376111 41.8824578, 2.3761336 41.8824792, 2.3761603 41.8824991, 2.3761891 41.8825159, 2.3762158 41.8825312, 2.3762486 41.8825449, 2.3762794 41.8825572, 2.3763123 41.8825679, 2.3763472 41.8825816, 2.37638 41.8825923, 2.376417 41.882603, 2.376454 41.8826107, 2.3764889 41.8826107, 2.3765258 41.8826092, 2.3765628 41.8825954, 2.3765977 41.8825816, 2.3766265 41.8825663, 2.3766552 41.8825419, 2.3766798 41.8825205, 2.3767065 41.882496, 2.3767332 41.8824731, 2.3767579 41.8824486, 2.3767784 41.8824242, 2.3768031 41.8823982, 2.3768215 41.8823768, 2.37684 41.8823538, 2.3768564 41.8823294, 2.3768749 41.8823034, 2.3768831 41.8822789, 2.3768914 41.8822484, 2.3768934 41.8822208, 2.3768934 41.8821903, 2.3768811 41.8821627, 2.3768667 41.8821383, 2.3768482 41.8821153, 2.3768297 41.8820894, 2.3768174 41.8820649, 2.3768072 41.8820404, 2.3768154 41.8819869)"
2805,12234817766,12234817787,"LINESTRING (2.3768154 41.8819869, 2.3768523 41.8819823, 2.3768934 41.8819808, 2.3769324 41.8819777, 2.3769714 41.8819701, 2.3770105 41.8819686, 2.3770454 41.8819686, 2.3770823 41.8819716, 2.3771213 41.8819747, 2.3771563 41.8819747, 2.3771912 41.8819747, 2.3772322 41.8819747, 2.3772692 41.8819747, 2.3773062 41.8819747, 2.3773472 41.8819701, 2.3773903 41.8819655, 2.3774273 41.8819609, 2.3774643 41.8819533, 2.3774971 41.8819441, 2.377532 41.8819288, 2.3775628 41.8819166, 2.3776039 41.8818982)"
2806,12234828519,12234828519,"LINESTRING (2.37626 41.8621477, 2.376264 41.8621661, 2.376256 41.8622694, 2.376176 41.8625525, 2.376084 41.8626766, 2.3758612 41.8628504, 2.3758439 41.8629448, 2.3759146 41.8629736, 2.3760706 41.8629587, 2.3762213 41.8628942, 2.3763067 41.8628346, 2.3764227 41.8628087, 2.3765441 41.8627918, 2.3766881 41.8627432, 2.3767895 41.8626607, 2.3769029 41.8625346, 2.3768975 41.8624511, 2.3768549 41.8623955, 2.3766788 41.8622634, 2.3764507 41.8621968, 2.37626 41.8621477)"
2807,12234828519,12234828543,"LINESTRING (2.37626 41.8621477, 2.3762573 41.8621353, 2.3762187 41.8621204)"
2808,12234828543,12234828596,"LINESTRING (2.3762187 41.8621204, 2.3761773 41.8621333, 2.3761493 41.86217, 2.3760333 41.8624789, 2.3759906 41.8625276)"
2809,12234828543,12234828548,"LINESTRING (2.3762187 41.8621204, 2.3762854 41.8619436, 2.3763587 41.8618641, 2.3766255 41.8617499, 2.3769322 41.8616009, 2.3770255 41.8615045)"
2810,12234828548,12234828956,"LINESTRING (2.3770255 41.8615045, 2.3771323 41.8614628, 2.3771803 41.8614548, 2.3772257 41.8614429, 2.377271 41.861431, 2.3773163 41.8614191, 2.3773617 41.8614032, 2.377407 41.8613813, 2.3774577 41.8613595, 2.3774977 41.8613317, 2.3775271 41.8613038, 2.3775431 41.8612701, 2.3775484 41.8612343, 2.3775484 41.8611986, 2.3775297 41.8611608, 2.3775084 41.861125, 2.3774871 41.8610952, 2.3774711 41.8610575, 2.377247 41.8608112, 2.377239 41.8607734, 2.3772363 41.8607396, 2.3772363 41.8607019, 2.3772363 41.8606661, 2.3772443 41.8606284, 2.3772577 41.8605886, 2.377271 41.8605549, 2.377287 41.8605171, 2.3772977 41.8604814, 2.3772977 41.8604436, 2.377295 41.8604079, 2.377287 41.8603721, 2.377271 41.8603423, 2.3772577 41.8603085, 2.3772497 41.8602728, 2.3772363 41.860235, 2.377223 41.8601933, 2.377215 41.8601595, 2.377207 41.8601218, 2.3771936 41.860086, 2.3771643 41.8600542, 2.377135 41.8600244, 2.3770976 41.8600065, 2.3770576 41.8599946, 2.3770123 41.8599946, 2.3768522 41.8599906, 2.3768042 41.8599986, 2.3767562 41.8600006, 2.3767135 41.8600105, 2.3766761 41.8600284, 2.3766468 41.8600542, 2.3766255 41.860086, 2.3766041 41.8601178, 2.3765694 41.8601337, 2.3765321 41.8601516, 2.3764841 41.8601655, 2.3764387 41.8601814, 2.3763934 41.8601913, 2.3763374 41.8602032, 2.376284 41.8602132, 2.3762413 41.8602211, 2.3761907 41.860231, 2.376148 41.860241, 2.3760946 41.8602529, 2.3760306 41.8602648, 2.3759746 41.8602767, 2.3759159 41.8602906, 2.3758652 41.8603026, 2.3758199 41.8603085, 2.3757719 41.8603105, 2.3757265 41.8603105, 2.3756838 41.8603085, 2.3756465 41.8602867, 2.3756225 41.8602569, 2.3755878 41.8602231, 2.3755558 41.8601973, 2.3755238 41.8601675, 2.3754864 41.8601357, 2.3754598 41.8601098, 2.3754197 41.860084, 2.3753744 41.8600642, 2.3753344 41.8600522, 2.3752944 41.8600363, 2.375249 41.8600264, 2.3746728 41.8598933, 2.3746328 41.8598834, 2.3745901 41.8598734, 2.3745448 41.8598615, 2.3745101 41.8598436, 2.3744808 41.8598178, 2.3744621 41.859788, 2.3744408 41.8597542, 2.3744354 41.8597185, 2.3744434 41.8596827, 2.3744648 41.8596529, 2.3745048 41.8596291, 2.3745421 41.8596112, 2.3745901 41.8595933, 2.3746435 41.8595695, 2.3746835 41.8595496, 2.3747262 41.8595317, 2.3747715 41.8595218, 2.3748142 41.8595059, 2.3748569 41.859494, 2.3749049 41.859484, 2.3749636 41.8594741, 2.3750143 41.8594681, 2.3750596 41.8594622, 2.3751076 41.8594483, 2.375153 41.8594344, 2.375193 41.8594205, 2.3752357 41.8594006, 2.3752864 41.8593748, 2.3753184 41.859347, 2.3753477 41.8593211, 2.3753797 41.8592933, 2.3754144 41.8592655, 2.3754598 41.8592397, 2.3755078 41.8592158, 2.3755611 41.859192, 2.3756038 41.8591761, 2.3756545 41.8591662, 2.3756998 41.8591662, 2.3757505 41.8591662, 2.3758119 41.8591662, 2.3758599 41.8591662, 2.3759052 41.8591662, 2.3759559 41.8591662, 2.3760093 41.8591662, 2.3760573 41.8591662, 2.3761026 41.8591801, 2.3761426 41.859194, 2.3764307 41.8592873, 2.3764761 41.8592893, 2.3765268 41.8592893, 2.3765748 41.8592893, 2.3766281 41.8592893, 2.3766788 41.8592893, 2.3767295 41.8592854, 2.3767748 41.8592854, 2.3768229 41.8592814, 2.3768709 41.8592734, 2.3769189 41.8592595, 2.3769642 41.8592417, 2.3770069 41.8592218, 2.3770469 41.8592019, 2.3770869 41.859186, 2.3771296 41.8591602, 2.3771643 41.8591344, 2.3771963 41.8591066, 2.3772283 41.8590728, 2.3772497 41.859037, 2.377255 41.8590013, 2.3772657 41.8589635, 2.3772817 41.8589317, 2.3773003 41.858894, 2.377327 41.8588662, 2.377351 41.8588364, 2.377391 41.8588125, 2.3774337 41.8587966, 2.3774791 41.8587847, 2.3775297 41.8587708, 2.3775858 41.8587668, 2.3776418 41.8587589, 2.3776871 41.8587529, 2.3777432 41.8587489, 2.3777885 41.858745, 2.3778392 41.858743, 2.3778899 41.858735, 2.3779405 41.8587311, 2.3779912 41.8587172, 2.3780419 41.8587013, 2.3780953 41.8586774, 2.3781379 41.8586595, 2.378186 41.8586397, 2.378226 41.8586258, 2.3782713 41.8586079, 2.3783167 41.858592, 2.37837 41.8585761, 2.378418 41.8585662, 2.3784714 41.8585562, 2.3785354 41.8585483, 2.3785994 41.8585344, 2.3786474 41.8585244, 2.3788582 41.8584827, 2.3788822 41.8584529, 2.3789035 41.8584211, 2.3789275 41.8583874, 2.3789489 41.8583536, 2.3789675 41.8583218, 2.3789889 41.858288, 2.3790076 41.8582562, 2.3790262 41.8582264, 2.3790289 41.8581907, 2.3790236 41.8581549, 2.3790209 41.8581191, 2.3790076 41.8580834, 2.3789915 41.8580476, 2.3789862 41.8580119, 2.3789862 41.8579761, 2.3789862 41.8579423, 2.3789889 41.8579046, 2.3790102 41.8578708, 2.3790342 41.857839, 2.3790689 41.8578072, 2.3791116 41.8577913, 2.3793543 41.857688, 2.379397 41.8576662, 2.3794424 41.8576542, 2.3794877 41.8576463, 2.3795357 41.8576324, 2.3795811 41.8576224, 2.3796318 41.8576085, 2.3796824 41.8575946, 2.3797358 41.8575787, 2.3797838 41.8575668, 2.3798292 41.8575589, 2.3798825 41.857541, 2.3799305 41.8575271, 2.3799759 41.8575092, 2.3800239 41.8574993, 2.3800799 41.8574873, 2.3801252 41.8574734, 2.3801679 41.8574635, 2.3802079 41.8574496, 2.3802533 41.8574317, 2.3802853 41.8574079, 2.3803146 41.8573801, 2.380336 41.8573503, 2.3803627 41.8573145, 2.380376 41.8572767, 2.3803867 41.857239, 2.3803973 41.8571973, 2.3804027 41.8571615, 2.3804107 41.8571238, 2.3804187 41.857086, 2.3804373 41.8570522, 2.3804614 41.8570204, 2.3804987 41.8570006, 2.3805414 41.8569787, 2.3805841 41.8569608, 2.3806267 41.856941, 2.3806641 41.8569151, 2.3806988 41.8568893, 2.3807228 41.8568595, 2.3807494 41.8568317, 2.3807788 41.8568019, 2.3809575 41.8566469, 2.3809895 41.8566171, 2.3810269 41.8565953, 2.3810669 41.8565714, 2.3810962 41.8565416, 2.3811202 41.8565098, 2.3811389 41.8564761, 2.3811629 41.8564443, 2.3811976 41.8564105, 2.3812269 41.8563807, 2.3812589 41.8563549, 2.381299 41.8563251, 2.3813363 41.8562913, 2.381371 41.8562655, 2.3814137 41.8562456, 2.3814563 41.8562237, 2.3814963 41.8562039, 2.381539 41.856186, 2.3815817 41.8561641, 2.3816191 41.8561323, 2.3816457 41.8560966, 2.3816751 41.8560628, 2.3816964 41.856031, 2.3817151 41.8559953, 2.3817338 41.8559595, 2.3817391 41.8559198, 2.3817498 41.85588, 2.3817524 41.8558443, 2.3817524 41.8558065, 2.3817524 41.8557707, 2.3817444 41.8555303, 2.3817444 41.8554946, 2.3817444 41.8554588, 2.3817444 41.8554211, 2.3817444 41.8553714, 2.3817418 41.8553356, 2.3817391 41.8553018, 2.3817311 41.8552641, 2.3817151 41.8552303, 2.3816964 41.8551965, 2.3816804 41.8551648, 2.3816511 41.855133, 2.3816244 41.8550893, 2.381595 41.8550614, 2.3815657 41.8550356, 2.381539 41.8550038, 2.3815124 41.854978, 2.381483 41.8549482, 2.3814563 41.8549144, 2.3814243 41.8548806, 2.381395 41.8548528, 2.3813683 41.854825, 2.3812749 41.8545747, 2.3810189 41.8542011, 2.3809842 41.8541793, 2.3808908 41.8540859, 2.3808615 41.8540561, 2.3808268 41.8540263, 2.3807921 41.8540024, 2.3807601 41.8539786, 2.3807228 41.8539607, 2.3806854 41.8539408, 2.3806454 41.853923, 2.3806054 41.853913, 2.3805574 41.8539031, 2.3805067 41.8538912, 2.3804587 41.8538852, 2.380416 41.8538733, 2.3803707 41.8538594, 2.380328 41.8538455, 2.3802933 41.8538236, 2.3802586 41.8537998, 2.3802239 41.8537739, 2.3802053 41.8537382, 2.3801893 41.8537044, 2.3801759 41.8536706, 2.3801599 41.8536329, 2.3801466 41.8535971, 2.3801279 41.8535673, 2.3799865 41.8533706, 2.3799732 41.8533348, 2.3798797 41.8531657)"
2811,12234828548,12234828596,"LINESTRING (2.3770255 41.8615045, 2.3769696 41.8615264, 2.3766015 41.8616316, 2.3765561 41.8616495, 2.3765054 41.8616634, 2.3764627 41.8616793, 2.3764121 41.8616932, 2.3763667 41.8617052, 2.3763187 41.8617191, 2.3762733 41.861735, 2.3762333 41.8617508, 2.3761907 41.8617648, 2.3761506 41.8617866, 2.3761266 41.8618144, 2.3761053 41.8618442, 2.3760866 41.861876, 2.3760626 41.8619098, 2.3760413 41.8619396, 2.3760146 41.8619714, 2.3759879 41.8619992, 2.3759639 41.862029, 2.3759452 41.8620608, 2.3759319 41.8620985, 2.3759266 41.8621382, 2.3759266 41.862172, 2.3759266 41.8622058, 2.3759372 41.8622396, 2.3759559 41.8622753, 2.3759666 41.8623091, 2.3759773 41.8623449, 2.3759879 41.8623806, 2.3759959 41.8624184, 2.3759959 41.8624561, 2.3759959 41.8624899, 2.3759906 41.8625276)"
2812,12234828549,12234828596,"LINESTRING (2.3737285 41.8631117, 2.3738993 41.863062, 2.3739419 41.8630521, 2.37399 41.8630402, 2.3740353 41.8630302, 2.3740833 41.8630283, 2.3741313 41.8630302, 2.3741793 41.8630342, 2.3742274 41.8630382, 2.3742754 41.8630402, 2.3743234 41.8630441, 2.3743714 41.8630461, 2.3744114 41.863062, 2.3744461 41.8630859, 2.3744621 41.8631176, 2.3744941 41.8631395, 2.3745448 41.8631415, 2.3745875 41.8631276, 2.3746275 41.8631077, 2.3746728 41.8630938, 2.3747129 41.8630799, 2.3747555 41.863064, 2.3748089 41.8630521, 2.3748542 41.8630521, 2.3749076 41.863062, 2.3749503 41.8630819, 2.3749903 41.8630938, 2.3750356 41.8631018, 2.3750836 41.8631057, 2.3751343 41.8631037, 2.3751823 41.8630958, 2.3752357 41.8630898, 2.375281 41.8630799, 2.3753264 41.863066, 2.3753691 41.8630501, 2.3754144 41.8630322, 2.3754491 41.8630084, 2.3754811 41.8629826, 2.3755158 41.8629587, 2.3755505 41.8629329, 2.3755931 41.8629031, 2.3756251 41.8628773, 2.3756705 41.8628415, 2.3756972 41.8628097, 2.3759212 41.862625, 2.3759532 41.8625912, 2.3759719 41.8625594, 2.3759906 41.8625276)"
2813,12234828956,12234828967,"LINESTRING (2.3798797 41.8531657, 2.3799545 41.8531441, 2.3799865 41.8530885)"
2814,12234828967,12234828968,"LINESTRING (2.3799865 41.8530885, 2.3800746 41.8530567, 2.3802133 41.8528977, 2.3803306 41.8528103, 2.3805254 41.8526871, 2.3807281 41.8525997, 2.3809442 41.8525182, 2.3810509 41.8524288, 2.3809949 41.8523215, 2.3807734 41.8520803)"
2815,12254679345,12324075337,"LINESTRING (2.3023919 41.876408, 2.3024006 41.876261, 2.3024135 41.8762326)"
2816,12254679397,12254681904,"LINESTRING (2.3020758 41.8775146, 2.3023082 41.8774175, 2.3024081 41.8772732, 2.3024917 41.8770698, 2.3024836 41.8769362)"
2817,12254681901,12254681904,"LINESTRING (2.301982 41.8773051, 2.3022613 41.8771548, 2.3024306 41.8770106, 2.3024836 41.8769362)"
2818,12254681944,12254681949,"LINESTRING (2.3058354 41.8759829, 2.3057946 41.8760603, 2.3058232 41.876288, 2.3058313 41.8764231, 2.3057946 41.8765081, 2.3057162 41.8766199)"
2819,12254681949,12254681982,"LINESTRING (2.3057162 41.8766199, 2.3056295 41.8766326, 2.3055051 41.8766933, 2.3052849 41.8767935, 2.3051055 41.8768284, 2.3049261 41.8768254, 2.3048384 41.8767844, 2.3047548 41.8766539, 2.3047038 41.8763305, 2.3046468 41.8761134)"
2820,12254681949,12254681952,"LINESTRING (2.3057162 41.8766199, 2.3057538 41.8766144, 2.3058639 41.8766159, 2.3060474 41.8766053, 2.3064878 41.876455, 2.3066326 41.8763244, 2.3068079 41.8762303, 2.3070036 41.8761544, 2.3071341 41.8761058, 2.3072136 41.8760436, 2.3072402 41.8759662)"
2821,12254681952,12254681982,"LINESTRING (2.3072402 41.8759662, 2.3071933 41.8758721, 2.3071117 41.8758447, 2.3068324 41.8757961, 2.3066102 41.8757202, 2.3064348 41.8756838, 2.3062452 41.8757035, 2.305919 41.8757081, 2.3056906 41.8756975, 2.3055357 41.875696, 2.3054501 41.8757187, 2.3053257 41.8757855, 2.3051483 41.8758645, 2.3050097 41.8759328, 2.304816 41.876033, 2.3046468 41.8761134)"
2822,12254681952,12254738685,"LINESTRING (2.3072402 41.8759662, 2.3075725 41.8759296, 2.3077228 41.8759412)"
2823,12254738681,12254738685,"LINESTRING (2.3084431 41.8758932, 2.3082284 41.8759441, 2.3079961 41.8759441, 2.3077228 41.8759412)"
2824,12254738685,12254738712,"LINESTRING (2.3077228 41.8759412, 2.3080117 41.8759863, 2.3082928 41.8759863, 2.3083631 41.8759863, 2.3084334 41.8759863, 2.3084997 41.8759921, 2.3085661 41.8760066, 2.3086364 41.8760211, 2.3087067 41.8760328, 2.3087769 41.8760444, 2.3088511 41.8760502, 2.3089292 41.8760502, 2.3090034 41.8760502, 2.3090775 41.8760531, 2.3091556 41.8760647, 2.3092298 41.8760764, 2.309304 41.8760851, 2.3093742 41.8760996, 2.3094523 41.8761084, 2.3095187 41.8761113, 2.3095929 41.8761113, 2.3096592 41.8761113, 2.3097295 41.8761113, 2.3097998 41.8761142, 2.3098701 41.8761229, 2.3099559 41.8761316, 2.3102644 41.8761549, 2.3103385 41.8761432)"
2825,12254738712,12254739242,"LINESTRING (2.3103385 41.8761432, 2.3104088 41.8761287, 2.310483 41.8761142, 2.3105494 41.8760996, 2.3106157 41.8760851, 2.310686 41.8760647, 2.3107563 41.8760473, 2.3108226 41.8760241, 2.310889 41.8759979, 2.3109515 41.8759717, 2.3110139 41.8759398, 2.3110803 41.8759136, 2.3111506 41.8759049, 2.3112209 41.875902, 2.3112911 41.8758991, 2.3113809 41.8758991, 2.3114551 41.8758991, 2.3115332 41.8758991, 2.3116035 41.8758932, 2.3116776 41.8758816, 2.3117557 41.87587, 2.311826 41.8758642, 2.3119041 41.8758555, 2.3119704 41.8758409, 2.3120368 41.8758206, 2.3121032 41.8757944, 2.3121617 41.8757653, 2.3122359 41.8757741, 2.3123023 41.8757973, 2.3123686 41.8758264, 2.3124194 41.8758613, 2.312478 41.8758845, 2.3125482 41.8758845, 2.3126263 41.8758758, 2.3128527 41.8758525, 2.3129191 41.8758613, 2.3129816 41.8758903, 2.3130011 41.8759398, 2.3130011 41.8759892, 2.3129894 41.8760473, 2.312966 41.8760996, 2.3129464 41.8761461, 2.3129191 41.8761927, 2.3129074 41.8762421, 2.3128762 41.8762857, 2.3128606 41.8763351, 2.3128371 41.8763787, 2.3128176 41.8764281, 2.3127942 41.8764717, 2.3127669 41.8765153, 2.3127434 41.8765894)"
