id,u,v,geometry
986,2827724966,2827724990,"LINESTRING (2.473657 41.841539, 2.47374 41.841547, 2.474346 41.841689, 2.474427 41.841699, 2.47452 41.841697, 2.474707 41.841659)"
987,2827724966,3706591795,"LINESTRING (2.473657 41.841539, 2.4736439 41.8413615, 2.473555 41.841301, 2.4733172 41.841227, 2.4729963 41.8412068, 2.4724435 41.8413105, 2.4715194 41.8415812, 2.47133 41.8415956, 2.471129 41.8415467, 2.4709125 41.8414919, 2.4706109 41.841443, 2.4705104 41.8413796, 2.4705104 41.8413018, 2.4706302 41.841227, 2.4708042 41.8411953, 2.4709511 41.8411837, 2.4710671 41.8411665, 2.4711444 41.8411319, 2.471214 41.8410513, 2.4712759 41.840625, 2.4712334 41.8404896, 2.4711444 41.8404262, 2.4710091 41.8403859, 2.4707694 41.8403398, 2.4706302 41.8402707, 2.4705722 41.8401411, 2.4705181 41.8398991, 2.470348 41.8397263, 2.4699768 41.8394296, 2.4697681 41.839205, 2.4695477 41.8390609, 2.4693853 41.8390321, 2.4690142 41.839035, 2.468094 41.8390293, 2.4675566 41.8391272, 2.4671661 41.8392827, 2.4666635 41.8396629, 2.4660604 41.8401728, 2.4658787 41.8403974, 2.4659328 41.8405414, 2.4660334 41.8407114, 2.4659831 41.840818, 2.4658594 41.84089, 2.4657086 41.840913, 2.4655385 41.840913, 2.4653761 41.8409072, 2.4652215 41.8409159, 2.4650166 41.8408842, 2.464947 41.8407892, 2.4649856 41.8406653, 2.4651171 41.8405587, 2.4652833 41.8404982, 2.4655076 41.8404378, 2.4656274 41.8403283, 2.4657473 41.8401728, 2.4658246 41.8400345, 2.4658517 41.8397926, 2.4660102 41.8395362, 2.4664625 41.8389227, 2.4669226 41.8382861, 2.4670966 41.8381363, 2.4672125 41.8381018, 2.4674136 41.8381248, 2.4680515 41.8382343, 2.4682873 41.8381911, 2.4685154 41.8381853, 2.4686856 41.8381853, 2.4687783 41.8381421, 2.4688982 41.8380442, 2.4690258 41.8379693, 2.4691495 41.8379203, 2.4692191 41.8378857, 2.4693235 41.8378368, 2.4693969 41.837782, 2.4693931 41.83771, 2.4693351 41.8376956, 2.4691456 41.837736, 2.4689716 41.8377936, 2.4688441 41.8378627, 2.4687126 41.8379549, 2.4686005 41.8379952, 2.4683569 41.837975, 2.4680051 41.8378886, 2.4678582 41.8377965, 2.4678234 41.8376726, 2.4677925 41.8374681, 2.4675489 41.8372636, 2.4670814 41.8370907)"
988,2827724966,2827725125,"LINESTRING (2.473657 41.841539, 2.473533 41.841546, 2.472766 41.84179, 2.472581 41.841839, 2.472166 41.841993, 2.471986 41.842028, 2.471532 41.84215, 2.471352 41.842212, 2.471185 41.842315, 2.471087 41.842363, 2.471023 41.842384, 2.470887 41.842407, 2.470715 41.84247, 2.470643 41.842518, 2.470293 41.8427905)"
989,2827724990,3524294593,"LINESTRING (2.474707 41.841659, 2.474781 41.841627, 2.4747464 41.841555, 2.4747077 41.8414844, 2.4746285 41.8414037, 2.4745231 41.8413746, 2.4742952 41.8413475, 2.4741951 41.8413411, 2.4741416 41.8411893)"
990,2827725123,2827725125,"LINESTRING (2.4700544 41.8425664, 2.470293 41.8427905)"
991,2827725125,2827725131,"LINESTRING (2.470293 41.8427905, 2.470246 41.842843, 2.470066 41.842935, 2.4699515 41.8429744)"
992,2827725126,2827725132,"LINESTRING (2.468875 41.8428201, 2.4689672 41.8428278, 2.4690944 41.84284, 2.4692659 41.8429158, 2.4695564 41.8430851)"
993,2827725131,2827725132,"LINESTRING (2.4699515 41.8429744, 2.4695564 41.8430851)"
994,2827725131,2827725142,"LINESTRING (2.4699515 41.8429744, 2.4698951 41.8431499, 2.4698303 41.843271)"
995,2827725132,2827725156,"LINESTRING (2.4695564 41.8430851, 2.4693994 41.8431122, 2.4692409 41.8432102, 2.4691288 41.843239, 2.469036 41.8431986, 2.4688775 41.8431813, 2.4687383 41.8431813, 2.4686301 41.8432044, 2.4685295 41.8432764, 2.4684445 41.8433801, 2.4680811 41.8439763, 2.468054 41.844031, 2.4680209 41.8441638, 2.4681255 41.8443279, 2.4682126 41.8444688, 2.468255 41.8446934, 2.4682744 41.8448691)"
996,2827725132,2827725142,"LINESTRING (2.4695564 41.8430851, 2.4698303 41.843271)"
997,2827725156,2827725169,"LINESTRING (2.4682744 41.8448691, 2.4683246 41.8450016, 2.4682628 41.845137, 2.4682396 41.8452493, 2.468228 41.8453271, 2.468255 41.8453789, 2.4683478 41.8454019, 2.4684909 41.8453904)"
998,2827725156,2827725175,"LINESTRING (2.4682744 41.8448691, 2.4682666 41.8449872, 2.468228 41.8450621, 2.46817 41.84516, 2.4680347 41.8452435, 2.4678916 41.8452954, 2.4677872 41.8453415, 2.4677447 41.8453789, 2.4677563 41.8454394, 2.4678414 41.8454739, 2.4679419 41.8454768, 2.4680579 41.8454912, 2.4681468 41.8455344)"
999,2827725176,4835223837,"LINESTRING (2.448423 41.8510189, 2.4484984 41.8509999, 2.4485738 41.8509913, 2.4487246 41.8510313, 2.4487796 41.8511046, 2.4488115 41.8512217, 2.448818 41.851462, 2.44885 41.851538, 2.448921 41.851631, 2.449065 41.851724, 2.449202 41.851781, 2.449798 41.851969, 2.450098 41.85203, 2.450252 41.852042, 2.45054 41.852029, 2.450728 41.852001, 2.450975 41.851935, 2.451057 41.851885, 2.4510995 41.8518618, 2.451211 41.851588, 2.451354 41.851341, 2.451454 41.851232)"
1000,2827725176,9015321303,"LINESTRING (2.448423 41.8510189, 2.4480358 41.8510418, 2.4477457 41.8510237, 2.4475336 41.8510494)"
1001,2827725176,2827725353,"LINESTRING (2.448423 41.8510189, 2.4484577 41.8511287, 2.4485555 41.8514342, 2.4485799 41.85159, 2.4486723 41.8521807, 2.448713 41.8522637, 2.4488977 41.8524357, 2.4489955 41.8525044, 2.4491313 41.8526359, 2.4490987 41.8527411, 2.4489737 41.8528787, 2.4489058 41.8530345, 2.4488651 41.8531397, 2.4487646 41.8532186, 2.4487592 41.8532773, 2.4488407 41.8533096, 2.4488732 41.8533379, 2.4489466 41.8533562, 2.4490335 41.8533015, 2.4491095 41.8532044, 2.449172 41.8531377, 2.4492399 41.8530992, 2.449373 41.8530608, 2.4494436 41.8530365, 2.449536 41.8529819, 2.4496772 41.8528645, 2.4498103 41.8527614, 2.4499732 41.8526946, 2.4501661 41.8526865, 2.4508125 41.8527432, 2.4510461 41.852818, 2.4511194 41.8529091, 2.4511411 41.8530446, 2.4513367 41.8532449, 2.4516029 41.8533481, 2.4517441 41.853427, 2.4517876 41.8535301, 2.4518446 41.8536191, 2.4519614 41.8536495, 2.4524313 41.8538498)"
1002,2827725307,2827725331,"LINESTRING (2.4507283 41.8532327, 2.4508234 41.8532833, 2.4508695 41.8533177, 2.4509103 41.8533683, 2.4509483 41.8534189, 2.4509863 41.8534512, 2.4510434 41.8534755, 2.4511248 41.8534978, 2.4512308 41.853514, 2.4513258 41.8535099, 2.4514073 41.853514)"
1003,2827725309,2827725353,"LINESTRING (2.4530723 41.853257, 2.4529853 41.853344, 2.4529365 41.8534472, 2.452969 41.8535827, 2.4530342 41.8537689, 2.4530831 41.8539489, 2.4530723 41.8540217, 2.4529799 41.8540561, 2.4528658 41.8540804, 2.4527708 41.8540946, 2.4526621 41.8540844, 2.4525888 41.8540319, 2.4525046 41.8539489, 2.4524313 41.8538498)"
1004,2827725331,2827725369,"LINESTRING (2.4514073 41.853514, 2.4514453 41.8535483, 2.4515051 41.8535868, 2.4515431 41.8536272, 2.451573 41.853692, 2.4515757 41.8537385, 2.4515839 41.8538053, 2.451611 41.8538579, 2.4516626 41.85387, 2.4517631 41.8538902, 2.4518283 41.8539307, 2.4518718 41.8539995, 2.4519234 41.8540683, 2.4519886 41.8541209)"
1005,2827725331,2827725353,"LINESTRING (2.4514073 41.853514, 2.4514399 41.8534816, 2.4514834 41.8534796, 2.4515295 41.8534877, 2.4515839 41.853516, 2.4516137 41.8535423, 2.4516762 41.8536252, 2.4516871 41.8536798, 2.4517441 41.8537264, 2.4518174 41.8537365, 2.4518989 41.8537365, 2.4520211 41.8537426, 2.4520945 41.8538053, 2.4521895 41.8538356, 2.4523226 41.8538599, 2.4524313 41.8538498)"
1006,2827725374,2827725513,"LINESTRING (2.3660154 41.8889881, 2.3659957 41.8893071, 2.3659875 41.889398, 2.3660114 41.8894669, 2.3660534 41.8895349, 2.3660703 41.8895729, 2.3660739 41.8896189, 2.3660491 41.8896901, 2.3659401 41.8898489, 2.3657975 41.8900397, 2.3656325 41.8902287, 2.3653688 41.8904523, 2.3648523 41.8907333, 2.3646246 41.8909119, 2.3645538 41.8910117)"
1007,2827725380,2827725387,"LINESTRING (2.3566084 41.8903905, 2.3566743 41.8905274, 2.3567126 41.8905894, 2.3567629 41.8906562)"
1008,2827725380,2827725389,"LINESTRING (2.3565029 41.8906836, 2.3565696 41.8905868, 2.3566052 41.8905104, 2.3566084 41.8903905)"
1009,2827725387,2827725389,"LINESTRING (2.3565029 41.8906836, 2.3566832 41.8906493, 2.3567629 41.8906562)"
1010,2827725387,2827725390,"LINESTRING (2.3567629 41.8906562, 2.3568364 41.8906843)"
1011,2827725389,2827725397,"LINESTRING (2.356425 41.890733, 2.3564573 41.8907125, 2.3565029 41.8906836)"
1012,2827725390,2827725391,"LINESTRING (2.3568364 41.8906843, 2.3569581 41.8906856, 2.3570524 41.8906858, 2.3572084 41.8906711)"
1013,2827725390,2827725502,"LINESTRING (2.3568364 41.8906843, 2.3569143 41.8907344, 2.3569657 41.8907985, 2.3569777 41.8908252)"
1014,2827725391,12215536398,"LINESTRING (2.3572084 41.8906711, 2.357402 41.8906693, 2.3575982 41.8906943, 2.358443 41.8908662, 2.3590995 41.8909982, 2.3597944 41.8911564)"
1015,2827725391,2827725502,"LINESTRING (2.3572084 41.8906711, 2.3570999 41.8907187, 2.3570125 41.890775, 2.3569777 41.8908252)"
1016,2827725397,2827725510,"LINESTRING (2.3560008 41.8909195, 2.3561116 41.8908803, 2.3562541 41.8908275, 2.356425 41.890733)"
1017,2827725397,2827725511,"LINESTRING (2.3563531 41.8909256, 2.3563545 41.8908428, 2.3563797 41.8907852, 2.356425 41.890733)"
1018,2827725502,2827725508,"LINESTRING (2.3569777 41.8908252, 2.3569874 41.8908653, 2.3569883 41.8908997)"
1019,2827725508,2827725526,"LINESTRING (2.3569883 41.8908997, 2.3569816 41.8909373, 2.35696 41.8909858, 2.3569282 41.8910266, 2.3568685 41.8910733, 2.356828 41.8910938)"
1020,2827725510,12213795658,"LINESTRING (2.3560008 41.8909195, 2.3557467 41.8910418, 2.3554262 41.8912424, 2.3547007 41.8916777, 2.3541825 41.8919806, 2.3531472 41.8925372, 2.3522125 41.8929809, 2.3515782 41.8932203, 2.3509412 41.8933897, 2.3504881 41.8934803, 2.3500544 41.893533, 2.3497191 41.8935653, 2.3493745 41.893574, 2.3491844 41.8935483)"
1021,2827725510,2827725511,"LINESTRING (2.3563531 41.8909256, 2.3562697 41.890907, 2.3561811 41.8908981, 2.3560008 41.8909195)"
1022,2827725511,2827725517,"LINESTRING (2.3563858 41.8909983, 2.3563531 41.8909256)"
1023,2827725513,2827725560,"LINESTRING (2.3645538 41.8910117, 2.3643496 41.8910442, 2.3642306 41.891062, 2.3641438 41.8911036, 2.3638642 41.8912918, 2.3632945 41.8915895, 2.3631367 41.8917057)"
1024,2827725517,2827725531,"LINESTRING (2.3565798 41.891116, 2.3565406 41.8911054, 2.3564506 41.8910614, 2.3563858 41.8909983)"
1025,2827725526,2827725531,"LINESTRING (2.356828 41.8910938, 2.3567832 41.8911096, 2.3566494 41.8911249, 2.3565798 41.891116)"
1026,2827725550,2827725560,"LINESTRING (2.3613772 41.8914159, 2.3615556 41.8914444, 2.3617179 41.8915008, 2.3618753 41.8915925, 2.3619601 41.8916833, 2.3620177 41.8917791, 2.3620762 41.8918019, 2.3622493 41.8917833, 2.3626906 41.8917202, 2.3629403 41.89169, 2.3630499 41.8916825, 2.3631367 41.8917057)"
1027,2827725560,2827725585,"LINESTRING (2.3631367 41.8917057, 2.3631617 41.8917598, 2.3631184 41.8918228, 2.3630016 41.8918895, 2.3628377 41.8919658, 2.3625923 41.8920768, 2.3624708 41.8922063, 2.3623584 41.8923051)"
1028,2827725570,8420339509,"LINESTRING (2.3568728 41.8919763, 2.3569044 41.8921277, 2.3569025 41.8922009, 2.3568428 41.8923551, 2.3566544 41.892734, 2.3565299 41.8928706, 2.3564859 41.8929524, 2.3564862 41.8930129, 2.3565101 41.8930915, 2.3570535 41.8932453, 2.3575149 41.8933523, 2.3579923 41.8934593, 2.3581426 41.8934999, 2.358419 41.8936164, 2.3585537 41.893807, 2.3585737 41.8940391, 2.3585918 41.8941816, 2.3586152 41.8942283, 2.3587475 41.8943085, 2.3588914 41.8943126, 2.3594206 41.8942283, 2.3596452 41.8942517, 2.3598015 41.8943978, 2.3599552 41.8946244, 2.3601303 41.8948101, 2.3607142 41.8952046, 2.360795 41.8952781, 2.3608983 41.8955155, 2.3610319 41.8956234, 2.3617539 41.8960218, 2.3621111 41.8962644, 2.362373 41.8964081, 2.3625089 41.8965198, 2.3626638 41.896784, 2.3627758 41.8969164, 2.3630278 41.8971805, 2.3630489 41.8972501, 2.3629673 41.8973176, 2.3628774 41.8973851, 2.3628833 41.8974299, 2.3629698 41.8974847, 2.3630911 41.8974764, 2.3632813 41.8974271, 2.3633791 41.8974127)"
1029,2827725585,12215536398,"LINESTRING (2.3623584 41.8923051, 2.3621014 41.8921133, 2.3618593 41.8919662, 2.3616052 41.8918147, 2.3610369 41.8915503, 2.3603831 41.8913216, 2.3598714 41.8911739, 2.3597944 41.8911564)"
1030,2830897238,2830897249,"LINESTRING (2.445533 41.8546226, 2.4454078 41.8548875, 2.4453238 41.8549673, 2.4452272 41.8550189, 2.4451284 41.8550643, 2.4448721 41.8550862, 2.4447062 41.8550721, 2.4445822 41.8550486, 2.4444751 41.8550392, 2.4443176 41.8550314, 2.4440781 41.8548953, 2.4439621 41.854934)"
1031,2830897249,11900569325,"LINESTRING (2.4439621 41.854934, 2.443928 41.854923, 2.443831 41.854862, 2.4437646 41.8547606)"
1032,2838585456,3024205935,"LINESTRING (2.4497273 41.8235679, 2.449656 41.823715, 2.449611 41.823777, 2.449532 41.823827)"
1033,2838585456,2838585471,"LINESTRING (2.4497273 41.8235679, 2.449692 41.823644, 2.44971 41.824025, 2.449783 41.8242, 2.449796 41.824304, 2.44973 41.824454, 2.4496 41.82457, 2.449385 41.824713, 2.449216 41.824796, 2.449067 41.82485, 2.448699 41.824917, 2.448198 41.824929, 2.448038 41.824957, 2.447494 41.825161, 2.447254 41.825236, 2.447113 41.825298, 2.447012 41.825391, 2.446912 41.825606, 2.446842 41.825664, 2.446763 41.825688, 2.446696 41.825672, 2.446641 41.825618, 2.446507 41.825191, 2.446477 41.825135, 2.4463729 41.8250644)"
1034,2838585456,3899327745,"LINESTRING (2.4497273 41.8235679, 2.449769 41.823478, 2.44986 41.823354, 2.449964 41.823284, 2.45005 41.823257, 2.450214 41.823233, 2.450387 41.823251, 2.450751 41.823403, 2.451459 41.823783, 2.4515476 41.8238477, 2.451611 41.823894, 2.451791 41.824059, 2.452275 41.824291, 2.4523455 41.8243329, 2.452445 41.824392, 2.452566 41.8245631)"
1035,2838585471,4954639133,"LINESTRING (2.4463729 41.8250644, 2.4463593 41.8250948, 2.4463243 41.8251838, 2.446336 41.8253055, 2.4463185 41.8254771, 2.4462456 41.8255922, 2.446234 41.8257203, 2.4460882 41.8258268, 2.4459308 41.8259267, 2.4458084 41.8260505, 2.4455606 41.8262547, 2.4454557 41.8263589, 2.4453187 41.8264089, 2.4451642 41.826474, 2.4449952 41.826574, 2.4448902 41.8266587, 2.4447765 41.8267369, 2.4446629 41.8268433, 2.4444784 41.8269433, 2.4444299 41.8270185, 2.4444645 41.8271431, 2.4445346 41.8271865, 2.4446046 41.8272191, 2.4447445 41.8271778, 2.4448348 41.8271409, 2.4449135 41.8271061, 2.4450505 41.8270149, 2.4452429 41.8268976, 2.4454003 41.8267673, 2.4454994 41.8267108, 2.4456685 41.8267021, 2.4459658 41.8267564, 2.4462777 41.8267846, 2.4464701 41.8268064, 2.4465838 41.8268281, 2.4466246 41.8268759, 2.4465954 41.8269237, 2.4464759 41.8269215, 2.4462019 41.8268867, 2.4459512 41.8268954, 2.4457559 41.8269019, 2.4456393 41.8269171, 2.445551 41.827006, 2.445435 41.827424, 2.445358 41.827531, 2.445238 41.827642, 2.445169 41.827735, 2.445104 41.827914, 2.445042 41.827994, 2.444803 41.828185, 2.444538 41.828348, 2.444465 41.828429, 2.444372 41.828738, 2.44429 41.828809, 2.444054 41.828907, 2.443964 41.829011, 2.443938 41.82908, 2.44392 41.829237, 2.44389 41.829292, 2.44383 41.829346, 2.443505 41.829526, 2.443437 41.829636, 2.443322 41.83009, 2.443322 41.830195, 2.44344 41.830391, 2.443412 41.830486, 2.443347 41.830531, 2.443163 41.830593, 2.443046 41.830653, 2.442962 41.830726, 2.442869 41.830899, 2.442859 41.831005, 2.442871 41.831057, 2.442933 41.83115, 2.443053 41.831273, 2.443084 41.831339, 2.443057 41.83144, 2.442983 41.831478, 2.44274 41.831451, 2.442616 41.83147, 2.442589 41.831515, 2.442617 41.831551, 2.442695 41.831585, 2.443073 41.831691, 2.443224 41.831694, 2.443337 41.83164, 2.443383 41.831545, 2.443419 41.831277, 2.443462 41.831158, 2.443525 41.831074, 2.443644 41.831, 2.443752 41.830979, 2.444081 41.831004, 2.444166 41.830967, 2.444212 41.830917, 2.444268 41.830809, 2.444336 41.830594, 2.444423 41.830503, 2.444509 41.83034, 2.444705 41.830045, 2.44477 41.829971, 2.445025 41.829748, 2.445338 41.829411, 2.44572 41.828955, 2.445828 41.828886, 2.44602 41.828813, 2.446202 41.828768, 2.446294 41.828773, 2.446367 41.828798, 2.447001 41.829228, 2.447112 41.829279, 2.44773 41.829369)"
1036,2838585471,2838586213,"LINESTRING (2.4463729 41.8250644, 2.446126 41.824986, 2.445782 41.824969, 2.445441 41.824897, 2.445138 41.824793, 2.445066 41.824749, 2.445013 41.824691, 2.444887 41.824453, 2.444602 41.823996, 2.444539 41.823921, 2.443983 41.823459, 2.443776 41.823313, 2.443446 41.822916, 2.443157 41.822733, 2.442959 41.822653, 2.442903 41.822646, 2.442322 41.822698, 2.44202 41.822741, 2.441946 41.822734, 2.441865 41.822673, 2.44184 41.822603, 2.441883 41.822272, 2.4419274 41.8221217, 2.4419003 41.8220259, 2.4418169 41.821994, 2.4417492 41.8220175, 2.4417131 41.8220864, 2.441704 41.822233, 2.441491 41.822488, 2.441222 41.822712, 2.441123 41.822772, 2.440965 41.822808, 2.440824 41.822805, 2.440666 41.822768, 2.440463 41.822647, 2.440257 41.822566, 2.439562 41.822527, 2.439219 41.822597, 2.43895 41.822623, 2.438839 41.822648, 2.438674 41.822714, 2.438537 41.82273, 2.438421 41.822713, 2.438129 41.822621, 2.438019 41.822609, 2.437859 41.822621, 2.437781 41.822637, 2.437362 41.822788, 2.436985 41.82288, 2.436742 41.822918, 2.436083 41.822827, 2.435678 41.822839, 2.435495 41.822877)"
1037,2838586213,4954638640,"LINESTRING (2.435495 41.822877, 2.4352666 41.8229334, 2.4348666 41.8231067, 2.4346136 41.8231373, 2.4342786 41.8231118, 2.4339264 41.8230226, 2.4334991 41.823094, 2.4331436 41.8235643)"
1038,2838586213,4954638638,"LINESTRING (2.435495 41.822877, 2.435298 41.822956, 2.43514 41.823051, 2.434879 41.823257, 2.434582 41.823458, 2.434322 41.823744, 2.434154 41.824105, 2.434194 41.824413, 2.4341399 41.8244534)"
1039,2838586497,8364678579,"LINESTRING (2.4172903 41.8240615, 2.4173814 41.8241859, 2.4173359 41.8243442, 2.41715 41.8246834, 2.417178 41.82485, 2.417282 41.82497, 2.417433 41.825083, 2.417513 41.82518, 2.417638 41.825421, 2.417719 41.8255, 2.417824 41.825518, 2.41799 41.825504, 2.418111 41.825474, 2.418248 41.825366, 2.418391 41.825295, 2.41855 41.82526, 2.418774 41.825243, 2.419108 41.825262, 2.419423 41.825304, 2.419717 41.825399, 2.420008 41.825531, 2.420096 41.825536, 2.420133 41.825522, 2.420175 41.825469, 2.420158 41.825262, 2.420178 41.825194, 2.420324 41.82497, 2.42042 41.824911, 2.420566 41.824905, 2.420687 41.824941, 2.420808 41.824997, 2.421315 41.825296, 2.421662 41.82547, 2.421823 41.825525, 2.422521 41.825628, 2.42267 41.825674, 2.422759 41.825766, 2.422762 41.825855, 2.422686 41.826002, 2.422664 41.82609, 2.422677 41.826195, 2.4227021 41.8263033, 2.4227667 41.8263931, 2.422952 41.8264853, 2.4230855 41.8264259, 2.4231729 41.8263336, 2.423129 41.826276, 2.423114 41.826164, 2.4231105 41.8259293, 2.423162 41.8258623, 2.423314 41.825655, 2.423658 41.825385, 2.423701 41.825313, 2.423717 41.825244, 2.423683 41.825096, 2.423623 41.825035, 2.423158 41.824845, 2.4229398 41.824778, 2.4229024 41.8247077, 2.4229983 41.8246165, 2.423363 41.824572, 2.423652 41.824377, 2.423827 41.824231, 2.424051 41.824074, 2.4242186 41.8237921, 2.4243447 41.8236758, 2.4244912 41.8236154, 2.424679 41.823697, 2.42485 41.823761, 2.424949 41.823783, 2.425202 41.82378, 2.425456 41.823827, 2.425562 41.823867, 2.425653 41.823935, 2.425784 41.824088, 2.425838 41.824122, 2.425942 41.82416, 2.426518 41.824218, 2.426706 41.824272, 2.426796 41.824315, 2.426986 41.824451, 2.427095 41.824502, 2.427362 41.82454, 2.427849 41.82457, 2.42851 41.824532, 2.428664 41.824569, 2.4287391 41.824702, 2.4287933 41.8247781, 2.4288783 41.8247918, 2.428966 41.824754, 2.429141 41.82465, 2.429314 41.824574, 2.429699 41.824439, 2.430032 41.824299, 2.430115 41.82425, 2.4302903 41.8241016)"
1040,2838586497,8364678614,"LINESTRING (2.4172903 41.8240615, 2.417051 41.823956, 2.416746 41.823762, 2.416289 41.823528, 2.416202 41.823457, 2.416143 41.823352, 2.4160746 41.8233047, 2.4160433 41.8232306, 2.416298 41.823197, 2.416577 41.823149, 2.416992 41.823041, 2.417089 41.822975, 2.417106 41.822918, 2.417076 41.822808, 2.416934 41.822594, 2.416611 41.822202, 2.416475 41.822093, 2.4162007 41.8220993, 2.416007 41.8220046, 2.4161098 41.8218609, 2.41659 41.821691, 2.416719 41.821627, 2.416861 41.821588, 2.416961 41.821593, 2.417291 41.821662, 2.417443 41.821669, 2.417619 41.821651, 2.417839 41.821676, 2.417948 41.821722, 2.418151 41.821851, 2.418357 41.821957, 2.418442 41.821987, 2.418606 41.822001, 2.418731 41.821986, 2.4190311 41.8218605, 2.4191301 41.8218281, 2.4193252 41.8216816, 2.41951 41.8216312, 2.419598 41.821767, 2.419865 41.821882, 2.42005 41.82194, 2.420306 41.82198, 2.420565 41.82204, 2.420697 41.822045, 2.42126 41.821865, 2.421709 41.821824, 2.421827 41.821776, 2.421891 41.821706, 2.421907 41.821639, 2.421899 41.821568, 2.421857 41.821457, 2.421798 41.821381, 2.4214312 41.8211973, 2.4213222 41.8211043, 2.4212642 41.8209734, 2.4212517 41.8208828, 2.4212327 41.8207173, 2.4212857 41.8205547, 2.4214811 41.8205091, 2.421615 41.8204982, 2.422356 41.820427, 2.422515 41.820393, 2.422716 41.820315, 2.422791 41.820249, 2.422822 41.820183, 2.422925 41.81982, 2.422961 41.819758, 2.423252 41.819526, 2.42345 41.819324, 2.423661 41.819064, 2.423673 41.819001, 2.4236388 41.8189658)"
1041,2838586497,2838586546,"LINESTRING (2.4172903 41.8240615, 2.416949 41.824584, 2.416878 41.824624, 2.416817 41.824731, 2.41687 41.825234, 2.416867 41.825762, 2.41691 41.826072, 2.416908 41.826198, 2.416824 41.826519, 2.416696 41.826747, 2.416728 41.826814, 2.416803 41.826858, 2.416883 41.826881, 2.417234 41.826931, 2.417504 41.826992, 2.41767 41.827003, 2.4177568 41.8269975, 2.4178855 41.8269655, 2.4181081 41.8269675, 2.4182744 41.8270474, 2.4183871 41.8271114, 2.4184676 41.8271334, 2.4185963 41.8271814, 2.4188431 41.8272713, 2.4190174 41.8273572, 2.4191703 41.8274192, 2.4194573 41.8273313, 2.4199213 41.8274472, 2.4200232 41.8276191, 2.4201233 41.8277537, 2.4202805 41.8278276)"
1042,2838586546,4954638734,"LINESTRING (2.4202805 41.8278276, 2.42046 41.8278671, 2.4206131 41.8279741, 2.420734 41.828089, 2.4206206 41.8282631, 2.4204943 41.8284883, 2.42035 41.8287034, 2.4203319 41.8288143, 2.420335 41.828916, 2.4203101 41.8292488, 2.4204366 41.8293515, 2.420779 41.829379, 2.420914 41.829437, 2.421008 41.829534, 2.421067 41.829795, 2.421136 41.829947, 2.421162 41.830078, 2.421139 41.830281, 2.421096 41.830389, 2.4208968 41.8305978, 2.4204808 41.8308005, 2.4204778 41.8309241, 2.4206191 41.8309961, 2.4209058 41.8311132, 2.421111 41.8313244, 2.4211676 41.8313792, 2.421276 41.8314046, 2.421353 41.831315, 2.421466 41.831194, 2.421572 41.831123, 2.422259 41.830991, 2.422337 41.830953, 2.422414 41.830887, 2.422716 41.830513, 2.422811 41.830446, 2.423034 41.830343, 2.423201 41.830296, 2.423458 41.830256, 2.423558 41.830227, 2.423906 41.83009, 2.423959 41.830044, 2.4239861 41.8298531, 2.4239606 41.829796, 2.4241105 41.8296938, 2.4243146 41.8296368, 2.424652 41.829648, 2.424866 41.82964, 2.42534 41.829662, 2.42547 41.829654, 2.425743 41.829585, 2.425816 41.829546, 2.425851 41.829504, 2.425937 41.829138, 2.426072 41.828851, 2.426155 41.828721, 2.42627 41.828621, 2.426508 41.828525, 2.426727 41.828403, 2.426797 41.828335, 2.42688 41.828197, 2.427055 41.828005, 2.427163 41.827921, 2.42731 41.827865, 2.427522 41.82786, 2.427614 41.827878, 2.427881 41.82798, 2.427978 41.828043, 2.428021 41.828095, 2.428095 41.828256, 2.428271 41.828508, 2.4283 41.828603, 2.428328 41.828941, 2.428408 41.829136, 2.428484 41.829268, 2.428506 41.829355, 2.428498 41.829425, 2.428385 41.829659, 2.428374 41.829764, 2.428437 41.829951, 2.428439 41.830145, 2.428334 41.830611, 2.428172 41.831095, 2.428052 41.831344, 2.4276193 41.8316459, 2.4275131 41.8317081, 2.4275359 41.831807, 2.42772 41.831822, 2.427803 41.831855, 2.42827 41.83193, 2.428388 41.831938, 2.428733 41.831867, 2.428875 41.831858, 2.429049 41.831885, 2.429104 41.831915, 2.429161 41.831997, 2.4291884 41.8321258, 2.4291756 41.8322541, 2.4292586 41.8323017, 2.429367 41.832247, 2.429742 41.83216, 2.429845 41.832118, 2.430032 41.831849, 2.430371 41.831516, 2.430433 41.83144, 2.430563 41.831204, 2.430655 41.831135, 2.430991 41.830949, 2.431207 41.830905, 2.432076 41.830893, 2.4323298 41.8308444, 2.4324064 41.8307672)"
