id,u,v,geometry,total_tracks,list_tracks,weight
222,582779638,5963332987,"LINESTRING (2.3594769 41.840624, 2.3594958 41.8407692, 2.3594976 41.840827, 2.3594649 41.8408967, 2.359245 41.8409797, 2.3591484 41.8409797, 2.3590263 41.8408988, 2.3589271 41.8408578, 2.3588244 41.840865, 2.3587098 41.8409057, 2.3585803 41.8409599, 2.3585535 41.8410108, 2.3584443 41.8410776, 2.3583161 41.8411177, 2.3582016 41.8412014, 2.3578502 41.8413554, 2.3575283 41.8414033, 2.3572065 41.8414992, 2.356797 41.8415392, 2.3567582 41.8415384, 2.3566323 41.841537, 2.3564796 41.8416308)",1,[158766251],1
234,582779773,6594924787,"LINESTRING (2.3615061 41.8356711, 2.3614356 41.8357218, 2.3614047 41.8358746, 2.3614074 41.8359995, 2.3614342 41.8361744, 2.3614463 41.8362823, 2.3614021 41.8364831, 2.3613605 41.8365861, 2.3613283 41.8368129, 2.3613068 41.8369807, 2.3612532 41.8370577, 2.3611821 41.8371476, 2.3611325 41.8372675, 2.3611043 41.8374007, 2.3610581 41.8375506, 2.3609938 41.8377105, 2.360983 41.8378943, 2.3609428 41.8380582, 2.3609106 41.838228, 2.3608556 41.8384409, 2.360806 41.8386757, 2.3607229 41.8388545, 2.3606576 41.8389736, 2.360586 41.8391053, 2.3604788 41.8391892, 2.3602541 41.8392928, 2.3601475 41.8392841, 2.3600697 41.8392851, 2.359953 41.8392421, 2.3598847 41.8392781, 2.3597935 41.8393551, 2.3597331 41.8395329, 2.3595996 41.8396065, 2.3595346 41.8396278, 2.3594843 41.8396865, 2.3594313 41.8397577, 2.3592965 41.8398064, 2.3591705 41.8398254, 2.3592536 41.8399108, 2.3593817 41.8400355, 2.359489 41.8401904, 2.3595226 41.8403742, 2.3594964 41.8404608, 2.35944 41.8405128)",1,[158766251],1
246,582780000,582780008,"LINESTRING (2.3639392 41.8327525, 2.3639985 41.8326828, 2.3642259 41.8326197, 2.3642917 41.8325892, 2.3643448 41.8325504, 2.3645941 41.8323391, 2.3647734 41.8321861, 2.3649512 41.8320708, 2.3651219 41.8320125, 2.3651646 41.8319991)",1,[149603903],1
249,582780008,7925498375,"LINESTRING (2.3651646 41.8319991, 2.3652296 41.8320461, 2.3653704 41.8321069, 2.3654734 41.8321977, 2.3656163 41.8323997, 2.3657503 41.8324801, 2.3658193 41.8325278)",1,[149603903],1
257,666342843,1867011849,"LINESTRING (2.3479878 41.8011493, 2.3478459 41.8011856, 2.3476497 41.8011096, 2.3476369 41.8010842, 2.347656 41.8010346, 2.3476997 41.8010011, 2.347772 41.8009663)",5,"[116686100, 119551473, 141252055, 148046117, 160837717]",7
258,666342843,7969237901,"LINESTRING (2.3479878 41.8011493, 2.3480421 41.8011664, 2.3480949 41.8011772, 2.3481651 41.8012422, 2.3483393 41.8012841, 2.3484456 41.8013379, 2.3485987 41.8013426, 2.3486327 41.8013534, 2.3486623 41.8013992)",5,"[116686100, 119551473, 141252055, 148046117, 160837717]",7
259,666342869,842026575,"LINESTRING (2.3517326 41.8045187, 2.3516573 41.8044691, 2.3515663 41.8044707, 2.3515073 41.8044975, 2.3514247 41.8045637, 2.3513189 41.8046629, 2.3511785 41.804788, 2.3511155 41.8048781, 2.3509914 41.8051167, 2.3508014 41.8053341, 2.3507037 41.8054763, 2.3506818 41.8055081, 2.350586 41.805546, 2.3503722 41.8056575, 2.3496183 41.806274, 2.3493252 41.806458, 2.3490769 41.8065282, 2.3484726 41.8068805, 2.3484307 41.806963, 2.3483515 41.807021)",3,"[116686100, 119551473, 160837717]",4
260,666342869,666342870,"LINESTRING (2.3517326 41.8045187, 2.3517203 41.8045682, 2.351702 41.8046161)",3,"[116686100, 119551473, 160837717]",4
261,666342869,7969237899,"LINESTRING (2.3517326 41.8045187, 2.3515419 41.804333, 2.3513264 41.8042315, 2.35115 41.8040171, 2.3510016 41.8038908, 2.3509516 41.8037752, 2.350876 41.8036931, 2.3508217 41.803613, 2.3506923 41.8034729, 2.3505807 41.8033381, 2.3504784 41.8031714, 2.3503135 41.80306, 2.3501452 41.8029681, 2.349847 41.8027858, 2.3497706 41.8026247, 2.3496737 41.8025711, 2.3495363 41.8025167, 2.349345 41.8023992, 2.3492831 41.8023282, 2.3492104 41.8022552, 2.3490729 41.8021172, 2.3489839 41.8019951, 2.3490021 41.80189, 2.3489341 41.8017724, 2.3488236 41.8016967, 2.348692 41.8016573, 2.3486116 41.8016274, 2.3485141 41.8015609, 2.3485181 41.8015012)",5,"[116686100, 119551473, 141252055, 148046117, 160837717]",7
262,666342869,666342886,"LINESTRING (2.3517326 41.8045187, 2.3517698 41.8046184, 2.3518598 41.8047211, 2.3520475 41.8048541, 2.3522108 41.8050145, 2.3524801 41.8052294, 2.3528675 41.8054389, 2.3530538 41.8055253, 2.3532428 41.8056257, 2.3534342 41.8057499, 2.3535766 41.8058049, 2.3537271 41.8058347, 2.3538884 41.8058516, 2.3541735 41.805996, 2.3543318 41.8060287, 2.3544183 41.8060749, 2.3545085 41.806099, 2.3547972 41.806233, 2.3548804 41.8062906, 2.35502 41.8063542, 2.3550729 41.8064109, 2.3551178 41.8064266, 2.3551978 41.8064775, 2.355448 41.8065433, 2.3555033 41.8065345, 2.3555692 41.8065096, 2.3556997 41.8065001, 2.355848 41.8065537, 2.355897 41.8066133, 2.3559544 41.806653, 2.3560446 41.806673, 2.3561808 41.8066855)",5,"[116686100, 119551473, 141252055, 148046117, 160837717]",7
263,666342870,842026318,"LINESTRING (2.351702 41.8046161, 2.3516264 41.804726, 2.3515498 41.8048391, 2.3514627 41.8051057, 2.3513689 41.8054219, 2.3512804 41.805628, 2.3512042 41.8062637, 2.351231 41.8066888, 2.3512621 41.8069296, 2.3512053 41.807477, 2.3511365 41.8077524, 2.3510034 41.80805, 2.3509779 41.8081782, 2.3509478 41.8083008, 2.3509639 41.808449, 2.3509714 41.8086231, 2.3509752 41.8087006, 2.3509505 41.8087632, 2.3508044 41.8089285, 2.350752 41.8089867, 2.3507147 41.8090646, 2.3506769 41.8091545, 2.3506593 41.8092307, 2.3506447 41.8092964, 2.3506339 41.8094592, 2.3506444 41.8096465, 2.3506603 41.8097222, 2.3506668 41.8098271, 2.3506447 41.8099824, 2.3506025 41.8101181, 2.3505455 41.8102323, 2.3504649 41.8103333)",3,"[116686100, 119551473, 160837717]",4
264,666342870,2881839011,"LINESTRING (2.351702 41.8046161, 2.3523435 41.8057359, 2.3527319 41.8065153, 2.353165 41.8070608, 2.3535303 41.8074128)",2,"[116686100, 160837717]",2
265,666342886,4295763196,"LINESTRING (2.3561808 41.8066855, 2.356358 41.8067622, 2.3563843 41.8068473, 2.3565126 41.8069154, 2.3566632 41.8070319)",4,"[116686100, 119551473, 141252055, 148046117]",6
266,666342886,12323334092,"LINESTRING (2.3561808 41.8066855, 2.3564961 41.8067191, 2.3567598 41.8067397)",4,"[119551473, 141252055, 148046117, 160837717]",6
267,666342896,666342924,"LINESTRING (2.3604979 41.806263, 2.3608087 41.8063297, 2.361347 41.8064093, 2.3614963 41.8063785, 2.3616362 41.8064116, 2.3617235 41.8064227, 2.3618523 41.8064519, 2.3619109 41.8064946, 2.3620103 41.8065761, 2.3622697 41.8067279)",5,"[116686100, 119551473, 141252055, 148046117, 160837717]",7
268,666342896,12323334092,"LINESTRING (2.3604979 41.806263, 2.3599064 41.8061475, 2.3597396 41.806138, 2.3595175 41.806112, 2.3593711 41.8061098, 2.3587879 41.8062297, 2.3586623 41.8062508, 2.3585084 41.806353, 2.3584037 41.8064031, 2.3583231 41.8064772, 2.358112 41.8065933, 2.3578717 41.8066869, 2.3574361 41.8067512, 2.3572072 41.8067649, 2.356853 41.806747, 2.3567598 41.8067397)",5,"[116686100, 119551473, 141252055, 148046117, 160837717]",7
269,666342896,4295763196,"LINESTRING (2.3604979 41.806263, 2.3601861 41.8066796, 2.3599749 41.8068538, 2.3597256 41.8070086, 2.3592045 41.8070809, 2.3587977 41.8070357, 2.3584394 41.8070525, 2.3579668 41.8070383, 2.3575323 41.8069544, 2.357006 41.8069751, 2.3566632 41.8070319)",2,"[141252055, 148046117]",2
270,666342924,9062423752,"LINESTRING (2.3622697 41.8067279, 2.3624587 41.8067666, 2.3625456 41.8067796, 2.3627844 41.8067845, 2.362836 41.8067644, 2.3631157 41.8067244, 2.3634523 41.8066136, 2.3636051 41.8065777, 2.3637675 41.8065642, 2.3640182 41.8065119, 2.3641282 41.8063875, 2.364292 41.8062705, 2.3645747 41.8060992, 2.3648088 41.8058595, 2.3650756 41.8055803, 2.3652654 41.8053919, 2.3653798 41.8053448, 2.3656356 41.8051821, 2.3657751 41.8050508, 2.3658676 41.805009, 2.3659574 41.8050162, 2.3662297 41.8050109, 2.3664402 41.8049439, 2.3667862 41.804665, 2.3670106 41.8045168, 2.3671832 41.804455, 2.367338 41.8044099, 2.367489 41.8043902, 2.3676354 41.8043817, 2.3678514 41.8043961, 2.3679349 41.8044142, 2.3679942 41.8044563, 2.3680968 41.8044446, 2.3683475 41.8045171, 2.3685511 41.8045801, 2.3686989 41.804647, 2.3691814 41.8046447, 2.3696133 41.8046487, 2.3696857 41.804634, 2.3697678 41.8046034, 2.3701518 41.8045391, 2.370577 41.8045369, 2.3709437 41.8045041, 2.3710097 41.8045341, 2.3711065 41.8045452, 2.3712803 41.8045341, 2.3716581 41.8045936, 2.371825 41.8046058, 2.3720776 41.804652, 2.3722897 41.8046712, 2.3724483 41.8046803, 2.3725614 41.8047174, 2.3729832 41.8048829, 2.3733174 41.8049882, 2.3736839 41.8050547)",5,"[116686100, 119551473, 141252055, 148046117, 160837717]",7
271,666342924,9062423759,"LINESTRING (2.3622697 41.8067279, 2.3624435 41.8069286, 2.3625441 41.8070125, 2.3627118 41.8070873, 2.3631325 41.8071751, 2.3633869 41.807188, 2.3638838 41.8073299, 2.3645347 41.8074241, 2.3653223 41.8074074, 2.3657897 41.8074461, 2.366039 41.8073906, 2.3663247 41.8073428, 2.3665705 41.8071867, 2.366683 41.8069389, 2.3667817 41.8067493, 2.3670794 41.806437, 2.367327 41.8062254, 2.3674689 41.8059828, 2.3675659 41.8059557, 2.3676481 41.8058611, 2.3677061 41.8057944, 2.3678394 41.8057608, 2.368106 41.8058034, 2.368492 41.8057273, 2.3689421 41.8055995, 2.369394 41.8054447, 2.3697194 41.8054318, 2.3699825 41.805344, 2.3703063 41.8053272, 2.3705677 41.8052937, 2.3712913 41.8053427, 2.3716081 41.805344, 2.3721136 41.8054266, 2.3724356 41.8054408, 2.3727264 41.8054963, 2.372896 41.8055582, 2.3731211 41.8055453, 2.3734119 41.8056524, 2.3735868 41.8056408, 2.3737529 41.8056421, 2.3738932 41.805686, 2.374023 41.8057144, 2.3741096 41.8056757, 2.3742706 41.805646, 2.3744991 41.8056421, 2.3745908 41.8056589, 2.3747051 41.8056628, 2.3749786 41.8057324, 2.375027 41.8057596)",1,[148046117],1
406,842025797,842026023,"LINESTRING (2.3788758 41.8090893, 2.3779609 41.8088506, 2.377299 41.8088404, 2.3764377 41.8086154, 2.3755901 41.8085215, 2.3744019 41.8088513, 2.3736063 41.8091704, 2.3728196 41.8097517)",3,"[116686100, 119551473, 160837717]",4
407,842025797,4230230577,"LINESTRING (2.3788758 41.8090893, 2.379171 41.809022)",3,"[116686100, 119551473, 160837717]",4
408,842025797,5460549792,"LINESTRING (2.3788758 41.8090893, 2.3783313 41.8094051, 2.377566 41.8097807, 2.3773204 41.8099791)",2,"[116686100, 160837717]",2
410,842026008,7969237901,"LINESTRING (2.3471785 41.8019146, 2.3472387 41.8019625, 2.3472446 41.8019911, 2.3472327 41.8020294, 2.3470412 41.802423, 2.3470427 41.8024788, 2.3470995 41.8025055, 2.3471713 41.8024932, 2.3477517 41.8018979, 2.3478639 41.8017518, 2.3479596 41.801608, 2.3480897 41.8015176, 2.3483485 41.8014396, 2.3486623 41.8013992)",5,"[116686100, 119551473, 141252055, 148046117, 160837717]",7
411,842026021,842026318,"LINESTRING (2.3516924 41.8126075, 2.3516779 41.8125239, 2.3516929 41.8123433, 2.3516375 41.812127, 2.3515929 41.8120678, 2.3515277 41.812006, 2.3514333 41.8119572, 2.3512472 41.8119074, 2.3510318 41.811845, 2.35098 41.8117965, 2.3509525 41.8117502, 2.3509344 41.8116694, 2.3509526 41.8115391, 2.3509839 41.8114704, 2.3510542 41.8113466, 2.3510946 41.8112285, 2.3510737 41.8111226, 2.3509929 41.8110044, 2.350921 41.8109498, 2.3508254 41.8109141, 2.3504993 41.8108249, 2.3503835 41.8107985, 2.3502858 41.8107672, 2.3502241 41.8107234, 2.3502113 41.8106762, 2.3502327 41.8106082, 2.3503004 41.8105139, 2.3504649 41.8103333)",3,"[116686100, 119551473, 160837717]",4
413,842026021,5460568231,"LINESTRING (2.3516924 41.8126075, 2.3517552 41.812639, 2.3518003 41.8126383)",3,"[116686100, 119551473, 160837717]",4
414,842026023,9062429172,"LINESTRING (2.3728196 41.8097517, 2.3726179 41.8098167, 2.3724448 41.8098968)",3,"[116686100, 119551473, 160837717]",4
415,842026023,5460568244,"LINESTRING (2.3728196 41.8097517, 2.3730224 41.8097878, 2.3732134 41.8098051, 2.3733603 41.8097959, 2.3734301 41.8098261, 2.3735248 41.809863, 2.3735728 41.809934, 2.3736205 41.8100121, 2.3736334 41.810172, 2.373675 41.8102268, 2.3738493 41.8104067, 2.374147 41.8105087, 2.3743311 41.810501, 2.3744607 41.8104955, 2.3747383 41.8104229, 2.3747534 41.8104433, 2.374788 41.8104898, 2.3749588 41.8106244, 2.375299 41.810991, 2.3753398 41.8110517, 2.3753543 41.8111605, 2.3754181 41.8112428, 2.375431 41.8113276, 2.37549 41.8114267)",3,"[116686100, 119551473, 160837717]",4
416,842026023,5460549792,"LINESTRING (2.3728196 41.8097517, 2.3735577 41.8095721, 2.3740537 41.8094427, 2.3746444 41.8095637, 2.3757295 41.8096875, 2.3759536 41.8097098, 2.3761627 41.8097988, 2.3762971 41.8098155, 2.3764838 41.8099937, 2.3767975 41.810066, 2.3770141 41.8100605, 2.3773204 41.8099791)",3,"[116686100, 119551473, 160837717]",4
417,842026052,5460568216,"LINESTRING (2.3567505 41.8094362, 2.3569104 41.8094798, 2.3570952 41.8096015, 2.3571421 41.8096451, 2.3571549 41.80969, 2.3571518 41.8097293)",2,"[116686100, 160837717]",2
419,842026052,5460568231,"LINESTRING (2.3567505 41.8094362, 2.3566448 41.8094903, 2.3564774 41.8095428, 2.3562597 41.8096062, 2.3561524 41.8095908, 2.3559727 41.8095607, 2.3558498 41.8095451, 2.355654 41.8095805, 2.3554621 41.8096409, 2.355127 41.8098104, 2.3550248 41.8098612, 2.354947 41.8098999, 2.3549636 41.8100442, 2.3549266 41.8102742, 2.3548339 41.810428, 2.3547136 41.8105439, 2.3544943 41.8107156, 2.3543526 41.8108095, 2.3541698 41.8109107, 2.3540352 41.8109609, 2.3538123 41.8111025, 2.3532395 41.8113977, 2.3531306 41.8114433, 2.353057 41.8114481, 2.3529809 41.8114492, 2.3528565 41.8114169, 2.352703 41.8113558, 2.3525775 41.811328, 2.3525099 41.8113525, 2.3524437 41.8114035, 2.352336 41.8115105, 2.3521416 41.8117067, 2.3520855 41.8118066, 2.352047 41.8119052, 2.3520346 41.8122771, 2.3520357 41.8123535, 2.3520309 41.8123868, 2.3519858 41.8124693, 2.3518514 41.8126175, 2.3518003 41.8126383)",2,"[116686100, 160837717]",2
420,842026187,7256091624,"LINESTRING (2.3596432 41.8170098, 2.3597503 41.8168799, 2.3597928 41.8167862)",3,"[116686100, 119551473, 160837717]",4
421,842026187,1460507789,"LINESTRING (2.3596432 41.8170098, 2.3595582 41.8170859, 2.3594724 41.8171159, 2.359268 41.8171428, 2.3589982 41.8171979, 2.3585202 41.8173607, 2.3582841 41.817525, 2.3582182 41.817609, 2.3581479 41.817756, 2.3581001 41.8178054, 2.3580889 41.8178488, 2.3580272 41.8179194, 2.3580017 41.8180256, 2.357833 41.8182026, 2.3577349 41.8182672, 2.3576657 41.8183641, 2.3575093 41.8185183, 2.3572842 41.8187595, 2.357031 41.8190006, 2.3568111 41.8191801, 2.3567408 41.8192576, 2.3566815 41.819399, 2.3565735 41.8196876, 2.3565456 41.8197809, 2.3564866 41.8198257, 2.3564479 41.8199501, 2.3563278 41.8200508, 2.3563034 41.8201438, 2.3561593 41.8202646, 2.3559612 41.8203787)",3,"[116686100, 119551473, 160837717]",4
422,842026187,842026536,"LINESTRING (2.3596432 41.8170098, 2.3593122 41.8164245, 2.3591851 41.8162378, 2.3587308 41.8161222, 2.3583755 41.8158853, 2.3581605 41.8156247, 2.3581269 41.8156554, 2.3581867 41.8158602, 2.3582652 41.816242, 2.3582821 41.8163841, 2.3582054 41.8163479, 2.358082 41.8161626, 2.3579455 41.8160748, 2.3578352 41.8158741, 2.3576277 41.815647, 2.3571995 41.8151022, 2.3571023 41.814935, 2.3571154 41.8148026, 2.3572407 41.8146159, 2.3573902 41.8142996, 2.3574033 41.8140919, 2.3573917 41.8138324, 2.3574502 41.8137001, 2.3574752 41.8136047)",1,[116686100],1
424,842026536,1460507820,"LINESTRING (2.3574752 41.8136047, 2.3574017 41.8136609, 2.357239 41.8138259, 2.3570492 41.8140294, 2.3569458 41.8141403, 2.356875 41.8141802, 2.3567873 41.8142072, 2.3566048 41.8142317, 2.3564758 41.8142685, 2.3563909 41.8143198, 2.3562907 41.8143911, 2.356162 41.8145263, 2.3561097 41.8145996, 2.3560676 41.814655, 2.3559716 41.8148659, 2.3559512 41.814953, 2.3559555 41.815002, 2.3559915 41.8150656, 2.3561127 41.8151416, 2.3561347 41.8151918, 2.3561321 41.8152484, 2.3560975 41.8152696, 2.3559392 41.8153665, 2.355749 41.8155118, 2.355647 41.8156337, 2.3555632 41.8156975, 2.3553619 41.8158136, 2.355151 41.8160064, 2.3550865 41.8160974, 2.3550747 41.8161736, 2.3551121 41.8163029, 2.3551768 41.8164594, 2.3551991 41.8165131, 2.3551782 41.8165754, 2.3551079 41.8166972, 2.3550134 41.8169049, 2.3549652 41.8169623, 2.3548998 41.8170101, 2.3547845 41.8170866, 2.3547142 41.8171465, 2.3546509 41.8172293, 2.3546326 41.817309, 2.3546185 41.8174355, 2.3546278 41.8175947, 2.354608 41.8176841, 2.3545044 41.8178987, 2.3544896 41.8179842, 2.3544948 41.8180334, 2.3546275 41.8182815, 2.3546466 41.8183482, 2.3546409 41.8184053, 2.3544803 41.8186469, 2.3544105 41.8187965, 2.3543657 41.8189258, 2.3543971 41.8192725, 2.3543821 41.8193504, 2.3543418 41.8194007, 2.3537435 41.8197518, 2.35357 41.8199101, 2.3533965 41.8200572, 2.3531407 41.8202033, 2.3529729 41.8203334, 2.3529021 41.8204129, 2.3528281 41.8206112, 2.3527253 41.8208524)",4,"[116686100, 119551473, 149603903, 160837717]",6
425,842026536,9062435812,"LINESTRING (2.3574752 41.8136047, 2.3574785 41.8135621, 2.3574291 41.813488, 2.3573395 41.8134448, 2.3571598 41.8134247, 2.3569318 41.8134386, 2.3566743 41.813475, 2.3564147 41.8135182, 2.3560095 41.8136398, 2.3557702 41.8136699, 2.3553798 41.813681, 2.3552517 41.8137102, 2.3551766 41.8137131, 2.355116 41.8136767, 2.3550747 41.8136253, 2.354961 41.8134224, 2.3549389 41.8132348, 2.3549314 41.8130838, 2.3548084 41.8128193, 2.3547411 41.8125718, 2.3546262 41.8123353, 2.3544958 41.8121393, 2.3544695 41.8120573, 2.3544824 41.8120066, 2.3545232 41.8119552, 2.3545901 41.811913, 2.3548997 41.8116298, 2.3550333 41.8114939, 2.3550956 41.8114124, 2.3551581 41.8113166)",3,"[116686100, 119551473, 160837717]",4
442,1460507789,1460507792,"LINESTRING (2.3559612 41.8203787, 2.3557631 41.8205129, 2.3557094 41.8205472)",1,[160837717],1
443,1460507789,1460507829,"LINESTRING (2.3559612 41.8203787, 2.3556604 41.820483, 2.3554118 41.8205677, 2.3552577 41.8206381, 2.355144 41.8206883, 2.3550188 41.82074, 2.3548608 41.8208003, 2.3548145 41.8208377, 2.3547964 41.8209101)",4,"[116686100, 119551473, 149603903, 160837717]",6
