id,u,v,geometry,total_tracks,list_tracks,weight
446,1460507820,1460507829,"LINESTRING (2.3527253 41.8208524, 2.3527925 41.820824, 2.3528232 41.8207202, 2.3528775 41.820685, 2.3529153 41.820736, 2.352953 41.8207606, 2.3529884 41.8208433, 2.3530191 41.8208204, 2.3530427 41.8208521, 2.3530781 41.8208415, 2.3531702 41.8207888, 2.353267 41.8207853, 2.3533189 41.820875, 2.3533873 41.8208855, 2.3533944 41.8209365, 2.3534369 41.8209612, 2.3534723 41.82094, 2.3534935 41.8209594, 2.3535266 41.8209471, 2.353595 41.8209612, 2.3536234 41.8209471, 2.3536965 41.82097, 2.3537437 41.8209576, 2.3538051 41.8209911, 2.3538665 41.8209911, 2.3539609 41.8209664, 2.3540482 41.8208838, 2.3540765 41.8208908, 2.354204 41.820984, 2.354237 41.8208873, 2.3543055 41.8208855, 2.3543597 41.8208468, 2.354414 41.8207888, 2.3544565 41.8207624, 2.3545179 41.8207378, 2.3545391 41.820729, 2.3545793 41.8207642, 2.3546595 41.8207606, 2.3547114 41.8208275, 2.3547704 41.8208627, 2.3547964 41.8209101)",4,"[116686100, 119551473, 149603903, 160837717]",6
447,1460507829,1460507847,"LINESTRING (2.3547964 41.8209101, 2.3548814 41.8209488, 2.3549781 41.8209787, 2.3550749 41.8209999)",3,"[119551473, 149603903, 160837717]",4
502,1867011832,11663530099,"LINESTRING (2.3474961 41.8008855, 2.3475991 41.8009434)",2,"[116686100, 160837717]",2
503,1867011832,9062945110,"LINESTRING (2.3474961 41.8008855, 2.3474825 41.8009295, 2.3474479 41.8009742, 2.3474023 41.8010168, 2.3473525 41.8010557, 2.3473137 41.8010806)",2,"[119551473, 160837717]",2
504,1867011836,1867011849,"LINESTRING (2.348427 41.8009351, 2.348202 41.8009515, 2.3481063 41.800954, 2.3480107 41.8009507, 2.347924 41.8009598, 2.3478329 41.8009639, 2.347772 41.8009663)",1,[160837717],1
505,1867011849,11663530099,"LINESTRING (2.347772 41.8009663, 2.3475991 41.8009434)",2,"[119551473, 160837717]",2
871,2490079219,2490079277,"LINESTRING (2.3909614 41.8065705, 2.3909902 41.8065963, 2.3910274 41.8066123, 2.3911922 41.8066235, 2.3914815 41.8066997, 2.3918119 41.8067926, 2.3926198 41.8071287, 2.3930818 41.8072009, 2.3936213 41.8073555, 2.3942714 41.8076587, 2.3945342 41.8078072, 2.3946062 41.8080484, 2.3945923 41.8082938, 2.3946449 41.8085124, 2.3947998 41.8086196, 2.3949741 41.8086547, 2.395284 41.8086031, 2.3958124 41.808467, 2.3961692 41.808432, 2.3966285 41.8084464, 2.3969992 41.8084423, 2.3972593 41.8085516, 2.3974474 41.8087434, 2.3975304 41.8090011, 2.397583 41.8092774, 2.3975608 41.8095331, 2.3976327 41.8096713, 2.397796 41.8097311, 2.398139 41.8097146, 2.3985512 41.8097744, 2.3989579 41.8099043, 2.3992124 41.8100239, 2.3995721 41.81016, 2.3999732 41.8104528, 2.4001586 41.810956, 2.4002139 41.8111395, 2.4002416 41.8113106, 2.400568 41.8114385, 2.4007811 41.8115931, 2.4009775 41.8116983, 2.4013316 41.8117127, 2.4016664 41.8118282, 2.4020592 41.8119808, 2.4022335 41.8121684, 2.4025627 41.8123829, 2.4027481 41.8124241, 2.4028975 41.8123086, 2.4029943 41.8123086, 2.4029113 41.8124942, 2.4027979 41.8126695, 2.402654 41.8127417, 2.4023386 41.8127252, 2.40173 41.812552, 2.4012044 41.8124798, 2.400889 41.8124447, 2.4006344 41.8123231, 2.4005099 41.8123004)",3,"[162709046, 179545648, 185762440]",4
872,2490079219,3450312340,"LINESTRING (2.3909614 41.8065705, 2.3909828 41.8066413, 2.3911137 41.8067727, 2.391328 41.8070914, 2.3912434 41.8072135, 2.3914236 41.8074008, 2.3914317 41.8075243, 2.3913513 41.8076379, 2.3914188 41.8077616, 2.391506 41.8078531, 2.3914266 41.8079477, 2.3919949 41.8083261, 2.3915055 41.8085066, 2.391554 41.8086567, 2.3918864 41.8088752, 2.3921127 41.8090849, 2.3921333 41.8092511, 2.3922602 41.8095235, 2.3922231 41.8098137)",2,"[179545648, 185762440]",2
873,2490079219,7500591463,"LINESTRING (2.3909614 41.8065705, 2.3908473 41.8065306, 2.3908 41.806382, 2.3907335 41.8063112, 2.3907651 41.8062443, 2.390762 41.8061753, 2.3909068 41.8061265, 2.3909599 41.8060378, 2.3908948 41.8058907, 2.390863 41.8057718, 2.3908492 41.8056728, 2.3907966 41.8055532, 2.3908298 41.8054398, 2.3909203 41.8050454)",3,"[162709046, 179545648, 185762440]",4
874,2490079219,12323907991,"LINESTRING (2.3909614 41.8065705, 2.3909419 41.8065354, 2.3909426 41.8064969, 2.39096 41.8064389, 2.3910043 41.8064079, 2.3912041 41.8064089, 2.3914884 41.8064939, 2.391707 41.8065948, 2.3919216 41.8066828, 2.3923573 41.8068195, 2.39475 41.8069648, 2.3956708 41.8073907)",3,"[162709046, 179545648, 185762440]",4
875,2490079277,2490079327,"LINESTRING (2.4005099 41.8123004, 2.40059 41.812367, 2.4008475 41.8125602, 2.4012348 41.8127355, 2.4017023 41.8129252, 2.4020315 41.8131561, 2.4021699 41.8134283, 2.4022778 41.8137582, 2.4028781 41.8143789, 2.4032876 41.8148283, 2.4033844 41.8151067, 2.4035863 41.8153933, 2.4036832 41.8158139, 2.4038602 41.8162572, 2.4039681 41.8165005, 2.4039792 41.8168098, 2.4040456 41.816983, 2.4040843 41.8171624, 2.4041811 41.8172304)",3,"[162709046, 179545648, 185762440]",4
876,2490079277,12323907928,"LINESTRING (2.4005099 41.8123004, 2.4002183 41.8121329, 2.3997699 41.8118555, 2.3994653 41.8117546, 2.3992284 41.8116852, 2.3990846 41.8115654, 2.3990423 41.8113637, 2.3989408 41.8112375, 2.3986044 41.811033, 2.3981272 41.811023, 2.3973072 41.8111733, 2.3968165 41.8111182, 2.395963 41.8107525, 2.3956739 41.8106623, 2.3952303 41.8106873, 2.3948002 41.8108977, 2.3944171 41.8111783, 2.3940004 41.8112935, 2.3936509 41.8111031, 2.3931468 41.8107324, 2.3922675 41.8099062)",1,[179545648],1
877,2490079327,2490079329,"LINESTRING (2.4041811 41.8172304, 2.4042586 41.8172325, 2.4042835 41.8171541, 2.4043444 41.816583, 2.4042946 41.8163108, 2.4043112 41.8159294, 2.4044965 41.8154964, 2.4045353 41.8150634, 2.4047621 41.8146881, 2.4048396 41.8146118, 2.4049143 41.8146428, 2.4048064 41.8148448, 2.4048424 41.8151191, 2.4049475 41.8153232, 2.4050111 41.81555, 2.4050609 41.8158469, 2.4052905 41.8160943, 2.4055091 41.8162737, 2.4056806 41.8164675, 2.4058051 41.816649, 2.4060043 41.8168119, 2.4061399 41.8170614, 2.406209 41.8172469)",3,"[162709046, 179545648, 185762440]",4
878,2490079327,12323907938,"LINESTRING (2.4041811 41.8172304, 2.4045786 41.8177514, 2.4046693 41.8180082, 2.4048506 41.8181771, 2.4048597 41.8185826, 2.404769 41.8189677, 2.4049685 41.8193462, 2.4051136 41.8194948, 2.4051045 41.8198124, 2.405304 41.8203868, 2.4055497 41.8213077)",1,[162709046],1
879,2490079329,5325259218,"LINESTRING (2.406209 41.8172469, 2.4062504 41.8170701, 2.4061319 41.8167863, 2.4060135 41.8165972, 2.4059881 41.8164711, 2.4056074 41.8159541, 2.4055228 41.815809, 2.4055397 41.8156388, 2.4055651 41.8155253, 2.4055313 41.8152289, 2.4056243 41.8150272, 2.4056666 41.8148632, 2.4059373 41.8146299, 2.4060727 41.8143525, 2.4063604 41.8141759, 2.4065465 41.8141381, 2.4067241 41.8140435, 2.4067241 41.8139174, 2.4067495 41.8132932, 2.4068087 41.8131608, 2.4068426 41.8127635, 2.406961 41.8126689)",2,"[179545648, 185762440]",2
880,2490079329,12323907938,"LINESTRING (2.406209 41.8172469, 2.4061952 41.8174861, 2.406281 41.8177191, 2.4065244 41.8180201, 2.4067291 41.8183335, 2.4067042 41.8186716, 2.406624 41.8189273, 2.4064746 41.8191995, 2.4061011 41.8195108, 2.4060071 41.8196469, 2.4059711 41.8198427, 2.4059711 41.8200571, 2.4060762 41.8204365, 2.4060652 41.8205953, 2.4058162 41.8209437, 2.4055976 41.8212117, 2.4055497 41.8213077)",2,"[179545648, 185762440]",2
886,2490079404,12337025233,"LINESTRING (2.4056834 41.8243681, 2.4057525 41.8242609, 2.4059628 41.8241805, 2.4063169 41.8240857, 2.406411 41.8240506, 2.4064663 41.8239661, 2.4064504 41.823906)",2,"[179545648, 185762440]",2
887,2490079404,2881846003,"LINESTRING (2.4056834 41.8243681, 2.4057161 41.8244394, 2.4058522 41.8244806, 2.4059773 41.8244669, 2.406448 41.8244477, 2.4066614 41.8245573, 2.4069483 41.824793)",2,"[179545648, 185762440]",2
947,2535620257,9805114495,"LINESTRING (2.3745889 41.845891, 2.3747149 41.8460517, 2.3749668 41.8460564, 2.3751883 41.8460041)",1,[158766251],1
948,2535620257,6594924933,"LINESTRING (2.3745889 41.845891, 2.3744011 41.8457594, 2.3739791 41.845757, 2.3737482 41.8458334, 2.3736499 41.8459417, 2.3734532 41.8460659, 2.3731637 41.846096, 2.3726836 41.845999, 2.3724955 41.8458621, 2.3723742 41.8457371, 2.372115 41.845499, 2.3719251 41.845429, 2.3713164 41.8452641, 2.3707297 41.8450817, 2.3704237 41.8448848)",1,[158766251],1
949,2535620257,2881846885,"LINESTRING (2.3745889 41.845891, 2.3746955 41.8457483, 2.37483 41.8456764, 2.375022 41.8455948, 2.3750845 41.8455783, 2.3752353 41.8455153, 2.3753567 41.8454769, 2.3754835 41.8454478, 2.3756188 41.8454063, 2.3757245 41.8453125, 2.3758679 41.8451646, 2.3759084 41.8450659, 2.3758937 41.8449728, 2.3758532 41.8449152, 2.3757686 41.8448467, 2.3757355 41.8447782, 2.3757061 41.8447043)",1,[149603903],1
1083,2881839011,12323334092,"LINESTRING (2.3535303 41.8074128, 2.3536937 41.8074451, 2.3539697 41.8075034, 2.3546673 41.8072832, 2.3554264 41.8071578, 2.3561363 41.8070416, 2.3567598 41.8067397)",5,"[116686100, 119551473, 141252055, 148046117, 160837717]",7
1093,2881839091,3450312351,"LINESTRING (2.3991737 41.8152568, 2.3987614 41.8149824, 2.3985481 41.8147604, 2.3984047 41.8145904, 2.3980079 41.8143746, 2.3975661 41.8141929, 2.3970769 41.8142258, 2.3967518 41.8142481, 2.3962529 41.8140882, 2.3953208 41.8136173, 2.3949816 41.8134485, 2.3947124 41.8131861, 2.39416 41.8132753, 2.3937599 41.8132035, 2.3935302 41.8131385, 2.393222 41.8130407, 2.3930504 41.8130167)",1,[179545648],1
1094,2881839091,12323907938,"LINESTRING (2.3991737 41.8152568, 2.3993755 41.8152386, 2.3995998 41.815157, 2.3997288 41.8152483, 2.4001334 41.8155033, 2.4002164 41.8156802, 2.4002401 41.8157308, 2.4002511 41.8161502, 2.4005784 41.8164956, 2.4008617 41.8167396, 2.4009352 41.8171398, 2.4011154 41.8174057, 2.4016524 41.8176908, 2.4019945 41.817858, 2.4023586 41.8185186, 2.4026271 41.8190203, 2.4030722 41.8194314, 2.4036754 41.819739, 2.4038262 41.8198902, 2.4041487 41.8202933, 2.4046741 41.8207314, 2.4052533 41.8211446, 2.4055497 41.8213077)",2,"[179545648, 185762440]",2
1105,2881846003,2881846057,"LINESTRING (2.4069483 41.824793, 2.407191 41.8248725, 2.4076177 41.8251987, 2.4080958 41.8255495, 2.4082319 41.8257139, 2.4083607 41.8258811, 2.4084784 41.8259716, 2.4087248 41.8259935, 2.4088462 41.8259935, 2.4090301 41.8259432)",2,"[179545648, 185762440]",2
1106,2881846003,2881846007,"LINESTRING (2.4069483 41.824793, 2.4068505 41.8248374, 2.4067387 41.8248568, 2.406606 41.8248684)",1,[179545648],1
1117,2881846057,12337025233,"LINESTRING (2.4090301 41.8259432, 2.4086773 41.8258699, 2.4081429 41.8252726, 2.4075723 41.8247129, 2.4072618 41.8243523, 2.4068068 41.8240079, 2.4064504 41.823906)",2,"[179545648, 185762440]",2
1119,2881846057,5325291777,"LINESTRING (2.4090301 41.8259432, 2.4091293 41.8262164)",2,"[179545648, 185762440]",2
1174,2881846669,2881846836,"LINESTRING (2.3757849 41.8437354, 2.3757169 41.8437792, 2.3756029 41.8438217, 2.3753822 41.8439656, 2.3748912 41.8443259, 2.3747753 41.8443505, 2.3743707 41.844341, 2.3740254 41.8443759)",1,[149603903],1
1182,2881846824,2881846873,"LINESTRING (2.3740029 41.844326, 2.3739072 41.8442735, 2.3738263 41.8442552, 2.3737307 41.844263, 2.373694 41.8442959, 2.3736535 41.8444877, 2.3736479 41.8446045, 2.3735516 41.8446122, 2.3734281 41.8445958)",1,[149603903],1
1183,2881846824,4295698022,"LINESTRING (2.3740029 41.844326, 2.3739847 41.8442697, 2.3739441 41.8442244, 2.3738319 41.8441755, 2.3737209 41.8441737, 2.3736171 41.8441959, 2.3735454 41.8442395)",1,[149603903],1
1185,2881846826,4791798773,"LINESTRING (2.3734932 41.8443353, 2.3734389 41.8443339, 2.3733181 41.8443176, 2.3732609 41.8443118, 2.3731152 41.8442808, 2.3729363 41.8441734, 2.3727539 41.8440495, 2.3726252 41.8439576, 2.3724321 41.8438697, 2.3722443 41.8438776, 2.3720565 41.8439536, 2.3719063 41.8439776, 2.3717669 41.8440095, 2.3716596 41.8440455, 2.3715684 41.8440415, 2.3714289 41.8440934, 2.3713324 41.8441774, 2.3711821 41.8442733, 2.3710266 41.8442973, 2.3708013 41.8443172, 2.3706779 41.8442853, 2.3704526 41.8441854, 2.3702756 41.8441134, 2.3701039 41.8440615, 2.3699698 41.8440135, 2.3698357 41.8439576, 2.3696747 41.8438337, 2.3696426 41.8437218, 2.3695943 41.8436299)",1,[149603903],1
1187,2881846826,4295698022,"LINESTRING (2.3734932 41.8443353, 2.3735454 41.8442395)",1,[149603903],1
1188,2881846836,2881846885,"LINESTRING (2.3740254 41.8443759, 2.3740507 41.8444274, 2.3741427 41.8444986, 2.3742604 41.8445315, 2.3744921 41.8445452, 2.3747174 41.8445838, 2.3749742 41.8446933, 2.3751691 41.8447371, 2.3757061 41.8447043)",1,[149603903],1
1193,2881846885,2881847050,"LINESTRING (2.3757061 41.8447043, 2.3758557 41.8446061, 2.3759268 41.8445508, 2.3760923 41.8445371, 2.3762284 41.8445563, 2.3763424 41.8446083, 2.3765741 41.8446796, 2.3767029 41.8447262, 2.376953 41.8448056, 2.377159 41.8448988, 2.377319 41.8450731, 2.3774428 41.8451187, 2.3776821 41.8451555, 2.3778928 41.8451691, 2.3779942 41.8451342, 2.3780306 41.8450742, 2.3780931 41.8449753, 2.3781685 41.8448823, 2.3782569 41.8448242, 2.3783895 41.8448107, 2.3784884 41.8448126, 2.3785794 41.8448436, 2.3786522 41.8449153, 2.3787485 41.844956, 2.3789617 41.844985)",1,[149603903],1
1195,2881846889,12370749190,"LINESTRING (2.381419 41.8447244, 2.380822 41.8450028)",1,[149603903],1
1203,2881847036,12370749190,"LINESTRING (2.3797514 41.8449437, 2.3800455 41.8449067, 2.380227 41.8448716, 2.3803042 41.8448853, 2.3804698 41.8449099, 2.3805801 41.8449318, 2.3806831 41.8449729, 2.3807824 41.8450003, 2.380822 41.8450028)",1,[149603903],1
1204,2881847036,2881847050,"LINESTRING (2.3797514 41.8449437, 2.3789617 41.844985)",1,[149603903],1
1206,2881847071,3450312309,"LINESTRING (2.3819459 41.8451143, 2.382131 41.8451429, 2.3825392 41.8452923, 2.3830263 41.8453461, 2.3831694 41.8453367, 2.383281 41.8453062)",1,[149603903],1
1207,2881847071,12370749190,"LINESTRING (2.3819459 41.8451143, 2.3816799 41.8451182, 2.3814224 41.8450908, 2.3812532 41.8450606, 2.3811318 41.8450305, 2.3810031 41.845014, 2.380822 41.8450028)",1,[149603903],1
1214,2881847239,9805114495,"LINESTRING (2.3766448 41.8464801, 2.376641 41.8464023, 2.3766428 41.8463056, 2.3766303 41.8462515, 2.3766221 41.8461928, 2.3765138 41.8461083, 2.375239 41.8459921, 2.3751883 41.8460041)",1,[158766251],1
1215,2881847239,3182664198,"LINESTRING (2.3766448 41.8464801, 2.376426 41.8466746, 2.376312 41.8468473, 2.3763305 41.8470612, 2.3761795 41.8471213, 2.3758522 41.8470966, 2.3756756 41.8471763, 2.375521 41.8474291)",1,[158766251],1
1245,2973453828,3450312317,"LINESTRING (2.3669927 41.8395492, 2.3678682 41.8398681, 2.3683982 41.8402125, 2.3689084 41.8408351, 2.3692667 41.8409607, 2.3697904 41.8409428, 2.3701775 41.840978, 2.3706362 41.8408985, 2.3709124 41.8409467, 2.3709401 41.8409771, 2.3710614 41.8411099)",1,[149603903],1
1247,2973453828,2973462838,"LINESTRING (2.3669927 41.8395492, 2.3669046 41.8393493, 2.3668813 41.8391647, 2.3668317 41.8388215, 2.3667968 41.8386913, 2.3666539 41.8384263, 2.3666015 41.8381766, 2.3666044 41.8379073, 2.3665665 41.8377097, 2.3664149 41.8374708, 2.3663625 41.8373665)",1,[149603903],1
1248,2973457731,4791798792,"LINESTRING (2.366069 41.8404127, 2.3662389 41.8406966, 2.3662488 41.8407426, 2.3662327 41.8408295, 2.366159 41.8409534, 2.3659404 41.8411542, 2.3655353 41.841387, 2.3653918 41.8414819, 2.3653355 41.8415418, 2.3653181 41.8416208, 2.3654016 41.8418808, 2.3656868 41.8425738, 2.3657999 41.8426442, 2.3665988 41.843141)",1,[158766251],1
1250,2973462838,7925498375,"LINESTRING (2.3663625 41.8373665, 2.3663625 41.8372015, 2.3662517 41.8369517, 2.3661701 41.8367976, 2.3661264 41.8366195, 2.366138 41.8364609, 2.3661322 41.8363328, 2.3661118 41.8362503, 2.3658738 41.8361082, 2.3655638 41.8359745, 2.365523 41.8358681, 2.3654239 41.8356987, 2.3653918 41.8354055, 2.3653539 41.8352296, 2.3653685 41.8351036, 2.365316 41.8349603, 2.3653539 41.8348213, 2.3653976 41.8347235, 2.365421 41.8345324, 2.365421 41.8343847, 2.3655055 41.8341437, 2.3654851 41.8339135, 2.3654967 41.8336355, 2.3655346 41.833414, 2.365593 41.8332687, 2.3657241 41.8331794, 2.3659573 41.8331142, 2.3660839 41.8330628, 2.3661468 41.8330187, 2.3662582 41.8329809, 2.3662838 41.8328905, 2.3662367 41.8327821, 2.3661797 41.8327447, 2.3659136 41.832593, 2.3658193 41.8325278)",1,[149603903],1
1251,2973462838,12323981390,"LINESTRING (2.3663625 41.8373665, 2.3674361 41.8381174, 2.3680994 41.8383009, 2.3688005 41.8373832, 2.3694259 41.8376515, 2.370544 41.8376938, 2.3711862 41.837513)",1,[149603903],1
1252,2973465161,4230230517,"LINESTRING (2.3762151 41.8055241, 2.3763471 41.8055253, 2.3766093 41.8055414, 2.3767256 41.8055774, 2.3768339 41.8056274, 2.3769438 41.8056799, 2.3771176 41.805748)",5,"[116686100, 119551473, 141252055, 148046117, 160837717]",7
1253,2973465161,9062423752,"LINESTRING (2.3762151 41.8055241, 2.375851 41.8055055, 2.375578 41.8054566, 2.3752148 41.8053685, 2.3745694 41.8052325, 2.3738843 41.8050848, 2.3736839 41.8050547)",5,"[116686100, 119551473, 141252055, 148046117, 160837717]",7
1254,2973465161,2973465168,"LINESTRING (2.3762151 41.8055241, 2.3764339 41.8055921, 2.3764951 41.8056247, 2.3767225 41.8057073, 2.3769236 41.8058833, 2.3769935 41.8059572, 2.3770343 41.8060397, 2.3770402 41.806131)",3,"[119551473, 141252055, 148046117]",4
1257,2973507432,11663530099,"LINESTRING (2.3474016 41.8011097, 2.347408 41.8010795, 2.347438 41.8010348, 2.3474647 41.8010041, 2.3475059 41.8009749, 2.3475469 41.8009577, 2.3475991 41.8009434)",4,"[116686100, 119551473, 141252055, 148046117]",6
1258,2973507432,9062945110,"LINESTRING (2.3474016 41.8011097, 2.3473137 41.8010806)",1,[148046117],1
1311,3090239602,7500591463,"LINESTRING (2.387055 41.8050826, 2.387135 41.805014, 2.3871753 41.8049811, 2.3874832 41.8048624, 2.3878088 41.8046526, 2.3878438 41.8046252, 2.3878895 41.8044618, 2.3880081 41.8043113, 2.3880301 41.8042087, 2.3880472 41.8039217, 2.3880035 41.8037873, 2.3880105 41.8037292, 2.3880672 41.803691, 2.3881857 41.8037029, 2.3883043 41.8037438, 2.3885432 41.8039548, 2.3886883 41.804092, 2.3889931 41.8044059, 2.3892132 41.8046334, 2.389334 41.8047809, 2.3894011 41.8049403, 2.389444 41.8050936, 2.3896503 41.8050487, 2.3898194 41.8049684, 2.3899521 41.8048674, 2.3900312 41.8047554, 2.3901352 41.8046842, 2.3904616 41.8048596, 2.3906202 41.8050014, 2.3909203 41.8050454)",3,"[162709046, 179545648, 185762440]",4
1312,3090239602,5339093004,"LINESTRING (2.387055 41.8050826, 2.3870015 41.8051823, 2.3869679 41.8052257, 2.3869142 41.805291, 2.3868508 41.8053558, 2.3868143 41.8054546, 2.386728 41.8055541, 2.3865535 41.8056897, 2.3863538 41.8057944, 2.3863311 41.8058371, 2.3861663 41.8059416, 2.3859322 41.806348, 2.3858764 41.8064176, 2.385731 41.8065788, 2.3854795 41.8067302, 2.38536 41.806823, 2.38527 41.8069118, 2.3852575 41.8069715, 2.3851111 41.8071104, 2.3850465 41.8071374, 2.3849939 41.8071949, 2.3849619 41.8072813, 2.3849246 41.8073096, 2.3848769 41.8073744, 2.3846707 41.807442, 2.3845568 41.8076024, 2.3842431 41.8077801, 2.3841899 41.8078438, 2.3840669 41.8079075, 2.3837771 41.8080691, 2.3836318 41.8080852, 2.3834839 41.8081152, 2.3833406 41.8081837, 2.3831636 41.8083209, 2.3830792 41.8084136, 2.3828486 41.808561, 2.3827725 41.8086467, 2.3827479 41.8086943, 2.3826197 41.8087579)",7,"[116686100, 119551473, 141252055, 160837717, 162709046, 179545648, 185762440]",10
1363,3182664198,6591731967,"LINESTRING (2.375521 41.8474291, 2.3753091 41.8477697, 2.3751341 41.8479003, 2.3748513 41.8480406, 2.3746746 41.8481117)",1,[158766251],1
1376,3450312307,3450312309,"LINESTRING (2.3843862 41.8451931, 2.3841172 41.8452717, 2.3838586 41.8453306, 2.3835108 41.8453314, 2.383281 41.8453062)",1,[149603903],1
1377,3450312307,6903901355,"LINESTRING (2.3843862 41.8451931, 2.3845144 41.8452551, 2.3845314 41.8452641, 2.3845512 41.8452765, 2.3846671 41.8452696)",1,[149603903],1
1379,3450312317,7925498321,"LINESTRING (2.3710614 41.8411099, 2.3713683 41.8413264, 2.3714161 41.8415514, 2.3716004 41.8416826, 2.3716969 41.8418114)",1,[149603903],1
1380,3450312317,4791798773,"LINESTRING (2.3710614 41.8411099, 2.3706577 41.841661, 2.370146 41.8426634, 2.3698323 41.8429847, 2.369762 41.8433252, 2.3695943 41.8436299)",1,[149603903],1
1382,3450312340,12323907928,"LINESTRING (2.3922231 41.8098137, 2.3922675 41.8099062)",1,[179545648],1
1383,3450312351,12323907928,"LINESTRING (2.3930504 41.8130167, 2.3927392 41.8126488, 2.3928573 41.8125289, 2.3930718 41.8125369, 2.3937048 41.8124009, 2.3934688 41.812289, 2.393619 41.812225, 2.393127 41.8119403, 2.3929174 41.8113356, 2.3927146 41.8107133, 2.3923848 41.8101508, 2.3922675 41.8099062)",1,[179545648],1
1518,3948661309,9062945110,"LINESTRING (2.3362725 41.8018897, 2.3365239 41.8018508, 2.3369026 41.8019023, 2.3373415 41.8019511, 2.3376582 41.8019867, 2.3378582 41.801984, 2.3380511 41.8019629, 2.338198 41.8019181, 2.3382847 41.8018548, 2.3384209 41.8017769, 2.3385448 41.8017519, 2.3390651 41.8017572, 2.3392544 41.8017215, 2.3393783 41.8016609, 2.3394473 41.8015751, 2.3395323 41.8014656, 2.3398437 41.8012836, 2.3400401 41.8011886, 2.340187 41.8011583, 2.3403799 41.8011648, 2.3407869 41.8012031, 2.3409639 41.8011767, 2.3411638 41.8010949, 2.3413833 41.8011226, 2.3416062 41.8011055, 2.3422008 41.8008535, 2.3424804 41.8008245, 2.3429847 41.8007744, 2.3436926 41.8006161, 2.3439049 41.8006293, 2.3441226 41.8007216, 2.3444942 41.8008456, 2.3448941 41.8008601, 2.3458645 41.8008889, 2.346248 41.8009129, 2.3469721 41.8009673, 2.3473137 41.8010806)",2,"[119551473, 148046117]",2
1542,4230230517,12323327071,"LINESTRING (2.3771176 41.805748, 2.3775283 41.8059515, 2.3776558 41.8060299, 2.3778102 41.8061722, 2.3779151 41.8063483)",5,"[116686100, 119551473, 141252055, 148046117, 160837717]",7
1543,4230230517,12323327089,"LINESTRING (2.3771176 41.805748, 2.377337 41.805585, 2.377648 41.805394, 2.377731 41.805368, 2.377906 41.805379, 2.37809 41.805414, 2.378701 41.805615, 2.378837 41.805647, 2.379022 41.805665, 2.379385 41.805638, 2.379701 41.805556, 2.379914 41.805529, 2.380004 41.805494, 2.380075 41.805436, 2.38018 41.805318, 2.38031 41.805126, 2.380471 41.80495, 2.3804963 41.8049304)",1,[160837717],1
1544,4230230573,5339093004,"LINESTRING (2.382529 41.8087986, 2.3826197 41.8087579)",3,"[119551473, 148046117, 160837717]",4
1545,4230230573,4230230578,"LINESTRING (2.382529 41.8087986, 2.382343 41.808838)",4,"[116686100, 119551473, 148046117, 160837717]",6
1546,4230230573,4230230577,"LINESTRING (2.382529 41.8087986, 2.3815301 41.8086475, 2.381229 41.8087158, 2.3809 41.808727, 2.3806326 41.8087869, 2.3802344 41.8088092, 2.3795676 41.8089322, 2.379171 41.809022)",2,"[116686100, 148046117]",2
1547,4230230577,9062428860,"LINESTRING (2.379171 41.809022, 2.379328 41.809084, 2.379408 41.809088, 2.379653 41.809056, 2.3797883 41.8090775)",3,"[116686100, 119551473, 160837717]",4
1548,4230230578,12323345515,"LINESTRING (2.382343 41.808838, 2.3822294 41.8088958, 2.3821169 41.8090277, 2.3820027 41.8091266, 2.3817244 41.8092228, 2.3815475 41.8093066, 2.3814277 41.8094384, 2.3812342 41.8095868, 2.3810941 41.8097585, 2.3809854 41.8099673, 2.3808047 41.8102599, 2.3806426 41.8103973, 2.3805633 41.8105346, 2.3804951 41.8106899, 2.3805172 41.8108176, 2.3805062 41.8109976, 2.3805338 41.8111487, 2.3805688 41.8113025, 2.380543 41.8114646, 2.3804288 41.811558, 2.380274 41.8116858, 2.3801505 41.8118382, 2.3798796 41.8121487, 2.3796289 41.8122805, 2.3793599 41.8123849, 2.3791719 41.8125113, 2.3789765 41.8126061, 2.3789562 41.8126651, 2.3788807 41.8127146, 2.3788125 41.8128039, 2.37863 41.8128753, 2.3785803 41.8129948, 2.3786024 41.8130621, 2.3785766 41.813091, 2.3786706 41.8131844, 2.3787203 41.8133162, 2.3788051 41.8133973, 2.3788217 41.8135113, 2.3787627 41.8136473, 2.3787222 41.8138465, 2.3788309 41.813944, 2.3788125 41.8140964, 2.378689 41.8143217, 2.3785489 41.8144646, 2.3784605 41.8145401, 2.3782928 41.8146912, 2.3781582 41.8147736, 2.3780808 41.8149247, 2.3779187 41.815139, 2.3777546 41.8153038, 2.3776238 41.8154728, 2.377609 41.8156664, 2.3774578 41.8158866)",3,"[116686100, 119551473, 160837717]",4
1549,4230230578,5460549793,"LINESTRING (2.382343 41.808838, 2.381771 41.808949, 2.3815582 41.8089876, 2.3813104 41.8090904, 2.38112 41.809164, 2.3809799 41.8091767)",3,"[116686100, 119551473, 160837717]",4
1562,4295698022,7925498321,"LINESTRING (2.3735454 41.8442395, 2.3734476 41.8440403, 2.3734833 41.8437489, 2.3732984 41.8435388, 2.3730211 41.8433961, 2.3729403 41.8431591, 2.372889 41.842895, 2.3727648 41.8426291, 2.372772 41.8425162, 2.3727159 41.8424113, 2.3726896 41.8422797, 2.372593 41.8422207, 2.372322 41.8421782, 2.371871 41.8420438, 2.3716969 41.8418114)",1,[149603903],1
