id,edge_id,lon,lat,elev,dist,km,time,elev_diff,pace,clean_lon,clean_lat
1,1220,2.664633,42.474822,228.9,0.0,0,0.0,0.0,0.0,2.6646246,42.47484
2,1221,2.664462,42.474991,227.9,0.02,0,0.47,-1.0,3.02,2.664375,42.474892
3,1221,2.664301,42.475154,226.0,0.05,0,0.8,-1.9000000000000057,4.04,2.6642031,42.475042
4,1225,2.664147,42.475302,224.1,0.07,0,1.1,-1.9000000000000057,4.15,2.6641068,42.475375
5,1225,2.664095,42.475348,224.1,0.07,0,1.2,0.0,4.0,2.6640933,42.475374
6,1225,2.664045,42.475422,226.0,0.08,0,1.45,1.9000000000000057,2.21,2.6640178,42.475393
7,1224,2.663979,42.47548,228.4,0.09,0,1.73,2.4000000000000057,1.78,2.6639871,42.475465
8,1224,2.663969,42.475486,228.9,0.09,0,1.75,0.5,3.81,2.6639817,42.475462
9,1224,2.663933,42.475485,228.9,0.09,0,1.8,0.0,3.55,2.6639531,42.475447
10,1280,2.66385,42.475448,227.9,0.1,0,1.92,-1.0,4.1,2.6638386,42.475411
11,1280,2.663813,42.475506,226.5,0.11,0,2.18,-1.4000000000000057,1.6,2.6637886,42.475426
12,1280,2.663702,42.475514,229.4,0.12,0,2.6,2.9000000000000057,1.32,2.6636895,42.475499
13,1280,2.663518,42.475575,227.4,0.14,0,2.9,-2.0,3.32,2.6635321,42.475601
14,3174,2.663456,42.475573,227.4,0.14,0,3.0,0.0,3.06,2.6634509,42.475585
15,3174,2.663334,42.475587,228.4,0.15,0,3.13,1.0,4.57,2.6633312,42.475561
16,3174,2.663219,42.475665,228.4,0.16,0,3.4,0.0,2.89,2.6632152,42.475652
17,3174,2.66314,42.475645,227.9,0.17,0,3.65,-0.5,1.65,2.6631468,42.475671
18,1259,2.663031,42.475631,227.0,0.18,0,3.9,-0.9000000000000057,2.18,2.6630359,42.475625
19,1273,2.662962,42.475682,227.0,0.19,0,4.1,0.0,2.41,2.6629908,42.475725
20,1273,2.662971,42.475794,227.0,0.2,0,4.37,0.0,2.8,2.6629452,42.475763
21,1273,2.662943,42.475824,232.3,0.2,0,4.6,5.300000000000011,1.04,2.6629138,42.475789
22,1273,2.662885,42.475851,235.6,0.21,0,4.82,3.299999999999983,1.56,2.6628661,42.475828
23,1270,2.662841,42.475911,237.5,0.22,0,5.05,1.9000000000000057,1.95,2.6628028,42.475905
24,1270,2.662695,42.476042,239.0,0.24,0,5.37,1.5,3.57,2.6626854,42.476026
25,1270,2.662582,42.476062,240.9,0.25,0,5.52,1.9000000000000057,3.82,2.662582,42.476059
26,1270,2.662458,42.476032,241.9,0.26,0,5.67,1.0,4.29,2.6624555,42.476046
27,1270,2.662262,42.476027,241.4,0.27,0,5.93,-0.5,3.63,2.6622647,42.476042
28,1270,2.662063,42.476108,244.3,0.29,0,6.22,2.9000000000000057,3.95,2.6620578,42.476079
29,1270,2.661812,42.476179,244.7,0.31,0,6.53,0.39999999999997726,4.19,2.661799,42.476165
30,1270,2.661764,42.476215,245.2,0.32,0,6.62,0.5,4.05,2.6617556,42.476206
31,1262,2.661699,42.476367,245.7,0.34,0,6.85,0.5,4.55,2.6617078,42.476365
32,1262,2.661799,42.47654,244.3,0.36,0,7.12,-1.3999999999999773,4.7,2.6618148,42.476519
33,1262,2.661983,42.476678,248.6,0.38,0,7.42,4.299999999999983,4.31,2.661998,42.476658
34,1262,2.662014,42.476697,249.6,0.38,0,7.47,1.0,3.97,2.6620268,42.47668
35,1262,2.662047,42.476755,249.1,0.39,0,7.57,-0.5,4.19,2.6620757,42.476717
36,1262,2.66222,42.47691,255.8,0.41,0,7.9,6.700000000000017,4.02,2.6622601,42.476857
