id,edge_id,lon,lat,elev,dist,km,time,elev_diff,pace,clean_lon,clean_lat
1,1366,2.666487,42.474347,235.1,0.0,0,0.0,0.0,0.0,2.6666016,42.474297
2,1366,2.666485,42.474352,232.3,0.0,0,0.02,-2.799999999999983,2.09,2.6666031,42.4743
3,1367,2.666583,42.474282,236.6,0.01,0,0.27,4.299999999999983,2.69,2.666641,42.474518
4,1316,2.666584,42.474206,245.2,0.02,0,0.68,8.599999999999994,1.22,2.6665254,42.473996
5,1316,2.666544,42.474124,243.8,0.03,0,0.98,-1.3999999999999773,1.94,2.6665095,42.474001
6,1316,2.666601,42.474049,240.9,0.04,0,1.3,-2.9000000000000057,1.81,2.6665819,42.473981
7,1316,2.666835,42.474011,233.7,0.06,0,1.65,-7.200000000000017,3.38,2.6668087,42.473917
8,1316,2.667048,42.47397,230.8,0.08,0,1.92,-2.8999999999999773,4.07,2.6670169,42.473859
9,1316,2.667188,42.473912,227.9,0.09,0,2.13,-2.9000000000000057,3.65,2.667164,42.47382
10,1316,2.667351,42.473872,225.5,0.1,0,2.37,-2.4000000000000057,3.63,2.6673264,42.473778
11,1316,2.667373,42.473871,225.5,0.11,0,2.38,0.0,6.53,2.6673473,42.473772
12,1317,2.667642,42.473842,226.5,0.13,0,2.7,1.0,4.24,2.6676044,42.473701
13,1317,2.667839,42.473802,225.5,0.15,0,2.93,-1.0,4.32,2.6677977,42.473649
14,1317,2.667912,42.473767,225.0,0.15,0,3.05,-0.5,3.68,2.6678746,42.473628
15,1317,2.668103,42.473686,223.6,0.17,0,3.32,-1.4000000000000057,4.07,2.668073,42.473575
16,1317,2.668206,42.47365,221.7,0.18,0,3.47,-1.9000000000000057,3.75,2.6681781,42.473546
17,1317,2.668375,42.473582,218.3,0.2,0,3.72,-3.3999999999999773,3.8,2.6683527,42.473499
18,1317,2.668558,42.473527,216.9,0.21,0,3.97,-1.4000000000000057,3.9,2.6685371,42.47345
19,1317,2.66871,42.473489,216.4,0.23,0,4.17,-0.5,3.96,2.6686883,42.473409
20,1317,2.668894,42.473442,216.4,0.24,0,4.4,0.0,4.12,2.6688716,42.473359
21,1317,2.669034,42.473429,216.4,0.25,0,4.65,0.0,2.78,2.6690053,42.473323
22,1317,2.669101,42.473437,245.2,0.26,0,6.43,28.799999999999983,0.19,2.6690658,42.473307
23,1321,2.669193,42.473329,231.3,0.27,0,6.65,-13.899999999999977,3.93,2.6691756,42.473275
24,1321,2.669215,42.473329,230.3,0.27,0,6.68,-1.0,3.26,2.6691955,42.473268
25,1321,2.669377,42.473326,225.5,0.29,0,6.9,-4.800000000000011,3.69,2.6693432,42.473221
26,1321,2.669447,42.473328,225.5,0.29,0,6.98,0.0,4.15,2.6694061,42.473201
27,1321,2.66949,42.473303,225.0,0.3,0,7.03,-0.5,5.4,2.6694523,42.473186
28,1345,2.66967,42.473246,222.2,0.31,0,7.28,-2.8000000000000114,3.86,2.6696362,42.473131
29,1212,2.669813,42.473209,218.3,0.33,0,7.52,-3.8999999999999773,3.2,2.6698738,42.473175
30,1212,2.669891,42.473186,219.3,0.33,0,7.63,1.0,3.55,2.6698828,42.473191
31,1343,2.669856,42.473083,227.0,0.35,0,7.87,7.699999999999989,3.03,2.6698463,42.47308
32,1343,2.669838,42.473004,230.8,0.35,0,8.08,3.8000000000000114,2.46,2.6698587,42.473007
33,7569,2.669816,42.472856,232.7,0.37,0,8.32,1.8999999999999773,4.25,2.6698013,42.472866
34,7569,2.669819,42.472852,230.8,0.37,0,8.6,-1.8999999999999773,0.11,2.6698004,42.472864
35,1360,2.669923,42.472825,227.4,0.38,0,8.88,-3.4000000000000057,1.92,2.6699301,42.472841
36,1360,2.669954,42.472853,228.4,0.38,0,9.27,1.0,0.63,2.6699452,42.472834
37,1360,2.670045,42.472758,230.3,0.4,0,9.57,1.9000000000000057,2.59,2.6700564,42.472783
38,1359,2.670073,42.472721,229.4,0.4,0,9.88,-0.9000000000000057,0.89,2.6700666,42.472731
39,1346,2.669932,42.472576,229.4,0.42,0,10.13,0.0,4.76,2.6699295,42.472571
40,1349,2.670099,42.472573,225.5,0.44,0,10.42,-3.9000000000000057,2.91,2.6700504,42.472618
41,1349,2.670067,42.472513,224.1,0.44,0,10.68,-1.4000000000000057,1.61,2.6700057,42.47257
42,1347,2.670013,42.472484,224.1,0.45,0,10.98,0.0,1.1,2.6700306,42.472513
43,7160,2.670117,42.472523,225.0,0.46,0,11.17,0.9000000000000057,3.14,2.6701508,42.472447
44,7160,2.670212,42.472541,225.5,0.47,0,11.32,0.5,3.23,2.6702367,42.472486
45,7160,2.670403,42.472625,227.4,0.48,0,11.58,1.9000000000000057,4.11,2.6704272,42.472571
46,7160,2.670574,42.472749,223.6,0.5,0,11.83,-3.8000000000000114,4.72,2.670606,42.472636
47,1344,2.670521,42.472701,221.2,0.51,0,12.2,-2.4000000000000057,1.13,2.6705804,42.472779
48,1344,2.670623,42.472797,219.3,0.52,0,12.48,-1.8999999999999773,2.87,2.6705984,42.472765
49,1362,2.670552,42.47287,219.8,0.53,0,12.73,0.5,2.4,2.6704164,42.473031
50,1362,2.670442,42.472944,214.9,0.55,0,12.93,-4.900000000000006,3.67,2.6703887,42.473007
51,1362,2.670411,42.472962,214.0,0.55,0,12.98,-0.9000000000000057,3.89,2.6703794,42.472999
52,1361,2.670205,42.473016,210.6,0.57,0,13.25,-3.4000000000000057,4.04,2.6702884,42.472927
53,1343,2.670052,42.473051,203.4,0.58,0,13.47,-7.199999999999989,3.65,2.6698562,42.473026
54,1344,2.669939,42.473124,196.7,0.59,0,13.72,-6.700000000000017,2.96,2.6699315,42.473086
55,1212,2.669912,42.473183,201.0,0.6,0,13.93,4.300000000000011,1.92,2.6698866,42.473197
56,1212,2.669898,42.473336,210.6,0.62,0,14.2,9.599999999999994,3.83,2.6699488,42.473307
57,1212,2.669901,42.473387,212.5,0.62,0,14.28,1.9000000000000057,4.08,2.6699711,42.473343
58,1212,2.669976,42.473527,216.4,0.64,0,14.53,3.9000000000000057,4.02,2.6700555,42.473477
59,1212,2.670117,42.473569,217.8,0.65,0,14.67,1.4000000000000057,5.62,2.6701142,42.473571
60,1209,2.670383,42.473505,218.3,0.68,0,14.93,0.5,5.18,2.6703844,42.47351
61,1209,2.670408,42.473495,218.3,0.68,0,14.97,0.0,4.21,2.6704102,42.473503
62,1209,2.67049,42.473452,217.8,0.69,0,15.08,-0.5,4.25,2.6704975,42.47348
63,1209,2.670593,42.473421,216.9,0.69,0,15.22,-0.9000000000000057,4.11,2.6706014,42.473453
64,1209,2.670652,42.473383,213.0,0.7,0,15.33,-3.9000000000000057,3.31,2.6706659,42.473435
