lon,lat,u,v
2.314328,42.481289,9053603951.0,9053603954.0
2.3143319,42.481286,9053603951.0,9053603954.0
2.3143206,42.481284,9053603951.0,9053603954.0
2.3142826,42.481256,9053603951.0,9053603954.0
2.3142702,42.481247,9053603951.0,9053603954.0
2.3141658,42.481357,412522952.0,12496381569.0
2.3141144,42.481354,412522952.0,1826638140.0
2.3141162,42.481357,412522952.0,1826638140.0
2.3141245,42.481372,412522952.0,1826638140.0
2.3139197,42.481458,1826638098.0,6573215740.0
2.3139157,42.481506,1826638098.0,6573215740.0
2.3139087,42.481548,1826638098.0,6573215740.0
2.3138991,42.481605,1826638098.0,6573215740.0
2.3138936,42.481653,1826638098.0,6573215740.0
2.31389,42.4817,1826638098.0,6573215740.0
2.3138781,42.48175,1826638098.0,6573215740.0
2.3138608,42.481775,1826638098.0,6573215740.0
2.3138215,42.48184,1826638098.0,6573215740.0
2.3138088,42.481874,1826638098.0,6573215740.0
2.313778,42.481947,1826638098.0,6573215740.0
2.3137663,42.481987,1826638098.0,6573215740.0
2.3137395,42.482032,1826638098.0,6573215740.0
2.3137141,42.482074,1826638098.0,6573215740.0
2.3136867,42.482119,1826638098.0,6573215740.0
2.3136567,42.482168,1826638098.0,6573215740.0
2.3136328,42.482221,1826638098.0,6573215740.0
2.3136155,42.482265,1826638098.0,6573215740.0
2.3135946,42.48231,1826638098.0,6573215740.0
2.3135673,42.482357,1826638098.0,6573215740.0
2.313545,42.482396,1826638098.0,6573215740.0
2.3135245,42.482463,1826638098.0,6573215740.0
2.3135103,42.482503,1826638098.0,6573215740.0
2.3134868,42.48257,1826638098.0,6573215740.0
2.3134857,42.482623,1826638098.0,6573215740.0
2.3134724,42.48265,1826638098.0,6573215740.0
2.3134498,42.482695,1826638098.0,6573215740.0
2.3134247,42.482748,1826638098.0,6573215740.0
2.3134101,42.482792,1826638098.0,6573215740.0
2.3133894,42.482836,1826638098.0,6573215740.0
2.3133596,42.482909,1826638098.0,6573215740.0
2.3133384,42.482953,1826638098.0,6573215740.0
2.3133159,42.483013,1826638098.0,6573215740.0
