lon,lat,u,v
2.4886821,42.452731,1631373742.0,1631373960.0
2.4886072,42.453068,1631373742.0,1631373960.0
2.4885845,42.452972,1631373742.0,1631373960.0
2.4885745,42.45293,1631373742.0,1631373960.0
2.4885815,42.45288,1631373742.0,1631373960.0
2.48857,42.452911,1631373742.0,1631373960.0
2.4885788,42.452948,1631373742.0,1631373960.0
2.4885726,42.4529,1631373742.0,1631373960.0
2.4885692,42.452908,1631373742.0,1631373960.0
2.4885692,42.452908,1631373742.0,1631373960.0
2.4885786,42.452948,1631373742.0,1631373960.0
2.4885903,42.452997,1631373742.0,1631373960.0
2.4885994,42.453035,1631373742.0,1631373960.0
2.4886091,42.453076,1631373742.0,1631373960.0
2.488598,42.453029,1631373742.0,1631373960.0
2.4886094,42.453077,1631373742.0,1631373960.0
2.4885882,42.453235,1631373742.0,1631373960.0
2.4885279,42.453339,1631373742.0,1631373960.0
2.4884941,42.453375,1631373742.0,1631373960.0
2.4884575,42.453413,1631373742.0,1631373960.0
2.4883527,42.453499,1631373742.0,1631373960.0
2.4882977,42.453529,1631373742.0,1631373960.0
2.4882478,42.453555,1631373742.0,1631373960.0
2.4881986,42.453581,1631373742.0,1631373960.0
2.4881914,42.453585,1631373742.0,1631373960.0
2.4881572,42.453603,1631373742.0,1631373960.0
2.4881572,42.453603,1631373742.0,1631373960.0
2.4881311,42.453624,1631373742.0,1631373960.0
2.4880831,42.453662,1631373742.0,1631373960.0
2.4880562,42.453684,1631373742.0,1631373960.0
2.4880118,42.453719,1631373742.0,1631373960.0
2.4879926,42.453735,1631373742.0,1631373960.0
2.4879524,42.453767,1631373742.0,1631373960.0
2.4879043,42.453805,1631373742.0,1631373960.0
2.4878582,42.453842,1631373742.0,1631373960.0
2.4878133,42.453878,1631373742.0,1631373960.0
2.4878129,42.453878,1631373742.0,1631373960.0
2.4878129,42.453878,1631373742.0,1631373960.0
2.4878129,42.453878,1631373742.0,1631373960.0
2.4878129,42.453878,1631373742.0,1631373960.0
2.4878129,42.453878,1631373742.0,1631373960.0
2.4878129,42.453878,1631373742.0,1631373960.0
2.4878129,42.453878,1631373742.0,1631373960.0
2.4878403,42.453856,1631373742.0,1631373960.0
2.4878845,42.453821,1631373742.0,1631373960.0
2.4879337,42.453782,1631373742.0,1631373960.0
2.4879155,42.453796,1631373742.0,1631373960.0
2.4878709,42.453832,1631373742.0,1631373960.0
2.4879126,42.453799,1631373742.0,1631373960.0
2.4879575,42.453763,1631373742.0,1631373960.0
2.4880008,42.453728,1631373742.0,1631373960.0
2.488045,42.453693,1631373742.0,1631373960.0
2.4880814,42.453664,1631373742.0,1631373960.0
2.4881283,42.453626,1631373742.0,1631373960.0
2.4881439,42.453614,1631373742.0,1631373960.0
2.4881572,42.453603,1631373742.0,1631373960.0
2.4881572,42.453603,1631373742.0,1631373960.0
2.4881572,42.453603,1631373742.0,1631373960.0
2.4881572,42.453603,1631373742.0,1631373960.0
2.4885692,42.452908,1631373742.0,1631373960.0
